Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MBB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MBB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MBB_M_R
3988,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3989,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3990,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
3991,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3992,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
3993,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3994,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3995,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Water
3996,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3997,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3998,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3999,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
4000,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4001,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
4002,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
4003,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
4004,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
4005,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4006,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
4007,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
4008,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
4009,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4010,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
4011,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
4012,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Bareland
4013,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
4014,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
4015,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4016,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4017,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4018,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
4019,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
4020,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
4021,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
4022,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4023,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
4024,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4025,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
4026,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
4027,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4028,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4029,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4030,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Water
4031,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
4032,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4033,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4034,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4035,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
4036,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
4037,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
4038,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
4039,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
4040,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
4041,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
4042,Forest,Forest,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
4043,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
4044,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
4045,Forest,Forest,NULL,Water,Non_Wetland,Forest,Grassland,Forest
4046,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Water
4047,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
4048,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4049,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4050,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4051,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
4052,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
4053,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
4054,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4055,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4056,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4057,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4058,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4059,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4060,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4061,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4062,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
4063,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4064,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4065,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
4066,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4067,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
4068,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
4069,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4070,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
4071,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4072,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4073,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
4074,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4075,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4076,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
4077,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4078,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
4079,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
4080,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
4081,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4082,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Bareland
4083,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
4084,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
4085,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4086,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
4087,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4088,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4089,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4090,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
4091,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4092,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4093,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
4094,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
4095,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4096,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
4097,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
4098,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4099,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
4100,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
4101,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4102,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
4103,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
4104,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
4105,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
4106,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
4107,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Water
4108,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
4109,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4110,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4111,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
4112,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
4113,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
4114,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
4115,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4116,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4117,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
4118,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4119,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4120,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4121,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
4122,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4123,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Built-up
4124,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
4125,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Water
4126,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
4127,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4128,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
4129,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4130,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4131,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
4132,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4133,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
4134,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
4135,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Forest
4136,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4137,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4138,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
4139,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
4140,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
4141,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
4142,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
4143,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
4144,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
4145,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4146,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4147,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
4148,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4149,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4150,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4151,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4152,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4153,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Bareland
4154,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
4155,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4156,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4157,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
4158,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4159,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
4160,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
4161,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
4162,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
4163,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4164,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
4165,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Water
4166,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4167,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
4168,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
4169,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
4170,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4171,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
4172,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4173,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4174,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
4175,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4176,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
4177,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Built-up,Built-up
4178,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
4179,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
4180,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Bareland
4181,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Built-up
4182,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
4183,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
4184,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4185,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4186,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4187,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4188,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4189,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
4190,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4191,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4192,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
4193,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4194,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
4195,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
4196,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
4197,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
4198,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
4199,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
4200,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4201,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
4202,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
4203,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4204,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
4205,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4206,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4207,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
4208,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
4209,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
4210,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
4211,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
4212,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
4213,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
4214,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
4215,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
4216,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
4217,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
4218,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
4219,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4220,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
4221,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
4222,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
4223,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
4224,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
4225,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
4226,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
4227,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4228,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
4229,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4230,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
4231,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
4232,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4233,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4234,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4235,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Water
4236,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4237,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
4238,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
4239,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
4240,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4241,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4242,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4243,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4244,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
4245,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4246,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4247,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Water
4248,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Forest
4249,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
4250,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
4251,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
4252,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
4253,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
4254,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Forest
4255,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
4256,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
4257,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
4258,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
4259,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
4260,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
4261,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Forest,Forest
4262,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Grassland,Forest
4263,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Forest,Forest
4264,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
4265,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
4266,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4267,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4268,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
4269,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
4270,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4271,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
4272,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4273,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4274,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
4275,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
4276,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
4277,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
4278,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
4279,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
4280,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
4281,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
4282,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
4283,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
4284,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4285,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4286,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4287,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
4288,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4289,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
4290,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Water
4291,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
4292,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
4293,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Water
4294,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
4295,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4296,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4297,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4298,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4299,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
4300,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
4301,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4302,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
4303,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
4304,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
4305,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
4306,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
4307,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
4308,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
4309,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Water
4310,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
4311,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Water
4312,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
4313,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
4314,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
4315,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
4316,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Wetland
4317,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Bareland
4318,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
