Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NYG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NYG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NYG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NYG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NYG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NYG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NYG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NYG_M_R
1359,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1360,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1361,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1362,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1363,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1364,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1365,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1366,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1367,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1368,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1369,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1370,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1371,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1372,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1373,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1374,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1375,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1376,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1377,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1378,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1379,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1380,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1381,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1382,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1383,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1384,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1385,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1386,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1387,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
1388,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1389,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
1390,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1391,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1392,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1393,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1394,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1395,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1396,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1397,Bareland,Built-up,Water,Non_Water,Water,NULL,NULL,Water
1398,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1399,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1400,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1401,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1402,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1403,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1404,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1405,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1406,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1407,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1408,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1409,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1410,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1411,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1412,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1413,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1414,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1415,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1416,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1417,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1418,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1419,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1420,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1421,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1422,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1423,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1424,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1425,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1426,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1427,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1428,Bareland,Water,Wetland,Water,NULL,NULL,NULL,Bareland
1429,Bareland,Water,Wetland,Water,NULL,NULL,NULL,Water
1430,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1431,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1432,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1433,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1434,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1435,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1436,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
1437,Bareland,Water,Water,Water,NULL,NULL,NULL,Grassland
1438,Bareland,Water,Water,Water,NULL,NULL,NULL,Bareland
1439,Bareland,Water,Water,Water,NULL,NULL,NULL,Water
1440,Bareland,Water,Water,Water,Water,NULL,NULL,Wetland
1441,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1442,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1443,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1444,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1445,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1446,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1447,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1448,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1449,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1450,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1451,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1452,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1453,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1454,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1455,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1456,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1457,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1458,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1459,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1460,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1461,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1462,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1463,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1464,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1465,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1466,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1467,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1468,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1469,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1470,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1471,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1472,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1473,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1474,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1475,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1476,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1477,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1478,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1479,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1480,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1481,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1482,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1483,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1484,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1485,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1486,Water,NULL,Wetland,Water,NULL,NULL,NULL,Water
1487,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1488,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1489,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1490,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1491,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1492,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1493,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
1494,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1495,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1496,Water,NULL,Water,NULL,NULL,NULL,NULL,NULL
1497,Water,NULL,Water,NULL,NULL,NULL,NULL,Water
1498,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1499,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1500,Water,NULL,Water,Water,NULL,NULL,NULL,Water
1501,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1502,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
1503,Water,NULL,Water,Water,Water,NULL,NULL,Water
1504,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1505,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1506,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1507,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1508,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1509,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1510,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1511,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1512,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1513,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1514,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1515,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1516,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1517,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1518,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1519,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1520,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1521,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1522,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1523,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1524,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1525,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1526,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1527,Water,Cropland,Water,NULL,Water,NULL,NULL,Wetland
1528,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
1529,Water,Cropland,Water,Water,Water,NULL,NULL,Grassland
1530,Water,Cropland,Water,Water,Water,NULL,NULL,Wetland
1531,Water,Cropland,Water,Water,Water,NULL,NULL,Water
1532,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1533,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1534,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1535,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1536,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1537,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1538,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1539,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1540,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1541,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1542,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1543,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1544,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1545,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1546,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1547,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1548,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1549,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1550,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1551,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1552,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1553,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1554,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1555,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1556,Water,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1557,Water,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1558,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1559,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1560,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1561,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1562,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1563,Water,Wetland,Wetland,Non_Water,NULL,NULL,NULL,Wetland
1564,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1565,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1566,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1567,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1568,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1569,Water,Wetland,Wetland,Water,NULL,NULL,NULL,Wetland
1570,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1571,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1572,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1573,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1574,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1575,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1576,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1577,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1578,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1579,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1580,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1581,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1582,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
1583,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
1584,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1585,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1586,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1587,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1588,Water,Wetland,Water,Water,NULL,NULL,NULL,Wetland
1589,Water,Wetland,Water,Water,NULL,NULL,NULL,Water
1590,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
1591,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
1592,Water,Wetland,Water,Water,Water,NULL,NULL,Water
1593,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
1594,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1595,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1596,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1597,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1598,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1599,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1600,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1601,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1602,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1603,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1604,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1605,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1606,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1607,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1608,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1609,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1610,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1611,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1612,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1613,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1614,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Wetland
1615,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1616,Water,Bareland,Water,Water,Water,NULL,NULL,Wetland
1617,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1618,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1619,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1620,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1621,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1622,Water,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1623,Water,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1624,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1625,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1626,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1627,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1628,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1629,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1630,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1631,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1632,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1633,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1634,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1635,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1636,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1637,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1638,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1639,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1640,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1641,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1642,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1643,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1644,Water,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1645,Water,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1646,Water,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Water
1647,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1648,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1649,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1650,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1651,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1652,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1653,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1654,Water,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1655,Water,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1656,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1657,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
1658,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
1659,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
1660,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1661,Water,Built-up,Wetland,Non_Water,NULL,NULL,NULL,Wetland
1662,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1663,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1664,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1665,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
1666,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1667,Water,Built-up,Wetland,Water,NULL,NULL,NULL,Water
1668,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1669,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Wetland
1670,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
1671,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Built-up
1672,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1673,Water,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1674,Water,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1675,Water,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1676,Water,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
1677,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1678,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
1679,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1680,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1681,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1682,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1683,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
1684,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1685,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1686,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1687,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1688,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1689,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
1690,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1691,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
1692,Water,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1693,Water,Built-up,Water,NULL,Water,NULL,NULL,Water
1694,Water,Built-up,Water,NULL,Water,NULL,NULL,Forest
1695,Water,Built-up,Water,Non_Water,NULL,NULL,NULL,Water
1696,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
1697,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Wetland
1698,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Water
1699,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
1700,Water,Built-up,Water,Water,Water,NULL,NULL,Grassland
1701,Water,Built-up,Water,Water,Water,NULL,NULL,Wetland
1702,Water,Built-up,Water,Water,Water,NULL,NULL,Bareland
1703,Water,Built-up,Water,Water,Water,NULL,NULL,Built-up
1704,Water,Built-up,Water,Water,Water,NULL,NULL,Water
1705,Water,Built-up,Water,Water,Water,NULL,NULL,Forest
1706,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1707,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
