Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MZU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MZU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MZU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MZU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MZU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MZU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MZU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MZU_M_R
1116,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1117,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1118,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Grassland
1119,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
1120,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1121,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
1122,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
1123,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
1124,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Forest
1125,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Forest,Forest
1126,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
1127,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
1128,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Forest
1129,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Forest
1130,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1131,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
1132,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Forest
1133,Forest,Forest,Bareland,Water,Non_Wetland,Water,Forest,Forest
1134,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
1135,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Water,Forest
1136,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Forest
1137,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1138,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
1139,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
1140,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
1141,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1142,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
1143,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
1144,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1145,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1146,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
1147,Forest,Forest,Built-up,Water,Non_Wetland,Water,Water,Forest
1148,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
1149,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
1150,Forest,Forest,Water,NULL,Water,NULL,Water,Water
1151,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
1152,Forest,Forest,Water,NULL,Water,NULL,Forest,Water
1153,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
1154,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Grassland
1155,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Water
1156,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
1157,Forest,Forest,Water,NULL,Water,Grassland,Water,Grassland
1158,Forest,Forest,Water,NULL,Water,Grassland,Water,Water
1159,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
1160,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
1161,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Water
1162,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
1163,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
1164,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
1165,Forest,Forest,Water,NULL,Water,Water,Wetland,Grassland
1166,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
1167,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
1168,Forest,Forest,Water,NULL,Water,Water,Water,Water
1169,Forest,Forest,Water,NULL,Water,Water,Water,Forest
1170,Forest,Forest,Water,NULL,Water,Water,Forest,Water
1171,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
1172,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
1173,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
1174,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
1175,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Grassland
1176,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Water
1177,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
1178,Forest,Forest,Water,Non_Water,Water,NULL,Water,Water
1179,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
1180,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Water
1181,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
1182,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Grassland
1183,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Water
1184,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
1185,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Water
1186,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Forest
1187,Forest,Forest,Water,Non_Water,Water,Grassland,Forest,Forest
1188,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Grassland
1189,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Water
1190,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
1191,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
1192,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Forest
1193,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Forest
1194,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Grassland
1195,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Water
1196,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
1197,Forest,Forest,Water,Non_Water,Water,Water,Water,Grassland
1198,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
1199,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
1200,Forest,Forest,Water,Non_Water,Water,Water,Forest,Water
1201,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
1202,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
1203,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
1204,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
1205,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
1206,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
1207,Forest,Forest,Water,Water,Water,NULL,Water,Water
1208,Forest,Forest,Water,Water,Water,NULL,Water,Forest
1209,Forest,Forest,Water,Water,Water,NULL,Forest,Water
1210,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
1211,Forest,Forest,Water,Water,Water,Grassland,Wetland,Grassland
1212,Forest,Forest,Water,Water,Water,Grassland,Wetland,Water
1213,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
1214,Forest,Forest,Water,Water,Water,Grassland,Water,Water
1215,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
1216,Forest,Forest,Water,Water,Water,Grassland,Forest,Water
1217,Forest,Forest,Water,Water,Water,Grassland,Forest,Forest
1218,Forest,Forest,Water,Water,Water,Wetland,Wetland,Water
1219,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
1220,Forest,Forest,Water,Water,Water,Wetland,Water,Water
1221,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
1222,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
1223,Forest,Forest,Water,Water,Water,Bareland,Water,Water
1224,Forest,Forest,Water,Water,Water,Water,Wetland,Water
1225,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
1226,Forest,Forest,Water,Water,Water,Water,Water,Grassland
1227,Forest,Forest,Water,Water,Water,Water,Water,Water
1228,Forest,Forest,Water,Water,Water,Water,Water,Forest
1229,Forest,Forest,Water,Water,Water,Water,Forest,Water
1230,Forest,Forest,Water,Water,Water,Water,Forest,Forest
1231,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
1232,Forest,Forest,Water,Water,Water,Forest,Water,Water
1233,Forest,Forest,Water,Water,Water,Forest,Water,Forest
1234,Forest,Forest,Water,Water,Water,Forest,Forest,Water
1235,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
1236,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1237,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1238,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1239,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1240,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
1241,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1242,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1243,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
1244,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1245,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1246,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1247,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1248,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1249,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1250,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Water
1251,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1252,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1253,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
1254,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Water
1255,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1256,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1257,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1258,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1259,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1260,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Water
1261,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1262,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1263,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1264,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1265,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1266,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1267,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Water
1268,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1269,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1270,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
1271,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1272,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Grassland
1273,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
1274,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1275,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1276,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
1277,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1278,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1279,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1280,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1281,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Water
1282,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
1283,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1284,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
1285,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1286,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
1287,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1288,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1289,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
1290,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1291,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1292,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
1293,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1294,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1295,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
1296,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1297,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
1298,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1299,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1300,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1301,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1302,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1303,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1304,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1305,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
1306,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1307,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
1308,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
1309,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
1310,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
1311,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
1312,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1313,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1314,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1315,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1316,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Water
1317,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1318,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
1319,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1320,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1321,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1322,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1323,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
1324,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1325,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Water
1326,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1327,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Water
1328,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
1329,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Water
1330,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
1331,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1332,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Water
1333,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1334,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Water,Forest
1335,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Forest
1336,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1337,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1338,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Water,Forest
1339,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Forest,Forest
1340,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Water,Forest
1341,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Water
1342,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
1343,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Grassland
1344,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Water
1345,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
1346,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Water
1347,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
1348,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1349,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
1350,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
