Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LME_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LME_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LME_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LME_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LME_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LME_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LME_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LME_M_R
322,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
376,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
377,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
378,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
379,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
380,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
381,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
382,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
383,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
384,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
385,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
386,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
387,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
388,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
389,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
390,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
391,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
392,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
393,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
394,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
395,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
396,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
397,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
398,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Bareland
399,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
400,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
401,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
402,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
403,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
404,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
405,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
406,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
407,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
408,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
409,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
410,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
411,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
412,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Built-up
413,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
414,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
415,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
416,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
417,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
418,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
419,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
420,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
421,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
422,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
423,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
424,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
425,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
426,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,NULL
427,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
428,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,NULL
429,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
430,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
431,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
432,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
433,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
434,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
435,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
436,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
437,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
438,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
439,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
440,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
441,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
442,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
443,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
444,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
445,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
446,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
447,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
448,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
449,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
450,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
451,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
452,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
453,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
454,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
455,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
456,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
457,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
458,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
459,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
460,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
461,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
462,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
463,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
464,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
465,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
466,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
467,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
468,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
469,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
470,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
471,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
472,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
473,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
474,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
475,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
476,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
477,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
478,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
479,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
480,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
481,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
482,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
483,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
484,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
485,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
486,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
487,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
488,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
489,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
490,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
491,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
492,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
493,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
494,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
495,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
496,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
497,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
498,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
499,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
500,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
501,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
502,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
503,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
504,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
505,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
506,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
507,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
508,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
509,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
510,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
511,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
512,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
513,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
514,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
515,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
516,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
517,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
518,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
519,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
520,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
521,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
522,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
523,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
524,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
525,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
526,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
527,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
528,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
529,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
530,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
531,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
532,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
533,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
534,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
535,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
536,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
537,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
538,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
539,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
540,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
541,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
542,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
543,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
544,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
545,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
546,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
547,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
548,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
549,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
550,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
552,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
553,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
554,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
555,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
556,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
557,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
558,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
559,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
560,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
561,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
562,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
563,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
564,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
565,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
566,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
567,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
568,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
569,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
570,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
571,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
572,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
573,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
574,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
575,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
576,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
577,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
578,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
579,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
580,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
581,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
582,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
583,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
584,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
585,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
586,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
587,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
588,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
589,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
590,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
591,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
592,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
593,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
594,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
595,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
596,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
597,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
598,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
599,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
600,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
601,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
602,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
603,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
604,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
605,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
606,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
607,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
608,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
609,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
610,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
611,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
612,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,NULL
613,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
614,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
615,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
616,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
617,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
618,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
619,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Bareland
620,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
621,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
622,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Bareland
623,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,NULL
624,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,NULL
625,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
626,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Water
627,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
628,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
629,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,NULL
630,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
631,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
632,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
633,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
634,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
635,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
636,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Water
637,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
638,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
639,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
640,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
641,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
642,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
643,NULL,NULL,Wetland,Water,Wetland,Water,Water,NULL
644,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,NULL,NULL
645,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
646,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,NULL
647,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Bareland
