Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KVS_M_R
321,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
322,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
323,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
324,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
325,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
326,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
327,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
328,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
329,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
330,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
331,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
332,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
333,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
334,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
335,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
336,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
337,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
338,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
339,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
340,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
341,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
342,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
343,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
344,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
345,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
346,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
347,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
348,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
349,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
350,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
351,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
352,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
353,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
354,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
355,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
356,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
357,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
358,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
359,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
360,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
361,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
362,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
363,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
364,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
365,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
366,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
367,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
368,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
369,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
370,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
371,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
372,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
373,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
374,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
375,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
376,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
377,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
378,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
379,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
380,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
381,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
382,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
383,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
384,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
385,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
386,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
387,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Wetland
388,NULL,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Wetland
389,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
390,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
391,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
392,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
393,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
394,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
395,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Wetland
396,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
397,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
398,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
399,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Wetland
400,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
401,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
402,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
403,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
404,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
405,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
406,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
407,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
408,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
409,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
410,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
411,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
412,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
413,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
414,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
415,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
416,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
417,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
418,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
419,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,NULL,Wetland
420,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Wetland
421,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,NULL,Wetland
422,NULL,NULL,Grassland,Water,Non_Wetland,Shrubland,Grassland,Wetland
423,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Wetland
424,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Wetland
425,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
426,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
427,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
428,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
429,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
430,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
431,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
432,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
433,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
434,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
435,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
436,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
437,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
438,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
439,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
440,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
441,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
442,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
443,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
444,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
445,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
446,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
447,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
448,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
449,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
450,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
451,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
452,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
453,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
454,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
455,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
456,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
457,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
458,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
459,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
460,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
461,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
462,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
463,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
464,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
465,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
466,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
467,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
468,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Wetland
469,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
470,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
471,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
472,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
473,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
474,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
475,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
476,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
477,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
478,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
479,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
480,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
481,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
482,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
483,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
484,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
485,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
486,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
487,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
488,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
489,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
490,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
491,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
492,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
493,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
494,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
495,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
496,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
497,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Wetland
498,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
499,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
500,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
501,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
502,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
503,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
504,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
505,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
506,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
507,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
508,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
509,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
510,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
511,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
512,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
513,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
514,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
515,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
516,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
517,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
518,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Built-up
519,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
520,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
521,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
522,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
523,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
524,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
525,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Wetland
526,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
527,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
528,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
529,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
530,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
531,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
532,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
533,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
534,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
535,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
536,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
537,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
538,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
539,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
540,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
541,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
542,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
543,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
544,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
545,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
546,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
547,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
548,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
549,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
550,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
551,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
552,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Wetland
553,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
554,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
555,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
556,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
557,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Wetland
558,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
559,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
560,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
561,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
562,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
563,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
564,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
565,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
566,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
567,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
568,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
569,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Wetland
570,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
571,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
572,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
573,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
574,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
575,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
576,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
577,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
578,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
579,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
580,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
581,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
582,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
583,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
584,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
585,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
586,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
587,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
588,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
589,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
590,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
591,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
592,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
593,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
594,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
595,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
596,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
597,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Bareland
598,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
599,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
600,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
601,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
602,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
603,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
604,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
605,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
606,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
607,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
608,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
609,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
610,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
611,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
612,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
613,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
614,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Wetland
615,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
616,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
617,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
618,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
619,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Wetland
620,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,NULL
621,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
622,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
623,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
624,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
625,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
626,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,Bareland
627,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
628,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
629,NULL,NULL,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
630,NULL,NULL,Cropland,Water,Non_Wetland,Water,Wetland,Wetland
631,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
632,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
633,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
634,NULL,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
635,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
636,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
637,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
638,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
639,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
640,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
641,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
642,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
643,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
644,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
645,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
646,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
647,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
648,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
649,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,NULL
650,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Water
651,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
