Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MGA_M_R
5076,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
5077,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5078,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
5079,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
5080,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5081,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
5082,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
5083,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5084,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
5085,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
5086,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
5087,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
5088,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
5089,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
5090,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
5091,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5092,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5093,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5094,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
5095,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5096,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
5097,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
5098,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5099,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5100,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5101,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
5102,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5103,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5104,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
5105,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
5106,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
5107,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
5108,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5109,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5110,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5111,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5112,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
5113,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5114,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
5115,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
5116,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
5117,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
5118,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
5119,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
5120,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
5121,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
5122,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
5123,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
5124,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5125,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
5126,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Bareland
5127,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
5128,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
5129,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
5130,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
5131,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
5132,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
5133,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
5134,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
5135,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
5136,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
5137,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5138,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5139,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5140,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
5141,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
5142,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Water
5143,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
5144,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
5145,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5146,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
5147,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
5148,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
5149,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
5150,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Bareland
5151,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Water
5152,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
5153,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5154,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5155,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
5156,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
5157,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Water
5158,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
5159,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
5160,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
5161,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
5162,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
5163,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
5164,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
5165,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
5166,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
5167,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
5168,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
5169,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Water
5170,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
5171,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
5172,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
5173,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Water
5174,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5175,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
5176,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
5177,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
5178,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
5179,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
5180,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
5181,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
5182,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
5183,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
5184,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
5185,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5186,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
5187,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
5188,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
5189,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
5190,Forest,Water,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
5191,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
5192,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
5193,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
5194,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
5195,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
5196,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
5197,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
5198,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5199,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
5200,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
5201,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
5202,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
5203,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
5204,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
5205,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
5206,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
5207,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
5208,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
5209,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
5210,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
5211,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
5212,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
5213,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
5214,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
5215,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
5216,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
5217,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Water
5218,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
5219,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
5220,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
5221,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
5222,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
5223,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
5224,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
5225,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
5226,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
5227,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
5228,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
5229,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
5230,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
5231,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
5232,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
5233,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
5234,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
5235,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
5236,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
5237,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
5238,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
5239,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
5240,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
5241,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
5242,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
5243,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
5244,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
5245,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
5246,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
5247,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
5248,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
5249,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
5250,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
5251,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
5252,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
5253,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
5254,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
5255,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
5256,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
5257,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
5258,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
5259,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
5260,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
5261,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
5262,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
5263,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
5264,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
5265,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
5266,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
5267,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
5268,Forest,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
5269,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
5270,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
5271,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
5272,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
5273,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
5274,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
5275,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
5276,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
5277,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
5278,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
5279,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
5280,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
5281,Forest,Water,Wetland,Water,Wetland,Grassland,Built-up,Forest
5282,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
5283,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
5284,Forest,Water,Wetland,Water,Wetland,Grassland,Forest,Forest
5285,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
5286,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
5287,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
5288,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
5289,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
5290,Forest,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
5291,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
5292,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
5293,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
5294,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
5295,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
5296,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Forest
5297,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
5298,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
5299,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
5300,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
5301,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
5302,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
5303,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
5304,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
5305,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
5306,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
5307,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
5308,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
5309,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
5310,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5311,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
5312,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
5313,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
5314,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
5315,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
5316,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
5317,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5318,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
5319,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Bareland
5320,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
5321,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Bareland
5322,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
5323,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
5324,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
5325,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
5326,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
5327,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
5328,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
5329,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5330,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
5331,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
5332,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
5333,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
5334,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
5335,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
5336,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
5337,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
5338,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
5339,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
5340,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
5341,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
5342,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
5343,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
5344,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
5345,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
5346,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5347,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5348,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
5349,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
5350,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
5351,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5352,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
5353,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
5354,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
5355,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
5356,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
5357,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
5358,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
5359,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
5360,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
5361,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
5362,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
5363,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
5364,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
5365,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
5366,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
5367,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
5368,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
5369,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
5370,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
5371,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
5372,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
5373,Forest,Water,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5374,Forest,Water,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
5375,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Water
5376,Forest,Water,Water,NULL,Water,NULL,Grassland,Forest
5377,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
5378,Forest,Water,Water,NULL,Water,NULL,Water,Water
5379,Forest,Water,Water,NULL,Water,NULL,Water,Forest
5380,Forest,Water,Water,NULL,Water,Grassland,Grassland,Grassland
5381,Forest,Water,Water,NULL,Water,Grassland,Grassland,Forest
5382,Forest,Water,Water,NULL,Water,Grassland,Water,Water
5383,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
5384,Forest,Water,Water,NULL,Water,Wetland,Grassland,Water
5385,Forest,Water,Water,NULL,Water,Wetland,Grassland,Forest
5386,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
5387,Forest,Water,Water,NULL,Water,Wetland,Water,Water
5388,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
5389,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
5390,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
5391,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
5392,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
5393,Forest,Water,Water,NULL,Water,Water,Wetland,Water
5394,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
5395,Forest,Water,Water,NULL,Water,Water,Water,Grassland
5396,Forest,Water,Water,NULL,Water,Water,Water,Water
5397,Forest,Water,Water,NULL,Water,Water,Water,Forest
5398,Forest,Water,Water,NULL,Water,Water,Forest,Water
5399,Forest,Water,Water,NULL,Water,Water,Forest,Forest
5400,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
5401,Forest,Water,Water,NULL,Water,Forest,Water,Forest
5402,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
5403,Forest,Water,Water,Non_Water,Water,NULL,Grassland,Forest
5404,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
5405,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
5406,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
5407,Forest,Water,Water,Non_Water,Water,Grassland,Grassland,Forest
5408,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
5409,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
5410,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
5411,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
5412,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
5413,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Water
5414,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Forest
5415,Forest,Water,Water,Non_Water,Water,Water,Grassland,Forest
5416,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
5417,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
5418,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
5419,Forest,Water,Water,Non_Water,Water,Water,Water,Water
5420,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
5421,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
5422,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
5423,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
5424,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
5425,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
5426,Forest,Water,Water,Water,Water,NULL,Grassland,Forest
5427,Forest,Water,Water,Water,Water,NULL,Wetland,Water
5428,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
5429,Forest,Water,Water,Water,Water,NULL,Water,Water
5430,Forest,Water,Water,Water,Water,NULL,Water,Forest
5431,Forest,Water,Water,Water,Water,NULL,Forest,Forest
5432,Forest,Water,Water,Water,Water,Grassland,Grassland,Grassland
5433,Forest,Water,Water,Water,Water,Grassland,Grassland,Water
5434,Forest,Water,Water,Water,Water,Grassland,Grassland,Forest
5435,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
5436,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
5437,Forest,Water,Water,Water,Water,Grassland,Water,Bareland
