Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KTA_M_R
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Wetland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Wetland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Wetland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Wetland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Built-up
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Wetland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Wetland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,Built-up
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,Water
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
458,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
459,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
460,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
461,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
462,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
463,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
464,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
465,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
466,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
467,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
468,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
469,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
470,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
471,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
472,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
473,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
474,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Wetland
475,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
476,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Wetland
477,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Water
478,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Forest
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
489,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
490,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
491,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
492,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
493,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Wetland
494,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
496,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Wetland
497,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
498,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
499,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
500,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
501,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
502,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
503,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
504,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
505,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
506,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
507,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
508,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
509,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Built-up
510,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
511,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
512,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
513,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
514,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
515,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
516,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
517,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Wetland
518,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
519,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
520,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Water
521,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
522,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Wetland
523,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
524,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
525,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
526,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Water,Water
527,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
528,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
529,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
530,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
531,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
532,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
533,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
534,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Cropland
535,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
536,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
537,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Cropland
538,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
539,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
540,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
541,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Grassland
542,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Wetland
543,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Bareland
544,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Water
545,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Built-up,Wetland
546,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Built-up,Water
547,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
548,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
549,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
550,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
551,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Cropland
552,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Wetland
553,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
554,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
555,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
556,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
557,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
558,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
559,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,Wetland
560,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Wetland
561,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
562,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
563,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
564,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Cropland
565,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
566,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
567,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Wetland
568,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
569,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Wetland
570,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Wetland
571,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
572,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Wetland
573,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
574,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Wetland
575,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Built-up,Wetland
576,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Built-up,Bareland
577,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
578,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Built-up,Grassland
579,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Built-up,Bareland
580,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Wetland,Wetland
581,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
582,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
583,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
584,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
585,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
586,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
587,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
588,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
589,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
590,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
591,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
592,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
593,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
594,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
595,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
596,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
597,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
598,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
599,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
600,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
601,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
602,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
603,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
604,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
605,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
606,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
607,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
608,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
609,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
610,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
611,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
612,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
613,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
614,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
615,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
616,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
617,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
618,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
619,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
620,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
621,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
622,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Wetland
623,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
624,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
625,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
626,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
627,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
628,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Wetland
629,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
630,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
631,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
632,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
633,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
634,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
635,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
636,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
637,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
638,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
639,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
640,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
641,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
642,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
643,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
644,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
645,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
646,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
647,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
648,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
649,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
650,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
651,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
652,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
653,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
654,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
655,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
656,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
657,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
658,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
