Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LUM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LUM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LUM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LUM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LUM_M_R
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
401,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
402,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
403,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
404,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
405,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
406,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
407,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Bareland
408,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Built-up
409,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Water
410,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
411,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
412,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
413,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
414,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
415,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
416,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Forest
417,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
418,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
419,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
420,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
421,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
422,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
423,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
424,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
425,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
426,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
427,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
428,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
429,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
430,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
431,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
432,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
433,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
434,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
435,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
436,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
437,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
438,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
439,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
440,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
441,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
442,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
443,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
444,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
445,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
446,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
447,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
448,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
449,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
450,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
451,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
452,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
453,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
454,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,NULL
455,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
456,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
457,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Water
458,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
459,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,NULL
460,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
461,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
462,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
463,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
464,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
465,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
466,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
467,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Wetland
468,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Bareland
469,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Water
470,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
471,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Cropland
472,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
473,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
474,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
475,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,NULL
476,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
477,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
478,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
479,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
480,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Wetland
481,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
482,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
483,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Wetland
484,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
485,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
486,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Forest,Grassland
487,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Forest,Wetland
488,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
489,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,NULL
490,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
491,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
492,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
493,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
494,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
495,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
496,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
497,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
498,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
499,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
500,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
501,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
502,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,NULL
503,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Wetland
504,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
505,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
506,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Grassland,Grassland
507,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
508,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
509,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
510,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
511,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
512,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
513,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
514,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
515,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Wetland
516,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Built-up
517,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
518,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
519,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
520,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
521,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
522,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
523,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
524,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
525,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
526,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
527,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Water,NULL
528,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
529,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Bareland
530,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
531,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
532,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
533,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
534,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
535,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
536,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
537,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
538,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
539,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
540,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
541,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
542,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
543,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
544,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
545,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
546,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
547,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
548,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
549,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
550,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
551,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,NULL
552,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
553,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
554,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
555,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
556,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
557,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
558,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
559,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
560,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
561,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
562,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
563,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
564,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
565,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
566,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
567,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
568,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
569,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
570,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
571,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
572,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
573,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
574,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Cropland
575,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
576,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
577,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
578,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
579,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
580,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
581,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
582,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
583,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
584,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
585,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
586,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
587,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,NULL
588,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
589,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
590,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
591,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
592,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
593,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
594,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
595,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
596,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
597,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
598,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
599,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
600,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
601,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
602,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
603,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
604,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,NULL
605,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
606,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
607,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
608,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
609,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
610,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
611,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
612,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
613,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
614,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
615,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
616,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
617,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
618,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
619,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
620,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
621,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
622,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
623,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
624,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
625,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
626,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
627,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
628,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
629,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
630,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
631,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
632,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
633,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
634,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
635,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
636,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
637,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
638,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
639,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
640,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
641,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
642,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
643,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
644,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
645,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
646,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
647,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
648,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
649,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
650,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
651,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
652,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
