Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LLE_M_R
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Built-up
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
540,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
541,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
542,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
543,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
544,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
545,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
546,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
547,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
548,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
556,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
557,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
558,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
559,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
560,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
561,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
562,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
563,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
564,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
565,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
566,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
567,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
568,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
569,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
570,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
571,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
572,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
573,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
574,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
575,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
576,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
577,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
578,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
579,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
580,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
581,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
582,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
583,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
584,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
585,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
586,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
587,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
591,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
592,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
593,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
594,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Bareland
595,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
596,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
597,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Bareland
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
603,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
604,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
609,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Water
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
633,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
634,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
635,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
636,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
637,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
638,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
639,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
640,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
641,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Cropland
642,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
643,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
644,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
645,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
646,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
647,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
648,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
