Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LYK_M_R
321,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
322,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
323,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
324,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
325,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
326,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
327,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
328,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
329,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
330,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
331,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
332,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
333,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
334,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
335,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
336,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
337,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
338,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Built-up
339,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
340,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
341,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
342,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
343,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
344,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
345,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
346,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
347,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
348,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Wetland
349,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
350,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
351,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
352,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,Bareland
353,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Cropland
354,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
355,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
356,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
357,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
358,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
359,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
360,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
361,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
362,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
363,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
364,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
365,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
366,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
367,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
368,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
369,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
370,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
371,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
372,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
373,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
374,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
375,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
376,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
377,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
378,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
379,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
380,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
381,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Cropland
382,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
383,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
384,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
385,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
386,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
387,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
388,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
389,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
390,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
391,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
392,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
393,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
394,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
395,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
396,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
397,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
398,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
399,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
400,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
401,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
402,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
403,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
404,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
405,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Cropland
406,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
407,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
408,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
409,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
410,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
411,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
412,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
413,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
414,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
415,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
416,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
417,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
418,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
419,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
420,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
421,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
422,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
423,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
424,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
425,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
426,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
427,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
428,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Cropland
429,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
430,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
431,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
432,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
433,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
434,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
435,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
436,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
437,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
438,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
439,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
440,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
441,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
442,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
443,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
444,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
445,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
446,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
447,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
448,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
449,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Cropland
450,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
451,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
452,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
453,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
454,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
455,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
456,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
457,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
458,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
459,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
460,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Shrubland,Grassland
461,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
462,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
463,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
464,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
465,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
466,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
467,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
468,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
469,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
470,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
471,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
472,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
473,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
474,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
475,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,Grassland,Grassland
476,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
477,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
478,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
479,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
480,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
481,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
482,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
483,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
484,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
485,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
486,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
487,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
488,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
489,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
490,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
491,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
492,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
493,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
494,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
495,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
496,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
497,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
498,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
499,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
500,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
501,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
502,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
503,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
504,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
505,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
506,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
507,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
508,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
509,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
510,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
511,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
512,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
513,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
514,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
515,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
516,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
517,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
518,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
519,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
520,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
521,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
522,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
523,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
524,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
525,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
526,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
527,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
528,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
529,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
530,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
531,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
532,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
533,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Bareland
534,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
535,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
536,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
537,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
538,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
539,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
540,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
541,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
542,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
543,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
544,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
545,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
546,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
547,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
548,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
549,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
550,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
552,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
553,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
554,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
555,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
556,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
557,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
558,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
559,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
560,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
561,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
562,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
563,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
564,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
565,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
566,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
567,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
568,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
569,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
570,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
571,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
572,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
573,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
574,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
575,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
576,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
577,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
578,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
579,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
580,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
581,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
582,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
583,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
584,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
585,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
586,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
587,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
588,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
589,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
590,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
591,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
592,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
593,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
594,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
595,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
596,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
597,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
598,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
599,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
600,NULL,NULL,Cropland,Water,Non_Wetland,Water,Bareland,Grassland
601,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
602,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
603,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
604,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
605,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
606,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
607,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Grassland
608,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Forest
609,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
610,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
611,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
612,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
613,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
614,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Cropland
615,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
616,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
617,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,NULL
618,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
619,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
620,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
621,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
622,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
623,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Forest
624,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
625,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
626,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
627,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
628,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
629,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
630,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
631,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
632,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
633,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
634,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
635,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
636,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
637,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
638,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
639,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
640,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
641,NULL,NULL,Wetland,NULL,Wetland,Water,Bareland,Forest
642,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
643,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
644,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
645,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Bareland,Wetland
646,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
647,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
648,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Wetland
649,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Grassland,Grassland
650,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
