Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LQD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LQD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LQD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LQD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LQD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LQD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LQD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LQD_M_R
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Cropland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Built-up
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Bareland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Bareland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
521,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
522,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
523,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
524,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
525,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
526,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
527,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
528,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
529,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
530,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
531,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
532,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
533,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
534,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
535,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
536,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
537,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
538,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
539,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
540,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
541,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
542,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
543,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
544,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
545,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
546,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
547,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
548,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
556,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
557,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
558,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
559,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
560,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
561,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
562,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
563,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
564,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
565,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
566,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
567,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
568,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Cropland
569,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
570,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
571,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
572,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
573,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
574,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
575,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
576,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
577,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
578,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
579,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
580,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
581,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
582,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
583,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
584,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
585,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
586,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
587,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Cropland
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,NULL
591,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
592,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,NULL
593,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
594,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Wetland
595,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
596,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
597,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
598,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
599,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
600,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
601,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
602,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
603,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
604,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
605,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
606,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
607,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
608,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
609,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
610,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
611,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
612,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
613,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,NULL
614,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
615,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Cropland
616,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,NULL
617,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
618,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Bareland
619,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
620,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
621,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
622,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
623,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
624,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
625,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
626,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Cropland
627,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
628,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Wetland
629,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
630,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
631,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
632,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Built-up,Built-up
633,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
634,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Forest
635,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
636,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
637,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
638,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
639,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Grassland,Grassland
640,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
641,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
642,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
643,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
644,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
645,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
646,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
647,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
648,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
649,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
650,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
651,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
