Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LFK_M_R
332,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
334,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
335,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
336,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
340,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
341,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
344,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
345,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
346,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Water
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Water
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Wetland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,Grassland
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
586,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
587,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Water
591,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
592,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
593,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
594,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
595,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
596,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
597,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
603,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
604,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
609,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Water
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
633,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
634,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
635,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
636,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
637,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
638,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,NULL
639,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
640,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
641,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
642,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
647,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
648,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
649,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
650,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
651,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
652,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
653,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Water
