Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MHS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MHS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MHS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MHS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MHS_M_R
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Bareland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Bareland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
512,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
513,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
514,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
515,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
516,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
517,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
518,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
519,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
520,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
521,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
522,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
523,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
524,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
525,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Built-up
526,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
527,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
528,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
529,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
530,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
531,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
532,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
533,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
534,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
535,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
536,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
537,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
538,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
539,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
540,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
541,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
542,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
543,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
544,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
545,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
546,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
547,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
548,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,NULL
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
555,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
556,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
557,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Grassland
558,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
559,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
560,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
561,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
562,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Wetland
563,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
564,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
565,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
566,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Wetland
567,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
568,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
569,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
570,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
571,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
572,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
573,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
574,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
575,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
576,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
577,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Forest
578,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
579,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
580,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
581,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
582,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
583,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
584,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
585,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
586,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
587,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
588,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Built-up
589,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
590,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
591,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
592,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
593,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
594,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
595,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Water
596,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
597,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
598,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
599,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
600,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
601,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
602,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
603,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
604,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
605,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
606,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
607,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
608,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
609,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
610,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
611,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
612,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
613,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
614,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
615,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
616,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
617,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
618,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
619,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
620,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
621,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
622,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
623,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
624,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
625,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
626,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
627,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
628,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
629,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
630,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Cropland
631,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Bareland
632,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
633,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
634,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
635,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
636,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
637,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
638,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
639,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
640,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
641,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
642,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
643,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
644,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
645,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
646,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
647,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
648,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
649,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
