Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KTF_M_R
6322,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6323,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
6324,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6325,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
6326,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
6327,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
6328,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
6329,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
6330,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
6331,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
6332,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
6333,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
6334,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
6335,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
6336,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
6337,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
6338,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
6339,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
6340,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
6341,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
6342,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
6343,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
6344,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
6345,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
6346,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
6347,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
6348,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
6349,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
6350,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
6351,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
6352,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Forest
6353,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
6354,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
6355,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Built-up
6356,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
6357,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
6358,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Built-up
6359,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Forest
6360,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
6361,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
6362,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
6363,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
6364,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
6365,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
6366,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
6367,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
6368,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
6369,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
6370,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
6371,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
6372,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
6373,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
6374,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
6375,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
6376,Forest,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
6377,Forest,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
6378,Forest,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Forest
6379,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
6380,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
6381,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
6382,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
6383,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
6384,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Water
6385,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Grassland
6386,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Cropland
6387,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
6388,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Grassland,Grassland
6389,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Grassland,Forest
6390,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Forest
6391,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
6392,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
6393,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
6394,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6395,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6396,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
6397,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
6398,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
6399,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
6400,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
6401,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6402,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
6403,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
6404,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Built-up
6405,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
6406,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Forest
6407,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
6408,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
6409,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6410,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
6411,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6412,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6413,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6414,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6415,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
6416,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6417,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6418,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6419,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6420,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6421,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6422,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6423,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6424,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
6425,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
6426,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
6427,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
6428,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
6429,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6430,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
6431,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6432,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
6433,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
6434,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
6435,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6436,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6437,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6438,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
6439,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
6440,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
6441,Forest,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Forest
6442,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
6443,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
6444,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
6445,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
6446,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
6447,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6448,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
6449,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
6450,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
6451,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
6452,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
6453,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
6454,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Water,Grassland
6455,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Water,Forest
6456,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
6457,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
6458,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
6459,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6460,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
6461,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
6462,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6463,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
6464,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6465,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6466,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
6467,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
6468,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
6469,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
6470,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
6471,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6472,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6473,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6474,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
6475,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
6476,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
6477,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6478,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6479,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
6480,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6481,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6482,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
6483,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
6484,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
6485,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6486,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
6487,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
6488,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
6489,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6490,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
6491,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
6492,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
6493,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
6494,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
6495,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
6496,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
6497,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
6498,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
6499,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
6500,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Water
6501,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6502,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6503,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6504,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6505,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6506,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6507,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6508,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6509,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
6510,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6511,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6512,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
6513,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6514,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6515,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6516,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6517,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6518,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6519,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6520,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
6521,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6522,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6523,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
6524,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6525,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
6526,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6527,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
6528,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
6529,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
6530,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
6531,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6532,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
6533,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
6534,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6535,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
6536,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
6537,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
6538,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6539,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
6540,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
6541,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6542,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
6543,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
6544,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
6545,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
6546,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6547,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
6548,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
6549,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6550,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6551,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6552,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6553,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6554,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6555,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6556,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
6557,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
6558,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
6559,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
6560,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6561,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
6562,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
6563,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
6564,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6565,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6566,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6567,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
6568,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
6569,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
6570,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
6571,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
6572,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
6573,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
6574,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
6575,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
6576,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
6577,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
6578,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Water
6579,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
6580,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
6581,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
6582,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
6583,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
6584,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Forest
6585,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
6586,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6587,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
6588,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Water
6589,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6590,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6591,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
6592,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
6593,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
6594,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
6595,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
6596,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Built-up
6597,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6598,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
6599,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Water
6600,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
6601,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
6602,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
6603,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Forest
6604,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
6605,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
6606,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6607,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6608,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
6609,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
6610,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
6611,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
6612,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6613,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
6614,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
6615,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
6616,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
6617,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
6618,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
6619,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6620,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
6621,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6622,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
6623,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6624,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
6625,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6626,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
6627,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
6628,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6629,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6630,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
6631,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6632,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
6633,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
6634,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
6635,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
6636,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Wetland
6637,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
6638,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
6639,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
6640,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
6641,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
6642,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
6643,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
6644,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
6645,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
6646,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
6647,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
6648,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Built-up
6649,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
