Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LQE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LQE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LQE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LQE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LQE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LQE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LQE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LQE_M_R
329,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Water
330,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
331,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
332,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
333,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
334,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,NULL
335,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
336,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Wetland
337,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Water
338,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,NULL
339,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
340,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Cropland
341,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
342,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
343,NULL,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Wetland
344,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,NULL
345,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
346,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,NULL
347,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
348,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Forest
349,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
350,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
351,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Cropland
352,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
353,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,NULL
354,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
355,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Cropland
356,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Wetland
357,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Bareland
358,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Bareland,Grassland
359,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,NULL
360,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,NULL
361,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
362,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Wetland
363,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Water
364,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,NULL
365,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
366,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Cropland
367,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,NULL
368,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
369,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
370,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
371,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Bareland
372,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Built-up
373,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
374,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
375,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Cropland
376,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Wetland
377,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Water
378,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,NULL
379,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
380,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Cropland
381,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Bareland
382,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Water
383,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
384,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Grassland
385,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,NULL
386,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
387,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Wetland
388,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
389,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
390,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Wetland
391,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
392,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
393,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Cropland
394,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Wetland
395,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
396,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
397,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Wetland
398,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
399,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Water
400,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
401,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Cropland
402,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Wetland
403,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
404,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
405,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
406,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Forest
407,NULL,NULL,NULL,Water,Non_Wetland,Forest,NULL,Cropland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
409,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
414,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
415,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
416,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
417,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
422,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
423,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
424,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
425,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
430,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
431,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
432,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
433,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
437,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
438,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
439,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
440,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
443,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
444,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
445,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
450,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
451,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
452,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
456,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Cropland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Cropland
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Wetland
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Water
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
618,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Wetland
619,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
620,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
621,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
622,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
623,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,NULL
624,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,Bareland
625,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
626,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
627,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
628,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
629,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
630,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
631,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
632,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
633,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
634,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
635,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
636,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
637,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
638,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
639,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
640,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
641,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
642,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
643,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
644,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
645,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
646,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
647,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
648,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
649,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
650,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
651,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
652,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
653,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
654,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
655,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
656,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
657,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
658,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
659,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
660,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Water
