Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRF_M_R
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Built-up
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Wetland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Bareland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
514,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
515,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
516,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
517,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
518,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
519,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
520,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Bareland
521,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
522,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
523,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
524,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
525,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,NULL
526,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
527,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
528,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
529,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
530,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
531,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
532,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
533,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
534,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
535,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
536,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Bareland
537,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
538,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Bareland
539,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
540,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
541,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
542,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
543,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
544,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
545,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
546,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
547,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
548,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
556,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
557,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,NULL
558,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
559,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
560,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
561,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
562,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
563,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
564,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
565,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
566,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
567,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
568,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
569,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
570,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
571,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
572,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
573,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,NULL
574,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
575,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
576,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
577,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
578,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
579,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
580,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
581,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
582,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Wetland
583,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Bareland
584,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
585,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
586,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
587,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
588,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
589,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
590,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Forest
591,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,NULL
592,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
593,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
594,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
595,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
596,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
597,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Water
598,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
599,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
600,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
601,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
602,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
603,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Bareland
604,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
605,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Forest,Grassland
606,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,NULL
607,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
608,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
609,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,NULL
610,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
611,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Bareland
612,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
613,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
614,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
615,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
616,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,NULL
617,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
618,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
619,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,NULL
620,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
621,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Bareland
622,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,NULL
623,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
624,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
625,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
626,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
627,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
628,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Bareland
629,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,NULL
630,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
631,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,NULL
632,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
633,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Wetland
634,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
635,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,NULL
636,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
637,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,NULL
638,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
639,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
640,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Shrubland,Grassland
641,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
642,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
643,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
644,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
645,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
646,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
647,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
648,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
649,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
650,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,NULL
651,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
652,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
653,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
