Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KBC_M_R
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Cropland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Cropland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
359,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
360,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
361,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
362,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
363,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
364,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
365,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
366,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
367,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
368,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
369,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
370,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
371,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
372,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
373,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
374,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
375,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
376,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
377,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
378,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
379,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
380,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
381,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
382,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
383,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
384,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
385,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
386,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
387,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
388,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
389,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
390,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
391,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
392,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
393,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
394,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
395,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
396,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
397,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
398,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
399,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
400,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
401,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
402,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Water
403,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
404,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
405,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
406,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,NULL
407,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
408,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Water
409,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
410,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
411,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
412,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
413,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
414,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
415,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
416,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
417,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
418,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
419,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
420,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
421,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
422,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
423,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,NULL
424,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
425,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
426,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Wetland
427,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Grassland
428,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
429,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Wetland
430,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
431,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
432,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,NULL
433,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
434,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
435,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
436,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
437,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
438,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
439,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
440,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
441,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
442,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
443,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
444,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
445,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
446,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
447,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
448,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
449,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
450,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
451,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
452,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
453,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
454,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
455,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
456,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
457,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
458,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
459,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
460,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
461,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
462,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
463,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
464,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
465,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
466,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
467,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
468,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
469,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
470,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
471,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
472,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
473,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
474,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
475,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
476,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
477,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
478,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
479,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
480,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
481,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
482,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
483,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
484,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
485,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
486,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
487,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
488,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
489,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
490,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
491,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
492,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
493,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
494,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
495,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Wetland
496,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,NULL
497,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
498,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
499,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
500,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
501,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
502,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
503,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
504,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
505,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
506,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
507,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
508,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
509,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
510,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
511,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
512,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
513,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
514,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
515,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
516,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
517,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
518,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
519,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
520,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
521,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
522,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
523,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
524,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
525,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
526,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
527,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
528,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
529,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
530,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
531,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
532,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
533,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
534,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
535,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
536,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
537,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
538,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
539,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
540,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
541,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
542,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
543,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
544,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
545,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
546,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
547,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
548,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
549,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
550,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
552,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
553,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
554,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
555,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
556,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
557,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
558,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
559,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Water
560,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
561,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
562,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
563,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
564,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
565,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
566,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
567,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
568,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
569,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
570,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
571,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
572,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
573,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
574,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
575,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
576,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
577,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
578,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
579,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
580,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
581,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
582,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
583,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
584,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
585,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
586,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
587,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
588,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
589,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
590,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
591,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
592,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
593,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
594,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
595,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
596,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
597,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
598,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
599,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
600,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
601,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
602,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
603,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
604,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
605,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
606,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
607,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
608,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
609,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
610,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
611,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
612,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
613,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
614,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
615,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
616,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
617,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
618,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
619,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
620,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Wetland
621,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Bareland
622,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Built-up
623,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Water
624,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
625,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,NULL
626,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
627,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
628,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
629,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Wetland
630,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
631,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
632,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
633,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
634,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
635,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
636,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
637,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
638,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
639,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
640,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
641,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
642,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
643,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
644,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
645,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
646,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
647,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
648,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
649,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
650,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
651,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
652,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
653,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
654,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
