Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MLB_M_R
8114,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
8115,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
8116,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
8117,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
8118,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
8119,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Grassland
8120,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Forest,Forest
8121,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
8122,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Wetland
8123,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
8124,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Grassland
8125,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Water
8126,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
8127,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
8128,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8129,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
8130,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
8131,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
8132,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
8133,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8134,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8135,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8136,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8137,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8138,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8139,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8140,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
8141,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
8142,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8143,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
8144,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8145,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
8146,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
8147,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
8148,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
8149,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
8150,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
8151,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
8152,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8153,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
8154,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8155,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
8156,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
8157,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8158,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8159,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
8160,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
8161,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
8162,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
8163,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
8164,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
8165,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
8166,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
8167,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
8168,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
8169,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8170,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
8171,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8172,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8173,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8174,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8175,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
8176,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
8177,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8178,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
8179,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8180,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
8181,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
8182,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8183,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
8184,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
8185,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
8186,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
8187,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
8188,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
8189,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
8190,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8191,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
8192,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
8193,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
8194,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
8195,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
8196,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
8197,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8198,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
8199,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
8200,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
8201,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
8202,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
8203,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
8204,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
8205,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
8206,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
8207,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
8208,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
8209,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
8210,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
8211,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
8212,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
8213,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
8214,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
8215,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
8216,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
8217,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
8218,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
8219,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
8220,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
8221,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
8222,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
8223,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
8224,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8225,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8226,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
8227,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
8228,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
8229,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
8230,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8231,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
8232,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8233,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8234,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
8235,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8236,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
8237,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
8238,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
8239,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
8240,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
8241,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
8242,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8243,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
8244,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
8245,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
8246,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
8247,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
8248,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
8249,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
8250,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
8251,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Built-up,Forest,Forest
8252,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
8253,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
8254,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
8255,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
8256,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
8257,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
8258,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
8259,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
8260,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
8261,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
8262,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
8263,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Bareland,Forest
8264,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
8265,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
8266,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
8267,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
8268,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
8269,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
8270,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
8271,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
8272,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
8273,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Water
8274,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
8275,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
8276,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
8277,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
8278,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8279,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
8280,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
8281,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
8282,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
8283,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
8284,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8285,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
8286,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
8287,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
8288,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
8289,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
8290,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
8291,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
8292,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
8293,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8294,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
8295,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
8296,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
8297,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
8298,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Water
8299,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
8300,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Grassland
8301,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
8302,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
8303,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
8304,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
8305,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
8306,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
8307,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
8308,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
8309,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8310,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8311,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8312,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8313,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
8314,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
8315,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8316,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8317,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
8318,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8319,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
8320,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
8321,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
8322,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
8323,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
8324,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
8325,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
8326,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
8327,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
8328,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
8329,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
8330,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
8331,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
8332,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
8333,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
8334,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Grassland
8335,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
8336,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
8337,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
8338,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Forest
8339,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
8340,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
8341,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
8342,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
8343,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
8344,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
8345,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
8346,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Forest
8347,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
8348,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
8349,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
8350,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
8351,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Grassland
8352,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Wetland,Forest
8353,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
8354,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8355,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8356,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8357,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8358,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
8359,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8360,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
8361,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
8362,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
8363,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
8364,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
8365,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8366,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
8367,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8368,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
8369,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
8370,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
8371,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
8372,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
8373,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
8374,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
8375,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
8376,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
8377,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
8378,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
8379,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
8380,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
8381,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
8382,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
8383,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
8384,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8385,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8386,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
8387,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
8388,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8389,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8390,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
8391,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
8392,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
8393,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Wetland,Forest
8394,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
8395,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
8396,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
8397,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
8398,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
8399,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
8400,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
8401,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
8402,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
8403,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
8404,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Grassland
8405,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Wetland
8406,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
8407,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
8408,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
8409,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
8410,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
8411,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
8412,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
8413,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
8414,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
8415,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Built-up
8416,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
8417,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
8418,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
8419,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
8420,Forest,Forest,Wetland,NULL,Wetland,Grassland,Built-up,Forest
8421,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
8422,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
8423,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
8424,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
8425,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
8426,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
8427,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
8428,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
8429,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
8430,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
8431,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
8432,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
8433,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
8434,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
8435,Forest,Forest,Wetland,NULL,Wetland,Wetland,Built-up,Forest
8436,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
8437,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
8438,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
8439,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
8440,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
8441,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
