Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MNR_M_R
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,NULL
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Built-up
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,NULL
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
459,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
460,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
461,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
462,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
463,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
464,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
465,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
466,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
467,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
468,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
469,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
470,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
471,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
472,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
473,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,NULL
474,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
475,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
476,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
477,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
478,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,NULL
489,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,NULL
490,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
491,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
492,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
493,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
494,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
495,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,NULL
496,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
497,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Water
498,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
499,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,NULL
500,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
501,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
502,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
503,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
504,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
505,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
506,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Cropland
507,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
508,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,NULL
509,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,NULL
510,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
511,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
512,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
513,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
514,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
515,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Wetland
516,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
517,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
518,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
519,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Grassland,Grassland
520,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Built-up,Grassland
521,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
522,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
523,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
524,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Grassland
525,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Grassland,Forest
526,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
527,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
528,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
529,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
530,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
531,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
532,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
533,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
534,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
535,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Built-up
536,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
537,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
538,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
539,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
540,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
541,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
542,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Water
543,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
544,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
545,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
546,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
547,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
548,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
549,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,NULL
550,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
551,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Bareland
552,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Built-up
553,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
554,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
555,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
556,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
557,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
558,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Bareland
559,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Built-up
560,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Water
561,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
562,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
563,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
564,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
565,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
566,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
567,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
568,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
569,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
570,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
571,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
572,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,Grassland
573,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
574,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
575,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
576,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
577,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
578,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
579,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
580,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
581,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Water
582,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
583,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
584,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
585,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
586,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
587,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
588,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
589,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
590,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
591,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
592,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
593,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
594,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
595,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
596,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Cropland
597,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
598,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
599,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
600,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
601,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
602,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
603,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
604,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
605,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
606,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
607,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
608,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
609,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Built-up
610,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
611,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
612,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
613,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
614,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
615,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
616,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
617,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Water
618,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
619,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
620,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
621,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Built-up,Grassland
622,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
623,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
624,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
625,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
626,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
627,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
628,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
629,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
630,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
631,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
632,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
633,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
634,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
635,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Cropland
636,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
637,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
638,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
639,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
640,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
641,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Built-up,Built-up
642,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
643,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
644,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
645,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
646,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
647,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
648,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
649,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
650,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
651,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
652,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
653,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
654,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
655,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
656,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
657,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
658,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
659,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
