Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LYQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LYQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LYQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LYQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LYQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LYQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LYQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LYQ_M_R
330,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
335,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
336,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
337,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
494,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
496,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
497,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
498,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
499,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
500,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
501,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
502,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
503,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
504,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
505,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
506,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
507,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
508,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
509,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
510,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
511,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
512,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
513,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Cropland
514,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
515,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
516,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
517,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
518,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,NULL
519,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
520,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
521,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
522,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
523,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
524,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
525,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
526,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
527,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
528,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
529,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
530,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
531,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
532,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
533,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
534,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Water
535,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
536,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
537,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
538,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
539,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
540,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
541,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
542,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
543,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
544,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
545,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
546,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
547,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
548,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
556,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Grassland
557,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
558,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
559,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
560,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
561,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
562,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
563,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
564,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
565,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
566,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
567,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
568,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
569,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Bareland
570,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
571,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Cropland
572,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
573,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
574,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Grassland
575,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Bareland
576,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Water
577,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Built-up,Built-up
578,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,NULL
579,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
580,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Cropland
581,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
582,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
583,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
584,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
585,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
586,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
587,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
588,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Water
589,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
590,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
591,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
592,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,Cropland
593,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
594,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
595,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Built-up,Grassland
596,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
597,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Built-up,Grassland
598,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
599,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
600,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
601,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
602,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
603,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
604,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
605,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
606,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
607,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
608,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
609,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
610,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
611,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
612,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Built-up
613,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
614,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
615,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
616,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
617,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
618,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
619,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
620,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Cropland
621,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,NULL
622,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
623,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Cropland
624,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
625,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
626,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Forest
627,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
628,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
629,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
630,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
631,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
632,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
633,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
634,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
635,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
636,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
637,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
638,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
639,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
640,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
641,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
642,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
643,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
644,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
645,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
646,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
647,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
648,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
649,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
650,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
651,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
652,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
653,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
654,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
