Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KDC_M_R
324,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
325,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
326,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
327,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
328,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
329,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
330,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
331,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
332,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
333,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
334,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
335,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Water
336,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
337,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
338,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
339,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
340,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
341,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,NULL
342,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
343,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
344,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
345,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
346,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Cropland
347,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
348,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
349,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
350,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Built-up
351,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Water
352,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
353,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
354,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
355,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
356,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
357,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
358,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
359,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,NULL
360,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
361,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
362,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
363,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
364,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
365,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
366,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
367,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
368,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
369,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
370,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
371,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
372,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
373,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
374,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
375,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
376,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
377,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
378,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
379,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
380,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
381,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
382,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
383,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
384,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
385,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
386,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
387,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
388,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
389,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
390,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
391,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
392,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
393,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
394,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
395,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
396,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
397,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
398,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
399,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
400,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
401,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
402,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
403,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
404,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Bareland
405,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
406,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
407,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
408,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
409,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
410,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
411,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
412,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
413,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
414,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
415,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
416,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Wetland
417,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
418,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
419,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
420,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
421,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
422,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
423,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
424,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
425,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
426,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
427,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
428,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
429,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
430,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
431,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
432,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
433,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
434,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
435,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
436,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
437,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
438,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
439,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
440,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
441,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
442,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
443,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
444,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
445,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
446,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
447,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
448,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
449,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
450,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
451,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
452,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
453,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
454,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
455,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
456,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
457,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
458,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
459,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
460,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
461,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
462,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
463,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
464,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
465,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
466,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
467,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
468,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
469,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
470,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
471,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
472,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
473,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
474,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
475,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
476,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
477,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
478,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
479,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
480,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
481,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
482,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
483,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
484,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
485,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
486,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
487,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
488,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
489,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
490,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
491,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
492,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
493,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
494,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
495,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
496,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
497,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
498,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
499,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
500,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
501,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
502,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
503,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
504,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
505,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
506,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
507,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
508,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
509,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
510,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
511,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
512,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
513,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
514,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
515,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
516,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
517,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
518,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
519,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
520,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
521,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
522,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
523,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
524,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
525,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
526,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
527,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
528,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
529,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
530,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
531,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
532,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
533,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
534,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
535,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
536,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
537,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
538,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
539,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
540,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
541,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Wetland
542,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Bareland
543,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Built-up
544,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Water
545,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
546,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
547,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
548,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
549,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
550,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Wetland
552,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
553,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
554,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
555,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
556,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
557,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
558,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
559,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
560,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
561,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
562,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
563,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
564,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
565,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
566,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
567,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
568,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
569,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
570,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
571,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
572,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
573,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
574,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
575,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
576,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
577,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
578,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
579,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
580,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
581,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
582,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
583,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
584,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
585,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
586,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
587,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
588,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
589,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
590,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
591,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
592,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
593,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
594,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
595,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
596,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
597,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
598,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
599,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
600,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
601,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
602,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
603,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
604,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
605,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Bareland
606,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
607,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
608,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
609,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
610,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
611,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
612,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
613,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
614,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
615,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
616,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Cropland
617,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
618,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
619,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
620,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
621,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
622,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
623,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
624,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
625,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
626,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
627,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
628,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
629,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
630,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
631,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
632,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
633,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
634,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
635,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
636,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
637,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
638,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
639,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
640,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Forest
641,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
642,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Bareland
643,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
644,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
645,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Built-up
646,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
647,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
648,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
649,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
650,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
651,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
652,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
653,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
654,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
