Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MPU_M_R
5666,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5667,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5668,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
5669,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
5670,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
5671,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
5672,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5673,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5674,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5675,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
5676,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
5677,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
5678,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
5679,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
5680,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
5681,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
5682,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5683,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
5684,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
5685,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
5686,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
5687,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
5688,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
5689,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
5690,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
5691,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
5692,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
5693,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5694,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5695,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5696,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
5697,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5698,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
5699,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
5700,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
5701,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
5702,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
5703,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
5704,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
5705,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
5706,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water,Forest
5707,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
5708,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
5709,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
5710,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
5711,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
5712,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
5713,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
5714,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
5715,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
5716,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
5717,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
5718,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
5719,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
5720,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
5721,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
5722,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
5723,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
5724,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
5725,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
5726,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
5727,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
5728,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Water
5729,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
5730,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5731,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5732,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
5733,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
5734,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
5735,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5736,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
5737,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5738,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5739,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
5740,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
5741,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
5742,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Water
5743,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
5744,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
5745,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
5746,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
5747,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
5748,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Water
5749,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
5750,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
5751,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
5752,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
5753,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
5754,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
5755,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
5756,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
5757,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
5758,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
5759,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
5760,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
5761,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
5762,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Water
5763,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
5764,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Wetland
5765,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
5766,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
5767,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Water
5768,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5769,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Water
5770,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
5771,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5772,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5773,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
5774,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5775,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
5776,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
5777,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
5778,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
5779,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
5780,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
5781,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
5782,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
5783,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
5784,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
5785,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
5786,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Water
5787,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
5788,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
5789,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Water
5790,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
5791,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water,Water
5792,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water,Forest
5793,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
5794,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Water,Water
5795,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Water,Forest
5796,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
5797,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
5798,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
5799,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
5800,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
5801,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
5802,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Bareland,Wetland
5803,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Bareland,Forest
5804,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
5805,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
5806,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
5807,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
5808,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Forest,Grassland
5809,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
5810,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
5811,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
5812,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
5813,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
5814,Forest,Water,Grassland,Water,Non_Wetland,Water,Bareland,Forest
5815,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
5816,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Wetland
5817,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
5818,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
5819,Forest,Water,Grassland,Water,Non_Wetland,Forest,Wetland,Forest
5820,Forest,Water,Grassland,Water,Non_Wetland,Forest,Water,Forest
5821,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
5822,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5823,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
5824,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
5825,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
5826,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
5827,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
5828,Forest,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
5829,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
5830,Forest,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
5831,Forest,Water,Cropland,Water,Non_Wetland,Grassland,Bareland,Forest
5832,Forest,Water,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
5833,Forest,Water,Cropland,Water,Non_Wetland,Water,Bareland,Forest
5834,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
5835,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
5836,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
5837,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
5838,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
5839,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
5840,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
5841,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
5842,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
5843,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
5844,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
5845,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
5846,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
5847,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5848,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
5849,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
5850,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
5851,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
5852,Forest,Water,Wetland,NULL,Wetland,Grassland,Bareland,Forest
5853,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
5854,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
5855,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
5856,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
5857,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
5858,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
5859,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
5860,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
5861,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5862,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5863,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
5864,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5865,Forest,Water,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
5866,Forest,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
5867,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
5868,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
5869,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
5870,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
5871,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
5872,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
5873,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
5874,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Water
5875,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
5876,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
5877,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
5878,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
5879,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
5880,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
5881,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
5882,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
5883,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
5884,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
5885,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
5886,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Water
5887,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
5888,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
5889,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
5890,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
5891,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
5892,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
5893,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
5894,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
5895,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
5896,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
5897,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
5898,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
5899,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
5900,Forest,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
5901,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
5902,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
5903,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
5904,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
5905,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
5906,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
5907,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
5908,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
5909,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
5910,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
5911,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
5912,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
5913,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
5914,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
5915,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
5916,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
5917,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
5918,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
5919,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
5920,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
5921,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
5922,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
5923,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
5924,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
5925,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
5926,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
5927,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
5928,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
5929,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
5930,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
5931,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
5932,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
5933,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
5934,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
5935,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
5936,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
5937,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
5938,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
5939,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
5940,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
5941,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
5942,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
5943,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Wetland
5944,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
5945,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
5946,Forest,Water,Wetland,Water,Wetland,NULL,Water,Grassland
5947,Forest,Water,Wetland,Water,Wetland,NULL,Water,Wetland
5948,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
5949,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
5950,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Water
5951,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
5952,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
5953,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Wetland
5954,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
5955,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
5956,Forest,Water,Wetland,Water,Wetland,Grassland,Bareland,Forest
5957,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
5958,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
5959,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
5960,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
5961,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
5962,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
5963,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
5964,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
5965,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
5966,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
5967,Forest,Water,Wetland,Water,Wetland,Wetland,Bareland,Grassland
5968,Forest,Water,Wetland,Water,Wetland,Wetland,Bareland,Water
5969,Forest,Water,Wetland,Water,Wetland,Wetland,Bareland,Forest
5970,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
5971,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
5972,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
5973,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
5974,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Grassland
5975,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Wetland
5976,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
5977,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
5978,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
5979,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Water
5980,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Forest
5981,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
5982,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
5983,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
5984,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
5985,Forest,Water,Wetland,Water,Wetland,Water,Built-up,Forest
5986,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
5987,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
5988,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
5989,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
5990,Forest,Water,Wetland,Water,Wetland,Water,Forest,Grassland
5991,Forest,Water,Wetland,Water,Wetland,Water,Forest,Wetland
5992,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
5993,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
5994,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
5995,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
5996,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
5997,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
5998,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
5999,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
6000,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Forest,Forest
6001,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Forest
6002,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Wetland,Forest
6003,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
6004,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
6005,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Wetland
6006,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
6007,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
6008,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
6009,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
6010,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6011,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
6012,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
6013,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
6014,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
6015,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6016,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
6017,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6018,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
6019,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
6020,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
