Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LUR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LUR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LUR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LUR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LUR_M_R
329,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
330,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,NULL
331,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
332,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Cropland
333,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Wetland
334,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Bareland
335,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Water
336,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Forest
337,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,NULL
338,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
339,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Cropland
340,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
341,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Bareland
342,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
343,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Forest
344,NULL,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Grassland
345,NULL,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Bareland
346,NULL,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Water
347,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,NULL
348,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
349,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Cropland
350,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Wetland
351,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Bareland
352,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
353,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,NULL
354,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
355,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Cropland
356,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
357,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Bareland
358,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Water
359,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Forest
360,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
361,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
362,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Cropland
363,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
364,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Bareland
365,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
366,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
367,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,NULL
368,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
369,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Cropland
370,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Wetland
371,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Water
372,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Forest
373,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
374,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,NULL
375,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
376,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Cropland
377,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Wetland
378,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Bareland
379,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Water
380,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Forest
381,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,NULL
382,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
383,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Cropland
384,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Wetland
385,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Forest
386,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,NULL
387,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
388,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
389,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
390,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Bareland
391,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
392,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
393,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Built-up,Grassland
394,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,NULL
395,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
396,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Wetland
397,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Water
398,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,NULL
399,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
400,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Bareland
401,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Water
402,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Bareland
403,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,NULL
404,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
405,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
406,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
407,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
408,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
409,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
410,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,NULL
411,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
412,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Wetland
413,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Bareland
414,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
415,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Forest
416,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,NULL
417,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
418,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Water
419,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
420,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Wetland
421,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Bareland
422,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
423,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
424,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
425,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
426,NULL,NULL,NULL,Water,Non_Wetland,Forest,NULL,Grassland
427,NULL,NULL,NULL,Water,Non_Wetland,Forest,NULL,Wetland
428,NULL,NULL,NULL,Water,Non_Wetland,Forest,NULL,Water
429,NULL,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,NULL
430,NULL,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Water
431,NULL,NULL,NULL,Water,Non_Wetland,Forest,Grassland,Wetland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
433,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
438,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
439,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
440,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
441,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
446,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
447,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
448,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
449,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
454,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
455,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
456,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
457,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
461,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
462,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
466,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Water
467,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
468,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
469,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
473,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
474,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
475,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
476,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
618,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
619,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
620,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
621,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
622,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
623,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
624,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
625,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
626,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
627,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
628,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
629,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
630,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
631,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
632,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
633,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
634,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
635,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
636,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
637,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
638,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
639,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
640,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Built-up
641,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
642,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
643,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
644,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
645,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
646,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
647,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
648,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
649,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
650,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
651,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
652,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
653,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
654,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
655,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
656,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
657,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
658,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
659,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
660,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
661,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
662,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
