Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MEA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MEA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MEA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MEA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MEA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MEA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MEA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MEA_M_R
3567,Forest,Water,Wetland,NULL,Wetland,Water,Water,Bareland
3568,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
3569,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
3570,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
3571,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
3572,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
3573,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Water
3574,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
3575,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
3576,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
3577,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
3578,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Wetland
3579,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
3580,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
3581,Forest,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
3582,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
3583,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3584,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
3585,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
3586,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3587,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
3588,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3589,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3590,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3591,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
3592,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3593,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
3594,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
3595,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
3596,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
3597,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
3598,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
3599,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3600,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
3601,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
3602,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
3603,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
3604,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
3605,Forest,Water,Wetland,Water,Wetland,NULL,Grassland,Forest
3606,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
3607,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
3608,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
3609,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
3610,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
3611,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
3612,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
3613,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3614,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
3615,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
3616,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
3617,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
3618,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
3619,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Grassland
3620,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Water
3621,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
3622,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
3623,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Forest
3624,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
3625,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
3626,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
3627,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
3628,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
3629,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
3630,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
3631,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
3632,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
3633,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
3634,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Forest
3635,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
3636,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3637,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
3638,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
3639,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
3640,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
3641,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3642,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
3643,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
3644,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3645,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
3646,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
3647,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
3648,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
3649,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
3650,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
3651,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
3652,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
3653,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
3654,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3655,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
3656,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
3657,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
3658,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
3659,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
3660,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
3661,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
3662,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
3663,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
3664,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3665,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
3666,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Water
3667,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
3668,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
3669,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3670,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Water
3671,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
3672,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
3673,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
3674,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
3675,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
3676,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
3677,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
3678,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
3679,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
3680,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
3681,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
3682,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Water
3683,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
3684,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3685,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
3686,Forest,Water,Water,NULL,Water,NULL,Grassland,Forest
3687,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
3688,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
3689,Forest,Water,Water,NULL,Water,NULL,Water,Water
3690,Forest,Water,Water,NULL,Water,NULL,Water,Forest
3691,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
3692,Forest,Water,Water,NULL,Water,Grassland,Grassland,Forest
3693,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
3694,Forest,Water,Water,NULL,Water,Wetland,Grassland,Grassland
3695,Forest,Water,Water,NULL,Water,Wetland,Grassland,Forest
3696,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
3697,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
3698,Forest,Water,Water,NULL,Water,Wetland,Water,Bareland
3699,Forest,Water,Water,NULL,Water,Wetland,Water,Water
3700,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
3701,Forest,Water,Water,NULL,Water,Wetland,Forest,Grassland
3702,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
3703,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
3704,Forest,Water,Water,NULL,Water,Water,Grassland,Grassland
3705,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
3706,Forest,Water,Water,NULL,Water,Water,Wetland,Water
3707,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
3708,Forest,Water,Water,NULL,Water,Water,Water,Water
3709,Forest,Water,Water,NULL,Water,Water,Water,Forest
3710,Forest,Water,Water,NULL,Water,Water,Forest,Water
3711,Forest,Water,Water,NULL,Water,Water,Forest,Forest
3712,Forest,Water,Water,NULL,Water,Forest,Grassland,Forest
3713,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
3714,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
3715,Forest,Water,Water,NULL,Water,Forest,Water,Water
3716,Forest,Water,Water,NULL,Water,Forest,Water,Forest
3717,Forest,Water,Water,NULL,Water,Forest,Forest,Water
3718,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
3719,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
3720,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
3721,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
3722,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
3723,Forest,Water,Water,Non_Water,Water,Wetland,Grassland,Forest
3724,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
3725,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
3726,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
3727,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
3728,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
3729,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
3730,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
3731,Forest,Water,Water,Water,Water,NULL,Grassland,Forest
3732,Forest,Water,Water,Water,Water,NULL,Wetland,Water
3733,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
3734,Forest,Water,Water,Water,Water,NULL,Water,Water
3735,Forest,Water,Water,Water,Water,NULL,Water,Forest
3736,Forest,Water,Water,Water,Water,NULL,Forest,Forest
3737,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
3738,Forest,Water,Water,Water,Water,Wetland,Grassland,Water
3739,Forest,Water,Water,Water,Water,Wetland,Grassland,Forest
3740,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
3741,Forest,Water,Water,Water,Water,Wetland,Wetland,Bareland
3742,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
3743,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
3744,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
3745,Forest,Water,Water,Water,Water,Wetland,Water,Water
3746,Forest,Water,Water,Water,Water,Wetland,Water,Forest
3747,Forest,Water,Water,Water,Water,Wetland,Forest,Water
3748,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
3749,Forest,Water,Water,Water,Water,Water,Grassland,Forest
3750,Forest,Water,Water,Water,Water,Water,Wetland,Water
3751,Forest,Water,Water,Water,Water,Water,Wetland,Forest
3752,Forest,Water,Water,Water,Water,Water,Water,Grassland
3753,Forest,Water,Water,Water,Water,Water,Water,Wetland
3754,Forest,Water,Water,Water,Water,Water,Water,Bareland
3755,Forest,Water,Water,Water,Water,Water,Water,Water
3756,Forest,Water,Water,Water,Water,Water,Water,Forest
3757,Forest,Water,Water,Water,Water,Water,Forest,Water
3758,Forest,Water,Water,Water,Water,Water,Forest,Forest
3759,Forest,Water,Water,Water,Water,Forest,Grassland,Forest
3760,Forest,Water,Water,Water,Water,Forest,Wetland,Water
3761,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
3762,Forest,Water,Water,Water,Water,Forest,Water,Water
3763,Forest,Water,Water,Water,Water,Forest,Water,Forest
3764,Forest,Water,Water,Water,Water,Forest,Forest,Forest
3765,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
3766,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3767,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3768,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3769,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
3770,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
3771,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
3772,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3773,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3774,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3775,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3776,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3777,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3778,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3779,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
3780,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3781,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3782,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
3783,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3784,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3785,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
3786,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
3787,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3788,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Bareland
3789,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
3790,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3791,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3792,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3793,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
3794,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3795,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3796,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
3797,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3798,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3799,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
3800,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3801,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
3802,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3803,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3804,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
3805,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
3806,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Water
3807,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3808,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
3809,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3810,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
3811,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
3812,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
3813,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3814,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
3815,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3816,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3817,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
3818,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3819,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
3820,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
3821,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
3822,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
3823,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
3824,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3825,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3826,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
3827,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
3828,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
3829,Forest,Water,Forest,Water,Non_Wetland,NULL,Grassland,Forest
3830,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
3831,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
3832,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
3833,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
3834,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
3835,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
3836,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
3837,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3838,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
3839,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3840,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
3841,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
3842,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
3843,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
3844,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Grassland
3845,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
3846,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
3847,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
3848,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
3849,Forest,Water,Forest,Water,Non_Wetland,Forest,Grassland,Forest
3850,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
3851,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
3852,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
3853,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3854,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3855,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3856,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
3857,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3858,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
3859,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3860,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3861,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3862,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3863,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3864,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
3865,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3866,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3867,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3868,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3869,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3870,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
3871,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3872,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3873,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3874,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Built-up
3875,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3876,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3877,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3878,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3879,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3880,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Water
3881,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3882,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3883,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
3884,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3885,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3886,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3887,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3888,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3889,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Bareland
3890,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
3891,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
3892,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3893,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3894,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Built-up
3895,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3896,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3897,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
3898,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
3899,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3900,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3901,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3902,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
3903,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
3904,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3905,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3906,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
3907,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3908,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
3909,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
3910,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
3911,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
3912,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
3913,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
3914,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
3915,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
3916,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
3917,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
3918,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
3919,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
3920,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3921,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3922,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3923,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3924,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
3925,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3926,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3927,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
3928,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3929,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3930,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3931,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3932,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
