Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NCG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NCG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NCG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NCG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NCG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NCG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NCG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NCG_M_R
2810,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
2811,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
2812,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
2813,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
2814,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
2815,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
2816,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Grassland
2817,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
2818,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
2819,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2820,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2821,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
2822,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
2823,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2824,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2825,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2826,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2827,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
2828,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
2829,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2830,Forest,Water,Wetland,NULL,Wetland,Wetland,Bareland,Water
2831,Forest,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
2832,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
2833,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
2834,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
2835,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
2836,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2837,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
2838,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
2839,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Water
2840,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2841,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
2842,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
2843,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2844,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
2845,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
2846,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2847,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
2848,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
2849,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
2850,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
2851,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
2852,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
2853,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
2854,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
2855,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
2856,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
2857,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Water
2858,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
2859,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
2860,Forest,Water,Wetland,NULL,Wetland,Water,Water,Bareland
2861,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
2862,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
2863,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
2864,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
2865,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
2866,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
2867,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
2868,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
2869,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
2870,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
2871,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
2872,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
2873,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2874,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2875,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Bareland
2876,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2877,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2878,Forest,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
2879,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
2880,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
2881,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
2882,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
2883,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
2884,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
2885,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2886,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2887,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2888,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
2889,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2890,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2891,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
2892,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2893,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2894,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
2895,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
2896,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
2897,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
2898,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
2899,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
2900,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Water
2901,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
2902,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2903,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2904,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
2905,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
2906,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2907,Forest,Water,Wetland,Non_Water,Wetland,Water,Bareland,Bareland
2908,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
2909,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
2910,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2911,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
2912,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
2913,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
2914,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
2915,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2916,Forest,Water,Wetland,Non_Water,Wetland,Forest,Bareland,Water
2917,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
2918,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
2919,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
2920,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
2921,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
2922,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
2923,Forest,Water,Wetland,Water,Wetland,NULL,Water,Bareland
2924,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
2925,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
2926,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Water
2927,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
2928,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
2929,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
2930,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
2931,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
2932,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
2933,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
2934,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
2935,Forest,Water,Wetland,Water,Wetland,Bareland,Forest,Forest
2936,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
2937,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
2938,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
2939,Forest,Water,Wetland,Water,Wetland,Water,Water,Bareland
2940,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
2941,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
2942,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
2943,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
2944,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
2945,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
2946,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
2947,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2948,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
2949,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
2950,Forest,Water,Water,NULL,Water,NULL,Water,Water
2951,Forest,Water,Water,NULL,Water,NULL,Water,Forest
2952,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
2953,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
2954,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
2955,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
2956,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
2957,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
2958,Forest,Water,Water,NULL,Water,Bareland,Grassland,Forest
2959,Forest,Water,Water,NULL,Water,Bareland,Wetland,Water
2960,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
2961,Forest,Water,Water,NULL,Water,Bareland,Bareland,Forest
2962,Forest,Water,Water,NULL,Water,Bareland,Water,Water
2963,Forest,Water,Water,NULL,Water,Bareland,Forest,Forest
2964,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
2965,Forest,Water,Water,NULL,Water,Water,Wetland,Bareland
2966,Forest,Water,Water,NULL,Water,Water,Wetland,Water
2967,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
2968,Forest,Water,Water,NULL,Water,Water,Bareland,Water
2969,Forest,Water,Water,NULL,Water,Water,Water,Bareland
2970,Forest,Water,Water,NULL,Water,Water,Water,Water
2971,Forest,Water,Water,NULL,Water,Water,Water,Forest
2972,Forest,Water,Water,NULL,Water,Water,Forest,Water
2973,Forest,Water,Water,NULL,Water,Water,Forest,Forest
2974,Forest,Water,Water,NULL,Water,Forest,Water,Forest
2975,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
2976,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
2977,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
2978,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
2979,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
2980,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
2981,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
2982,Forest,Water,Water,Non_Water,Water,Wetland,Bareland,Grassland
2983,Forest,Water,Water,Non_Water,Water,Wetland,Bareland,Forest
2984,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
2985,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
2986,Forest,Water,Water,Non_Water,Water,Bareland,Water,Water
2987,Forest,Water,Water,Non_Water,Water,Bareland,Forest,Water
2988,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
2989,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
2990,Forest,Water,Water,Non_Water,Water,Water,Bareland,Water
2991,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
2992,Forest,Water,Water,Non_Water,Water,Water,Water,Bareland
2993,Forest,Water,Water,Non_Water,Water,Water,Water,Water
2994,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
2995,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
2996,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
2997,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
2998,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
2999,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
3000,Forest,Water,Water,Water,Water,NULL,Wetland,Water
3001,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
3002,Forest,Water,Water,Water,Water,NULL,Bareland,Forest
3003,Forest,Water,Water,Water,Water,NULL,Water,Water
3004,Forest,Water,Water,Water,Water,NULL,Water,Forest
3005,Forest,Water,Water,Water,Water,NULL,Forest,Water
3006,Forest,Water,Water,Water,Water,NULL,Forest,Forest
3007,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
3008,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
3009,Forest,Water,Water,Water,Water,Wetland,Water,Water
3010,Forest,Water,Water,Water,Water,Wetland,Water,Forest
3011,Forest,Water,Water,Water,Water,Bareland,Water,Water
3012,Forest,Water,Water,Water,Water,Bareland,Water,Forest
3013,Forest,Water,Water,Water,Water,Bareland,Forest,Forest
3014,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
3015,Forest,Water,Water,Water,Water,Water,Wetland,Water
3016,Forest,Water,Water,Water,Water,Water,Wetland,Forest
3017,Forest,Water,Water,Water,Water,Water,Water,Grassland
3018,Forest,Water,Water,Water,Water,Water,Water,Wetland
3019,Forest,Water,Water,Water,Water,Water,Water,Bareland
3020,Forest,Water,Water,Water,Water,Water,Water,Water
3021,Forest,Water,Water,Water,Water,Water,Water,Forest
3022,Forest,Water,Water,Water,Water,Water,Forest,Water
3023,Forest,Water,Water,Water,Water,Water,Forest,Forest
3024,Forest,Water,Water,Water,Water,Forest,Wetland,Water
3025,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
3026,Forest,Water,Water,Water,Water,Forest,Bareland,Water
3027,Forest,Water,Water,Water,Water,Forest,Water,Bareland
3028,Forest,Water,Water,Water,Water,Forest,Water,Water
3029,Forest,Water,Water,Water,Water,Forest,Water,Forest
3030,Forest,Water,Water,Water,Water,Forest,Forest,Water
3031,Forest,Water,Water,Water,Water,Forest,Forest,Forest
3032,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3033,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3034,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Bareland
3035,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3036,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3037,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3038,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
3039,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
3040,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
3041,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
3042,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3043,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3044,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3045,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
3046,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3047,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3048,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3049,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3050,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3051,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
3052,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3053,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3054,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
3055,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Water
3056,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
3057,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
3058,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Bareland
3059,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
3060,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3061,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
3062,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3063,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3064,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
3065,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3066,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3067,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
3068,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
3069,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
3070,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3071,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3072,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3073,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
3074,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
3075,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
3076,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3077,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
3078,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
3079,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
3080,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
3081,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
3082,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
3083,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3084,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3085,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
3086,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
3087,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
3088,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
3089,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3090,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
3091,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
3092,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3093,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3094,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
3095,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
3096,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
3097,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3098,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3099,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
3100,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3101,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
3102,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3103,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
3104,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
3105,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3106,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Water
3107,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
3108,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
3109,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3110,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Forest
3111,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
3112,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
3113,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
3114,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
3115,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3116,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
3117,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
3118,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Water
3119,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
3120,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
3121,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
3122,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Bareland
3123,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
3124,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3125,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
3126,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
3127,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
3128,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
3129,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3130,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Bareland
3131,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
3132,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
3133,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
3134,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
3135,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
3136,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
3137,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
3138,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
3139,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
3140,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
3141,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
3142,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
3143,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
3144,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
3145,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
3146,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3147,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
3148,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
3149,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
3150,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
3151,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Bareland
3152,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
3153,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
3154,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
3155,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
3156,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
3157,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Bareland
3158,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
3159,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
3160,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
3161,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
3162,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
3163,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
3164,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
3165,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
3166,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
3167,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
3168,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
3169,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
3170,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3171,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3172,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3173,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
3174,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3175,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
3176,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
3177,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3178,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3179,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3180,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3181,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3182,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3183,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
