Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KCE_M_R
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Built-up
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
429,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
430,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
431,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
432,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
433,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
434,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
435,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
436,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
437,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
438,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
439,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
440,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
441,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
442,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
443,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
444,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
445,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
446,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
447,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
448,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
449,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
450,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
451,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
452,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
453,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
454,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
455,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
456,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
457,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
458,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
459,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
460,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
461,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
462,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
463,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
464,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
465,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
466,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
467,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
468,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
469,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
470,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
471,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
472,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
473,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
474,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
475,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
476,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,NULL
477,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
478,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Built-up
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
489,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
490,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
491,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
492,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
493,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
494,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
496,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
497,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
498,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
499,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
500,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
501,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,NULL
502,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
503,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
504,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,NULL
505,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
506,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,NULL
507,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
508,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
509,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
510,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
511,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,NULL
512,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
513,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
514,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
515,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
516,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
517,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
518,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
519,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
520,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
521,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
522,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,NULL
523,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
524,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
525,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
526,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
527,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,NULL
528,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Wetland
529,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,NULL
530,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
531,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
532,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
533,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
534,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
535,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
536,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
537,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
538,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
539,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
540,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
541,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
542,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
543,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
544,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
545,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
546,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
547,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
548,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
549,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
550,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
551,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
552,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
553,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
554,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
555,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
556,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
557,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
558,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
559,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
560,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
561,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
562,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
563,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
564,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
565,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
566,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
567,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
568,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
569,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
570,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
571,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
572,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
573,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
574,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
575,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
576,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
577,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
578,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
579,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
580,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
581,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
582,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
583,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
584,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
585,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
586,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
587,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
588,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
589,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
590,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
591,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
592,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
593,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
594,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
595,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
596,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
597,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
598,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
599,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
600,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
601,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
602,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
603,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
604,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
605,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
606,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
607,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
608,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
609,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
610,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
611,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
612,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
613,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
614,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
615,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
616,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
617,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Built-up
618,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
619,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
620,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
621,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
622,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
623,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
624,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
625,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
626,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
627,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
628,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
629,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
630,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
631,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
632,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
633,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
634,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
635,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Water
636,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
637,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
638,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
639,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
640,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
641,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
642,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
643,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
644,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
645,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
646,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
647,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
648,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
649,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
650,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
651,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
652,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
653,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
