Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LEM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LEM_M_R
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
459,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
460,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
461,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
462,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
463,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
464,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
465,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Water
466,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
467,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
468,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
469,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
470,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
471,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
472,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
473,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
474,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
475,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
476,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
477,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
478,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
489,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
490,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
491,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
492,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
493,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
494,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Water
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
496,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
497,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
498,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
499,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
500,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
501,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
502,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
503,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
504,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
505,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
506,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
507,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
508,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
509,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
510,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
511,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
512,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
513,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
514,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
515,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
516,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
517,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
518,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
519,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
520,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
521,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
522,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
523,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
524,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
525,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
526,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
527,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
528,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
529,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
530,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
531,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
532,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
533,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
534,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
535,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
536,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
537,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
538,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
539,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
540,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
541,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
542,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
543,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
544,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
545,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
546,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
547,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
548,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,NULL
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
556,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
557,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Water
558,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
559,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
560,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
561,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
562,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
563,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
564,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
565,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
566,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
567,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
568,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
569,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
570,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
571,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
572,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
573,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
574,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Cropland
575,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
576,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
577,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
578,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
579,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Bareland
580,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
581,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
582,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
583,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Bareland
584,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
585,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
586,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
587,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,NULL
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
591,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
592,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
593,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
594,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
595,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
596,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
597,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
598,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
599,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
600,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
601,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
602,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
603,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
604,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
605,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Bareland
606,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
607,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Wetland
608,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
609,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
610,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Forest,Grassland
611,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
612,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
613,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
614,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Forest
615,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
616,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
617,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
618,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
619,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
620,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
621,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
622,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
623,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
624,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
625,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
626,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Forest
627,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
628,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
629,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
630,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
631,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
632,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
633,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
634,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
635,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
636,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
637,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
638,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
639,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Wetland
640,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
641,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
642,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
643,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Water
644,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
645,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Cropland
