Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LXE_M_R
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
395,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
396,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
397,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
398,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
399,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
400,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
401,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
402,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
403,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
404,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
405,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
406,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
407,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
408,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
409,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
410,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
411,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
412,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
413,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
414,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
415,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
416,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
417,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
418,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
419,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
420,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
421,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
422,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
423,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
424,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
425,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
426,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
427,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
428,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
429,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
430,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Water
431,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
432,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
433,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
434,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
435,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
436,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
437,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
438,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
439,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
440,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
441,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
442,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
443,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
444,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
445,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
446,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
447,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
448,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
449,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Water
450,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
451,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
452,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
453,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
454,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
455,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
456,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
457,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
458,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Water
459,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
460,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
461,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
462,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Bareland
463,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
464,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
465,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
466,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
467,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
468,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
469,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
470,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
471,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
472,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
473,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
474,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
475,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
476,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
477,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
478,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
479,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
480,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
481,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
482,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
483,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
484,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
485,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
486,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
487,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
488,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
489,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
490,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
491,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
492,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
493,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
494,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
495,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
496,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
497,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
498,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
499,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
500,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
501,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
502,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
503,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
504,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
505,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
506,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
507,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
508,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
509,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
510,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
511,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
512,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
513,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
514,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
515,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
516,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
517,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
518,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
519,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
520,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
521,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
522,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
523,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
524,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
525,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
526,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
527,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
528,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
529,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
530,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
531,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
532,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
533,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
534,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
535,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
536,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
537,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
538,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
539,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
540,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
541,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
542,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
543,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
544,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
545,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
546,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
547,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
548,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
549,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
550,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
552,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Water
553,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
554,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
555,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
556,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
557,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
558,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
559,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
560,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
561,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
562,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
563,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
564,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
565,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
566,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
567,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
568,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
569,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
570,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
571,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
572,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
573,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
574,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
575,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
576,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
577,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
578,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
579,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
580,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
581,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
582,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
583,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
584,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
585,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
586,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
587,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
588,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
589,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
590,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
591,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
592,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
593,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
594,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
595,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
596,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
597,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
598,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
599,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
600,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
601,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
602,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
603,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
604,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
605,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
606,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
607,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
608,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
609,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
610,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
611,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
612,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
613,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
614,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
615,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
616,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
617,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
618,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
619,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
620,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
621,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
622,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
623,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
624,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
625,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
626,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
627,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
628,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
629,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
630,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
631,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
632,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
633,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
634,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
635,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
636,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
637,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
638,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
639,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
640,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
641,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
642,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
643,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
644,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
645,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
646,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
647,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
648,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
649,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
