Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NYJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NYJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NYJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NYJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NYJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NYJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NYJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NYJ_M_R
1046,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1047,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1048,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1049,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1050,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1051,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1052,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1053,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1054,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1055,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1056,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1057,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1058,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1059,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1060,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1061,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
1062,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
1063,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1064,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1065,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1066,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1067,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
1068,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
1069,Water,Wetland,Water,Water,Water,NULL,NULL,Water
1070,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
1071,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1072,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1073,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1074,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1075,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1076,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1077,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1078,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1079,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1080,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1081,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1082,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1083,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1084,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1085,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1086,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1087,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1088,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1089,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1090,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1091,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1092,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1093,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1094,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1095,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1096,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1097,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1098,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1099,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1100,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
1101,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1102,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
1103,Water,Bareland,Water,Water,Water,NULL,NULL,Wetland
1104,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
1105,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1106,Water,Bareland,Water,Water,Water,NULL,NULL,Forest
1107,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1108,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1109,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1110,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1111,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1112,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1113,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1114,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1115,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1116,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1117,Water,Built-up,Water,NULL,Water,NULL,NULL,Forest
1118,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1119,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1120,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1121,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1122,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1123,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1124,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1125,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1126,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1127,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1128,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1129,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1130,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1131,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1132,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1133,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1134,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1135,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1136,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1137,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1138,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1139,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1140,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1141,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1142,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1143,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1144,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1145,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1146,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1147,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1148,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1149,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1150,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1151,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1152,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1153,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1154,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1155,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1156,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1157,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1158,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1159,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1160,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1161,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1162,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1163,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1164,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1165,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1166,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1167,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1168,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1169,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1170,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1171,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1172,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1173,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1174,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1175,Water,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1176,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1177,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1178,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1179,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1180,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1181,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1182,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1183,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1184,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1185,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1186,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1187,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1188,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1189,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1190,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1191,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1192,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1193,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1194,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1195,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1196,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1197,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1198,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1199,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1200,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1201,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1202,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1203,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1204,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1205,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1206,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
1207,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1208,Water,Water,Water,NULL,Water,NULL,NULL,Water
1209,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1210,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1211,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1212,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1213,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1214,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1215,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1216,Water,Water,Water,Water,Water,NULL,NULL,Wetland
1217,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1218,Water,Water,Water,Water,Water,NULL,NULL,Water
1219,Water,Water,Water,Water,Water,NULL,NULL,Forest
1220,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1221,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1222,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1223,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1224,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1225,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1226,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1227,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1228,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1229,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1230,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1231,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1232,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1233,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1234,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1235,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1236,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1237,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1238,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1239,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1240,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1241,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1242,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1243,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1244,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1245,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1246,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1247,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1248,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1249,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1250,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1251,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1252,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1253,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1254,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1255,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1256,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1257,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1258,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1259,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1260,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1261,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1262,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1263,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1264,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1265,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1266,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1267,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
1268,Water,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1269,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1270,Water,Forest,Water,Water,Water,NULL,NULL,Wetland
1271,Water,Forest,Water,Water,Water,NULL,NULL,Water
1272,Water,Forest,Water,Water,Water,NULL,NULL,Forest
1273,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1274,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1275,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1276,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1277,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1278,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1279,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1280,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1281,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1282,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1283,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1284,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1285,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1286,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1287,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1288,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1289,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1290,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1291,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1292,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1293,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1294,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1295,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1296,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1297,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1298,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1299,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1300,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1301,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1302,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1303,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1304,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1305,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1306,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1307,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1308,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1309,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1310,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1311,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1312,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1313,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1314,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1315,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1316,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1317,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1318,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1319,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1320,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1321,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1322,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1323,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1324,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1325,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1326,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1327,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1328,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1329,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1330,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1331,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1332,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1333,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1334,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1335,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1336,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1337,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1338,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1339,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1340,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1341,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1342,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1343,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1344,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1345,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1346,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1347,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1348,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1349,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1350,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1351,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1352,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1353,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
1354,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1355,Forest,NULL,Water,Non_Water,Water,NULL,NULL,NULL
1356,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1357,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1358,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1359,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
1360,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1361,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1362,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
1363,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
1364,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1365,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
1366,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1367,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1368,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1369,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1370,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1371,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1372,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1373,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1374,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1375,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1376,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1377,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1378,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1379,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1380,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1381,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1382,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1383,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1384,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1385,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1386,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1387,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1388,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1389,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1390,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1391,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1392,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1393,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1394,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1395,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1396,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1397,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1398,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1399,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1400,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1401,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1402,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
