Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MBE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MBE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MBE_M_R
1048,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1049,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1050,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1051,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
1052,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
1053,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,NULL
1054,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
1055,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1056,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
1057,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Water,NULL
1058,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
1059,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1060,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
1061,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
1062,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Forest,NULL
1063,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,NULL
1064,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
1065,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,NULL
1066,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,NULL
1067,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1068,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,NULL
1069,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,NULL
1070,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,NULL
1071,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1072,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1073,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
1074,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,NULL
1075,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1076,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,NULL
1077,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,NULL
1078,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,NULL
1079,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
1080,Forest,Wetland,Wetland,NULL,Wetland,Water,Bareland,NULL
1081,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
1082,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,NULL
1083,Forest,Wetland,Wetland,NULL,Wetland,Forest,Grassland,NULL
1084,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,NULL
1085,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,NULL
1086,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,NULL
1087,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,NULL
1088,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Water,NULL
1089,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
1090,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Water,NULL
1091,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
1092,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Water,NULL
1093,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
1094,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1095,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
1096,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
1097,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
1098,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Grassland,NULL
1099,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
1100,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,NULL
1101,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Forest,NULL
1102,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
1103,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Water,NULL
1104,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
1105,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
1106,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
1107,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
1108,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Grassland,NULL
1109,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
1110,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Water,NULL
1111,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Forest,NULL
1112,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest,Wetland,NULL
1113,Forest,Wetland,Water,NULL,Water,NULL,Wetland,NULL
1114,Forest,Wetland,Water,NULL,Water,NULL,Water,NULL
1115,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,NULL
1116,Forest,Wetland,Water,NULL,Water,Wetland,Grassland,NULL
1117,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,NULL
1118,Forest,Wetland,Water,NULL,Water,Wetland,Water,NULL
1119,Forest,Wetland,Water,NULL,Water,Wetland,Forest,NULL
1120,Forest,Wetland,Water,NULL,Water,Bareland,Bareland,NULL
1121,Forest,Wetland,Water,NULL,Water,Bareland,Water,NULL
1122,Forest,Wetland,Water,NULL,Water,Water,Wetland,NULL
1123,Forest,Wetland,Water,NULL,Water,Water,Water,NULL
1124,Forest,Wetland,Water,NULL,Water,Water,Forest,NULL
1125,Forest,Wetland,Water,NULL,Water,Forest,Wetland,NULL
1126,Forest,Wetland,Water,NULL,Water,Forest,Water,NULL
1127,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1128,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1129,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,NULL
1130,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1131,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1132,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,NULL
1133,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1134,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1135,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1136,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1137,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1138,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1139,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1140,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
1141,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,NULL
1142,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,NULL
1143,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1144,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,NULL
1145,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1146,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,NULL
1147,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
1148,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1149,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
1150,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
1151,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1152,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
1153,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
1154,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
1155,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
1156,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,NULL
1157,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
1158,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,NULL
1159,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,NULL
1160,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
1161,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
1162,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1163,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1164,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1165,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
1166,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,NULL
1167,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1168,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,NULL
1169,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,NULL
1170,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1171,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,NULL
1172,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1173,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1174,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
1175,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
1176,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1177,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
1178,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
1179,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,NULL
1180,Forest,Water,NULL,NULL,Non_Wetland,Water,Bareland,NULL
1181,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
1182,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,NULL
1183,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
1184,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,NULL
1185,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1186,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1187,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
1188,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
1189,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1190,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1191,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
1192,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
1193,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1194,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1195,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
1196,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1197,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1198,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
1199,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
1200,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
1201,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
1202,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
1203,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1204,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
1205,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,NULL
1206,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
1207,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1208,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
1209,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1210,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
1211,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1212,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
1213,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
1214,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
1215,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,NULL
1216,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,NULL
1217,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
1218,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,NULL
1219,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
1220,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,NULL
1221,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,NULL
1222,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,NULL
1223,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,NULL
1224,Forest,Water,Wetland,NULL,Wetland,NULL,Water,NULL
1225,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,NULL
1226,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1227,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1228,Forest,Water,Wetland,NULL,Wetland,Grassland,Bareland,NULL
1229,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,NULL
1230,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,NULL
1231,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1232,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1233,Forest,Water,Wetland,NULL,Wetland,Wetland,Bareland,NULL
1234,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
1235,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,NULL
1236,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1237,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,NULL
1238,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,NULL
1239,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,NULL
1240,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,NULL
1241,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
1242,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,NULL
1243,Forest,Water,Wetland,NULL,Wetland,Water,Water,NULL
1244,Forest,Water,Wetland,NULL,Wetland,Water,Forest,NULL
1245,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,NULL
1246,Forest,Water,Wetland,NULL,Wetland,Forest,Bareland,NULL
1247,Forest,Water,Wetland,NULL,Wetland,Forest,Water,NULL
1248,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,NULL
1249,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,NULL
1250,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
1251,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,NULL
1252,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
1253,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
1254,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,NULL
1255,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1256,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,NULL
1257,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
1258,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
1259,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
1260,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
1261,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
1262,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,NULL
1263,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
1264,Forest,Water,Bareland,NULL,Non_Wetland,Water,Bareland,NULL
1265,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
1266,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,NULL
1267,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
1268,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,NULL
1269,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
1270,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
1271,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,NULL
1272,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Forest,NULL
1273,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
1274,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
1275,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Forest,NULL
1276,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
1277,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
1278,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,NULL
1279,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,NULL
1280,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Wetland,NULL
1281,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Water,NULL
1282,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
1283,Forest,Water,Water,NULL,Water,NULL,Grassland,NULL
1284,Forest,Water,Water,NULL,Water,NULL,Wetland,NULL
1285,Forest,Water,Water,NULL,Water,NULL,Water,NULL
1286,Forest,Water,Water,NULL,Water,NULL,Forest,NULL
1287,Forest,Water,Water,NULL,Water,Grassland,Water,NULL
1288,Forest,Water,Water,NULL,Water,Grassland,Forest,NULL
1289,Forest,Water,Water,NULL,Water,Wetland,Grassland,NULL
1290,Forest,Water,Water,NULL,Water,Wetland,Wetland,NULL
1291,Forest,Water,Water,NULL,Water,Wetland,Water,NULL
1292,Forest,Water,Water,NULL,Water,Wetland,Forest,NULL
1293,Forest,Water,Water,NULL,Water,Bareland,Grassland,NULL
1294,Forest,Water,Water,NULL,Water,Bareland,Bareland,NULL
1295,Forest,Water,Water,NULL,Water,Bareland,Water,NULL
1296,Forest,Water,Water,NULL,Water,Water,Grassland,NULL
1297,Forest,Water,Water,NULL,Water,Water,Wetland,NULL
1298,Forest,Water,Water,NULL,Water,Water,Bareland,NULL
1299,Forest,Water,Water,NULL,Water,Water,Water,NULL
1300,Forest,Water,Water,NULL,Water,Water,Forest,NULL
1301,Forest,Water,Water,NULL,Water,Forest,Wetland,NULL
1302,Forest,Water,Water,NULL,Water,Forest,Water,NULL
1303,Forest,Water,Water,NULL,Water,Forest,Forest,NULL
1304,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1305,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
1306,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
1307,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1308,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1309,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1310,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,NULL
1311,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1312,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1313,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1314,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
1315,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1316,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1317,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1318,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1319,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,NULL
1320,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1321,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,NULL
1322,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
1323,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,NULL
1324,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
1325,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,NULL
1326,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1327,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1328,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,NULL
1329,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1330,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
1331,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1332,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
1333,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,NULL
1334,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
1335,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1336,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1337,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
1338,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,NULL
1339,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1340,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
1341,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
1342,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,NULL
1343,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1344,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1345,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
1346,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,NULL
1347,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1348,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
1349,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
1350,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
1351,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,NULL
1352,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,NULL
1353,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,NULL
1354,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,NULL
1355,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
1356,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
1357,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
1358,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,NULL
1359,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1360,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1361,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1362,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
1363,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
1364,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
1365,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1366,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1367,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
1368,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
1369,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
1370,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1371,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1372,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1373,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
1374,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
1375,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1376,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1377,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1378,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
1379,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
1380,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
1381,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
1382,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,NULL
1383,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
1384,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
1385,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
1386,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
1387,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
1388,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1389,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
1390,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
1391,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
1392,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,NULL
1393,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
1394,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
1395,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
