Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KTD_M_R
10930,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
10931,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10932,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
10933,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
10934,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
10935,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10936,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
10937,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
10938,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
10939,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
10940,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
10941,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
10942,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
10943,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
10944,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
10945,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
10946,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
10947,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
10948,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
10949,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
10950,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
10951,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
10952,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
10953,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
10954,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
10955,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
10956,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
10957,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
10958,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
10959,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
10960,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
10961,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
10962,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Built-up
10963,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
10964,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
10965,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
10966,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
10967,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
10968,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
10969,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Water
10970,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
10971,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
10972,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
10973,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
10974,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
10975,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
10976,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
10977,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Water
10978,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
10979,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
10980,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
10981,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
10982,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
10983,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
10984,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
10985,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
10986,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
10987,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
10988,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
10989,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
10990,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
10991,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Water
10992,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
10993,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
10994,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
10995,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
10996,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
10997,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
10998,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
10999,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Water
11000,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
11001,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
11002,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
11003,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
11004,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11005,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
11006,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
11007,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
11008,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
11009,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
11010,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Built-up
11011,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
11012,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
11013,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
11014,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Built-up
11015,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
11016,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
11017,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
11018,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
11019,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
11020,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
11021,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Built-up
11022,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Forest
11023,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Forest
11024,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
11025,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
11026,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
11027,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
11028,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
11029,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
11030,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
11031,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
11032,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11033,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
11034,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
11035,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
11036,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
11037,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
11038,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Built-up
11039,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
11040,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11041,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
11042,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
11043,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
11044,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
11045,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
11046,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
11047,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
11048,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
11049,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
11050,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
11051,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
11052,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11053,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
11054,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
11055,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
11056,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
11057,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
11058,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
11059,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
11060,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
11061,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
11062,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
11063,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
11064,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
11065,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
11066,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
11067,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
11068,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
11069,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
11070,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
11071,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
11072,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
11073,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
11074,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
11075,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
11076,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
11077,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
11078,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
11079,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
11080,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
11081,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
11082,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
11083,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
11084,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Forest
11085,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
11086,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
11087,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
11088,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
11089,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
11090,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
11091,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
11092,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
11093,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
11094,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
11095,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
11096,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
11097,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
11098,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
11099,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
11100,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
11101,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
11102,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
11103,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
11104,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
11105,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
11106,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
11107,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
11108,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
11109,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
11110,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
11111,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
11112,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
11113,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
11114,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
11115,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
11116,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Forest
11117,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
11118,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
11119,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
11120,Forest,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
11121,Forest,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
11122,Forest,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Forest
11123,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
11124,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Built-up
11125,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
11126,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Grassland
11127,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
11128,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
11129,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
11130,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Water
11131,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Grassland
11132,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
11133,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Shrubland,Forest
11134,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Grassland,Forest
11135,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Forest
11136,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Grassland
11137,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
11138,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
11139,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
11140,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
11141,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
11142,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
11143,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11144,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
11145,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
11146,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
11147,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
11148,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Water
11149,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
11150,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
11151,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
11152,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
11153,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
11154,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Forest
11155,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
11156,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
11157,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11158,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
11159,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11160,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11161,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11162,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11163,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
11164,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
11165,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
11166,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
11167,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
11168,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11169,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11170,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11171,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11172,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
11173,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
11174,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
11175,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11176,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
11177,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
11178,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
11179,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
11180,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
11181,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
11182,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
11183,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
11184,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
11185,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11186,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
11187,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
11188,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
11189,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
11190,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
11191,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
11192,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11193,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
11194,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
11195,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
11196,Forest,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
11197,Forest,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Water
11198,Forest,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Forest
11199,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
11200,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,Water
11201,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
11202,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
11203,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
11204,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11205,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
11206,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
11207,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
11208,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
11209,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
11210,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
11211,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11212,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
11213,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
11214,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
11215,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
11216,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
11217,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11218,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
11219,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
11220,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11221,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Wetland
11222,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
11223,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
11224,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Water,Forest
11225,Forest,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
11226,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11227,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
11228,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
11229,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
11230,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
11231,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
11232,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
11233,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11234,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
11235,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
11236,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
11237,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
11238,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
11239,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
11240,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
11241,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
11242,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
11243,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
11244,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
11245,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
11246,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
11247,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
11248,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
11249,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
11250,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
11251,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
11252,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
11253,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
11254,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
