Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MCB_M_R
323,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
324,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
325,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
326,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
327,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Bareland
328,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Built-up
329,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
330,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
331,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
332,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Bareland
333,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
334,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
335,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
336,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
337,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
338,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
339,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
340,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
341,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
342,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
343,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
344,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
345,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
346,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
347,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
348,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
349,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
350,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
351,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
352,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
353,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
354,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
355,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
356,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
357,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Water
358,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
359,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
360,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
361,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
362,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
363,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
364,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
365,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
366,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
367,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
368,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
369,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
370,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
371,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
372,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
373,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
374,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Water
375,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
376,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
377,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
378,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
379,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
380,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
381,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
382,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
383,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
384,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
385,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
386,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
387,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
388,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
389,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
390,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
391,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
392,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
393,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
394,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Built-up
395,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
396,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
397,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
398,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
399,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
400,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
401,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Built-up
402,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
403,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
404,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
405,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
406,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Water
407,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
408,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
409,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Water
410,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
411,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Forest
412,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
413,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
414,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Forest,Grassland
415,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,NULL,Grassland
416,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
417,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Bareland
418,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
419,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
420,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
421,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
422,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Bareland
423,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Water
424,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Forest,Grassland
425,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Forest,Bareland
426,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
427,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
428,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
429,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
430,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
431,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
432,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
433,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
434,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
435,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
436,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
437,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
438,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Built-up
439,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
440,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
441,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
442,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
443,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
444,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
445,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
446,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
447,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
448,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
449,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
450,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
451,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
452,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
453,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
454,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Built-up
455,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
456,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
457,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
458,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
459,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
460,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
461,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
462,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
463,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
464,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
465,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Bareland
466,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
467,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
468,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
469,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Bareland
470,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
471,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
472,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
473,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Bareland
474,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
475,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
476,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
477,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
478,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Built-up
479,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
480,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
481,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
482,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Water
483,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
484,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
485,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
486,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
487,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
488,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
489,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
490,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
491,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
492,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
493,NULL,NULL,Wetland,NULL,Wetland,Built-up,Grassland,Grassland
494,NULL,NULL,Wetland,NULL,Wetland,Built-up,Forest,Forest
495,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
496,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
497,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
498,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
499,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
500,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
501,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
502,NULL,NULL,Wetland,NULL,Wetland,Water,Bareland,Bareland
503,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
504,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
505,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Water
506,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Forest
507,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
508,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Bareland
509,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Water
510,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
511,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
512,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
513,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
514,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
515,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
516,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
517,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
518,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
519,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
520,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
521,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
522,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
523,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
524,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Bareland
525,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
526,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
527,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
528,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
529,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
530,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
531,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Bareland
532,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
533,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
534,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
535,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
536,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
537,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
538,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
539,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
540,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
541,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
542,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
543,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Bareland
544,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
545,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
546,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
547,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
548,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
549,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
550,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
551,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
552,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
553,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
554,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
555,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
556,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
557,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
558,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
559,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
560,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
561,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Bareland
562,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
563,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
564,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
565,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
566,NULL,NULL,Wetland,Water,Wetland,Grassland,Bareland,Grassland
567,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
568,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
569,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
570,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
571,NULL,NULL,Wetland,Water,Wetland,Cropland,Water,Bareland
572,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
573,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
574,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
575,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
576,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
577,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
578,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Bareland
579,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
580,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
581,NULL,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
582,NULL,NULL,Wetland,Water,Wetland,Wetland,Bareland,Bareland
583,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
584,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Bareland
585,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
586,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
587,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Bareland
588,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Water
589,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Grassland
590,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Bareland
591,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
592,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
593,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Bareland
594,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
595,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
596,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
597,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Bareland
598,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
599,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Forest
600,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
601,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
602,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
603,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
604,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
605,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
606,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
607,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
608,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
609,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
610,NULL,NULL,Wetland,Water,Wetland,Water,Water,Bareland
611,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
612,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
613,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
614,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Wetland
615,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
616,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
617,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
618,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
619,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
620,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
621,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
622,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
623,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
624,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
625,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
626,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
627,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
628,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
629,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
630,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
631,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Bareland
632,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
633,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
634,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Built-up
635,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
636,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
637,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
638,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
639,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
640,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
641,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
642,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
643,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Bareland
644,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Grassland,Grassland
645,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Grassland,Forest
646,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Forest,Built-up
647,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
648,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Water
649,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
650,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
651,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
652,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
653,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
654,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
655,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
656,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
657,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
658,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Bareland
659,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Water
660,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
661,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
662,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
663,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
664,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
665,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
666,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
667,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
668,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Bareland,Grassland
