Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MGT_M_R
12569,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
12570,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12571,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12572,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
12573,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
12574,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
12575,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
12576,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12577,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
12578,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
12579,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
12580,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
12581,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
12582,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
12583,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12584,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
12585,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
12586,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
12587,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12588,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
12589,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12590,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
12591,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
12592,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
12593,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
12594,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
12595,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12596,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
12597,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
12598,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
12599,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
12600,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
12601,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
12602,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
12603,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
12604,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
12605,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
12606,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
12607,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
12608,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
12609,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
12610,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
12611,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
12612,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
12613,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
12614,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
12615,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12616,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
12617,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
12618,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
12619,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
12620,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
12621,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
12622,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
12623,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
12624,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
12625,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Grassland,Forest
12626,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Wetland,Forest
12627,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
12628,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
12629,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,NULL
12630,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
12631,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Wetland
12632,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
12633,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
12634,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
12635,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
12636,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
12637,Forest,Forest,Wetland,NULL,Wetland,NULL,Built-up,Forest
12638,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
12639,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
12640,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
12641,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
12642,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Forest
12643,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
12644,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
12645,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
12646,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
12647,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
12648,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
12649,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
12650,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
12651,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,Forest
12652,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
12653,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
12654,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
12655,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
12656,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
12657,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
12658,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
12659,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
12660,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
12661,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
12662,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
12663,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
12664,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
12665,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
12666,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
12667,Forest,Forest,Wetland,NULL,Wetland,Grassland,Built-up,Forest
12668,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,NULL
12669,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
12670,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
12671,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
12672,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
12673,Forest,Forest,Wetland,NULL,Wetland,Cropland,Wetland,Forest
12674,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
12675,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
12676,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
12677,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Water
12678,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
12679,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
12680,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
12681,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
12682,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Built-up
12683,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
12684,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
12685,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
12686,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
12687,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
12688,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
12689,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
12690,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
12691,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
12692,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
12693,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
12694,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Water
12695,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
12696,Forest,Forest,Wetland,NULL,Wetland,Bareland,Built-up,Forest
12697,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Grassland
12698,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Water
12699,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
12700,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
12701,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
12702,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Wetland
12703,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
12704,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
12705,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
12706,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
12707,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
12708,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
12709,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
12710,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
12711,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
12712,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
12713,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
12714,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
12715,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,NULL
12716,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Grassland
12717,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Water
12718,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
12719,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
12720,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
12721,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
12722,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
12723,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
12724,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
12725,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
12726,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
12727,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
12728,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
12729,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
12730,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
12731,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
12732,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
12733,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
12734,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Wetland
12735,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
12736,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
12737,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
12738,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
12739,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
12740,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
12741,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
12742,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
12743,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Wetland,Water
12744,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
12745,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
12746,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
12747,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Water
12748,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
12749,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
12750,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
12751,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
12752,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
12753,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
12754,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
12755,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
12756,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
12757,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
12758,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Cropland
12759,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
12760,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
12761,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
12762,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Built-up,Grassland
12763,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Built-up,Forest
12764,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
12765,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
12766,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
12767,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
12768,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
12769,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
12770,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
12771,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
12772,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
12773,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
12774,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
12775,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
12776,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
12777,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
12778,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Built-up,Forest
12779,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
12780,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
12781,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
12782,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
12783,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
12784,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
12785,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
12786,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
12787,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
12788,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
12789,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
12790,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Built-up,Grassland
12791,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Built-up,Forest
12792,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
12793,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
12794,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
12795,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
12796,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
12797,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Water
12798,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Forest
12799,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
12800,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
12801,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
12802,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
12803,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
12804,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Bareland
12805,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
12806,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
12807,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
12808,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
12809,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
12810,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Water
12811,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
12812,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
12813,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
12814,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Grassland
12815,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Forest
12816,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
12817,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
12818,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
12819,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Wetland
12820,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
12821,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
12822,Forest,Forest,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
12823,Forest,Forest,Wetland,Water,Wetland,Shrubland,Grassland,Forest
12824,Forest,Forest,Wetland,Water,Wetland,Shrubland,Wetland,Water
12825,Forest,Forest,Wetland,Water,Wetland,Shrubland,Wetland,Forest
12826,Forest,Forest,Wetland,Water,Wetland,Shrubland,Bareland,Grassland
12827,Forest,Forest,Wetland,Water,Wetland,Shrubland,Water,Forest
12828,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Grassland
12829,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Forest
12830,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
12831,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Wetland
12832,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
12833,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
12834,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
12835,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
12836,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
12837,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
12838,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Grassland
12839,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
12840,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
12841,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
12842,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
12843,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
12844,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
12845,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
12846,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
12847,Forest,Forest,Wetland,Water,Wetland,Bareland,Grassland,Grassland
12848,Forest,Forest,Wetland,Water,Wetland,Bareland,Grassland,Water
12849,Forest,Forest,Wetland,Water,Wetland,Bareland,Grassland,Forest
12850,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
12851,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Wetland
12852,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Water
12853,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
12854,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
12855,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Water
12856,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
12857,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Grassland
12858,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Grassland
12859,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Water
12860,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Forest
12861,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
12862,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
12863,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
12864,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
12865,Forest,Forest,Wetland,Water,Wetland,Water,Water,Wetland
12866,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
12867,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
12868,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
12869,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Forest
12870,Forest,Forest,Wetland,Water,Wetland,Forest,Shrubland,Forest
12871,Forest,Forest,Wetland,Water,Wetland,Forest,Grassland,Grassland
12872,Forest,Forest,Wetland,Water,Wetland,Forest,Grassland,Forest
12873,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Grassland
12874,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Water
12875,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
12876,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Grassland
12877,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Water
12878,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
12879,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
12880,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Forest
12881,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
12882,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Forest,Forest
12883,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
12884,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Forest
12885,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Grassland
12886,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Grassland,Forest
12887,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
12888,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
12889,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
12890,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
12891,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
12892,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
12893,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12894,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12895,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12896,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
12897,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12898,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
12899,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
12900,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
12901,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
12902,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
12903,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
12904,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
12905,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12906,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
12907,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
12908,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
12909,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
12910,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
12911,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
12912,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
