Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MUT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MUT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MUT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MUT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MUT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MUT_M_R
1293,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland
1294,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water
1295,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest
1296,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
1297,Bareland,NULL,Forest,Water,Non_Wetland,Cropland
1298,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
1299,Bareland,NULL,Forest,Water,Non_Wetland,Water
1300,Bareland,NULL,Forest,Water,Non_Wetland,Forest
1301,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1302,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1303,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1304,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water
1305,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1306,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1307,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1308,Bareland,Cropland,Shrubland,Water,Non_Wetland,Cropland
1309,Bareland,Cropland,Shrubland,Water,Non_Wetland,Water
1310,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1311,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1312,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1313,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
1314,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1315,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1316,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1317,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1318,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water
1319,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
1320,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1321,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1322,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Water
1323,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1324,Bareland,Cropland,Cropland,Water,Non_Wetland,Water
1325,Bareland,Cropland,Wetland,NULL,Wetland,Bareland
1326,Bareland,Cropland,Wetland,NULL,Wetland,Water
1327,Bareland,Cropland,Wetland,Non_Water,Wetland,Grassland
1328,Bareland,Cropland,Wetland,Non_Water,Wetland,Bareland
1329,Bareland,Cropland,Wetland,Non_Water,Wetland,Water
1330,Bareland,Cropland,Wetland,Non_Water,Wetland,Forest
1331,Bareland,Cropland,Wetland,Water,Wetland,Bareland
1332,Bareland,Cropland,Wetland,Water,Wetland,Water
1333,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1334,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1335,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1336,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
1337,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1338,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1339,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Water
1340,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
1341,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
1342,Bareland,Cropland,Bareland,Water,Non_Wetland,Water
1343,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1344,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1345,Bareland,Cropland,Water,NULL,Water,Cropland
1346,Bareland,Cropland,Water,NULL,Water,Water
1347,Bareland,Cropland,Water,NULL,Water,Forest
1348,Bareland,Cropland,Water,Non_Water,Water,Water
1349,Bareland,Cropland,Water,Non_Water,Water,Forest
1350,Bareland,Cropland,Water,Water,Water,Bareland
1351,Bareland,Cropland,Water,Water,Water,Water
1352,Bareland,Cropland,Water,Water,Water,Forest
1353,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1354,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1355,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
1356,Bareland,Cropland,Forest,NULL,Non_Wetland,Water
1357,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1358,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1359,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1360,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Bareland
1361,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Water
1362,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Forest
1363,Bareland,Cropland,Forest,Water,Non_Wetland,Cropland
1364,Bareland,Cropland,Forest,Water,Non_Wetland,Water
1365,Bareland,Cropland,Forest,Water,Non_Wetland,Forest
1366,Bareland,Wetland,Forest,Water,Non_Wetland,Water
1367,Bareland,Bareland,NULL,NULL,Non_Wetland,Water
1368,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1369,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1370,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
1371,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
1372,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1373,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1374,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1375,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1376,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
1377,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1378,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
1379,Bareland,Bareland,Shrubland,Water,Non_Wetland,Forest
1380,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1381,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1382,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
1383,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
1384,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1385,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1386,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
1387,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1388,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1389,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1390,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
1391,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
1392,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1393,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
1394,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1395,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water
1396,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1397,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
1398,Bareland,Bareland,Cropland,Water,Non_Wetland,Cropland
1399,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1400,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
1401,Bareland,Bareland,Cropland,Water,Non_Wetland,Forest
1402,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
1403,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1404,Bareland,Bareland,Wetland,NULL,Wetland,Water
1405,Bareland,Bareland,Wetland,NULL,Wetland,Forest
1406,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland
1407,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
1408,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
1409,Bareland,Bareland,Wetland,Non_Water,Wetland,Forest
1410,Bareland,Bareland,Wetland,Water,Wetland,Grassland
1411,Bareland,Bareland,Wetland,Water,Wetland,Cropland
1412,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1413,Bareland,Bareland,Wetland,Water,Wetland,Water
1414,Bareland,Bareland,Wetland,Water,Wetland,Forest
1415,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1416,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1417,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
1418,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1419,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
1420,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1421,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1422,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
1423,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Forest
1424,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
1425,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1426,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1427,Bareland,Bareland,Bareland,Water,Non_Wetland,Forest
1428,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1429,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
1430,Bareland,Bareland,Built-up,NULL,Non_Wetland,Forest
1431,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
1432,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1433,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water
1434,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland
1435,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1436,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
1437,Bareland,Bareland,Built-up,Water,Non_Wetland,Forest
1438,Bareland,Bareland,Water,NULL,Water,Grassland
1439,Bareland,Bareland,Water,NULL,Water,Bareland
1440,Bareland,Bareland,Water,NULL,Water,Water
1441,Bareland,Bareland,Water,NULL,Water,Forest
1442,Bareland,Bareland,Water,Non_Water,Water,Grassland
1443,Bareland,Bareland,Water,Non_Water,Water,Cropland
1444,Bareland,Bareland,Water,Non_Water,Water,Bareland
1445,Bareland,Bareland,Water,Non_Water,Water,Water
1446,Bareland,Bareland,Water,Non_Water,Water,Forest
1447,Bareland,Bareland,Water,Water,Water,Grassland
1448,Bareland,Bareland,Water,Water,Water,Cropland
1449,Bareland,Bareland,Water,Water,Water,Bareland
1450,Bareland,Bareland,Water,Water,Water,Water
1451,Bareland,Bareland,Water,Water,Water,Forest
1452,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
1453,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland
1454,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1455,Bareland,Bareland,Forest,NULL,Non_Wetland,Water
1456,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
1457,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Grassland
1458,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland
1459,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water
1460,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Forest
1461,Bareland,Bareland,Forest,Water,Non_Wetland,Grassland
1462,Bareland,Bareland,Forest,Water,Non_Wetland,Cropland
1463,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
1464,Bareland,Bareland,Forest,Water,Non_Wetland,Water
1465,Bareland,Bareland,Forest,Water,Non_Wetland,Forest
1466,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1467,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1468,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1469,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1470,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1471,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
1472,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1473,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1474,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1475,Bareland,Built-up,Cropland,NULL,Non_Wetland,Water
1476,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
1477,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
1478,Bareland,Built-up,Wetland,Non_Water,Wetland,Bareland
1479,Bareland,Built-up,Wetland,Non_Water,Wetland,Water
1480,Bareland,Built-up,Wetland,Water,Wetland,Water
1481,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1482,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1483,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
1484,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1485,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
1486,Bareland,Built-up,Built-up,Water,Non_Wetland,Water
1487,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1488,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland
1489,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
1490,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
1491,Bareland,Water,NULL,NULL,Non_Wetland,Water
1492,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1493,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
1494,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1495,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1496,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1497,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1498,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1499,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
1500,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1501,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
1502,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1503,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1504,Bareland,Water,Shrubland,Water,Non_Wetland,Forest
1505,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1506,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1507,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1508,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
1509,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1510,Bareland,Water,Cropland,NULL,Non_Wetland,Water
1511,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1512,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1513,Bareland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1514,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1515,Bareland,Water,Cropland,Non_Water,Non_Wetland,Built-up
1516,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water
1517,Bareland,Water,Cropland,Non_Water,Non_Wetland,Forest
1518,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
1519,Bareland,Water,Cropland,Water,Non_Wetland,Cropland
1520,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1521,Bareland,Water,Cropland,Water,Non_Wetland,Water
1522,Bareland,Water,Cropland,Water,Non_Wetland,Forest
1523,Bareland,Water,Wetland,NULL,Wetland,Water
1524,Bareland,Water,Wetland,NULL,Wetland,Forest
1525,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
1526,Bareland,Water,Wetland,Non_Water,Wetland,Cropland
1527,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
1528,Bareland,Water,Wetland,Non_Water,Wetland,Water
1529,Bareland,Water,Wetland,Non_Water,Wetland,Forest
1530,Bareland,Water,Wetland,Water,Wetland,Grassland
1531,Bareland,Water,Wetland,Water,Wetland,Cropland
1532,Bareland,Water,Wetland,Water,Wetland,Bareland
1533,Bareland,Water,Wetland,Water,Wetland,Water
1534,Bareland,Water,Wetland,Water,Wetland,Forest
1535,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1536,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1537,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1538,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1539,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1540,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1541,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1542,Bareland,Water,Bareland,Non_Water,Non_Wetland,Forest
1543,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1544,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1545,Bareland,Water,Bareland,Water,Non_Wetland,Water
1546,Bareland,Water,Bareland,Water,Non_Wetland,Forest
1547,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1548,Bareland,Water,Built-up,NULL,Non_Wetland,Built-up
1549,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
1550,Bareland,Water,Built-up,Non_Water,Non_Wetland,Water
1551,Bareland,Water,Built-up,Non_Water,Non_Wetland,Forest
1552,Bareland,Water,Built-up,Water,Non_Wetland,Grassland
1553,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
1554,Bareland,Water,Built-up,Water,Non_Wetland,Water
1555,Bareland,Water,Water,NULL,Water,Grassland
1556,Bareland,Water,Water,NULL,Water,Water
1557,Bareland,Water,Water,NULL,Water,Forest
1558,Bareland,Water,Water,Non_Water,Water,Grassland
1559,Bareland,Water,Water,Non_Water,Water,Bareland
1560,Bareland,Water,Water,Non_Water,Water,Water
1561,Bareland,Water,Water,Non_Water,Water,Forest
1562,Bareland,Water,Water,Water,Water,Grassland
1563,Bareland,Water,Water,Water,Water,Bareland
1564,Bareland,Water,Water,Water,Water,Water
1565,Bareland,Water,Water,Water,Water,Forest
1566,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1567,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
1568,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1569,Bareland,Water,Forest,NULL,Non_Wetland,Water
1570,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1571,Bareland,Water,Forest,Non_Water,Non_Wetland,Grassland
1572,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland
1573,Bareland,Water,Forest,Non_Water,Non_Wetland,Water
1574,Bareland,Water,Forest,Non_Water,Non_Wetland,Forest
1575,Bareland,Water,Forest,Water,Non_Wetland,Grassland
1576,Bareland,Water,Forest,Water,Non_Wetland,Bareland
1577,Bareland,Water,Forest,Water,Non_Wetland,Water
1578,Bareland,Water,Forest,Water,Non_Wetland,Forest
1579,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1580,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
1581,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1582,Bareland,Forest,Shrubland,Water,Non_Wetland,Water
1583,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1584,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
1585,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
1586,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1587,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1588,Bareland,Forest,Cropland,NULL,Non_Wetland,Built-up
1589,Bareland,Forest,Cropland,NULL,Non_Wetland,Water
1590,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1591,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1592,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Bareland
1593,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Water
1594,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Forest
1595,Bareland,Forest,Cropland,Water,Non_Wetland,Grassland
1596,Bareland,Forest,Cropland,Water,Non_Wetland,Bareland
1597,Bareland,Forest,Cropland,Water,Non_Wetland,Water
1598,Bareland,Forest,Cropland,Water,Non_Wetland,Forest
1599,Bareland,Forest,Wetland,Non_Water,Wetland,Grassland
1600,Bareland,Forest,Wetland,Non_Water,Wetland,Water
1601,Bareland,Forest,Wetland,Non_Water,Wetland,Forest
1602,Bareland,Forest,Wetland,Water,Wetland,Grassland
1603,Bareland,Forest,Wetland,Water,Wetland,Water
1604,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
1605,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
1606,Bareland,Forest,Bareland,NULL,Non_Wetland,Water
1607,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
1608,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1609,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1610,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Water
1611,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Forest
1612,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland
1613,Bareland,Forest,Bareland,Water,Non_Wetland,Water
1614,Bareland,Forest,Bareland,Water,Non_Wetland,Forest
1615,Bareland,Forest,Built-up,NULL,Non_Wetland,Forest
1616,Bareland,Forest,Water,Water,Water,Water
1617,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1618,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
1619,Bareland,Forest,Forest,NULL,Non_Wetland,Built-up
1620,Bareland,Forest,Forest,NULL,Non_Wetland,Water
1621,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1622,Bareland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1623,Bareland,Forest,Forest,Non_Water,Non_Wetland,Water
1624,Bareland,Forest,Forest,Non_Water,Non_Wetland,Forest
1625,Bareland,Forest,Forest,Water,Non_Wetland,Grassland
1626,Bareland,Forest,Forest,Water,Non_Wetland,Bareland
1627,Bareland,Forest,Forest,Water,Non_Wetland,Water
1628,Bareland,Forest,Forest,Water,Non_Wetland,Forest
1629,Water,NULL,NULL,NULL,Non_Wetland,Forest
1630,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1631,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1632,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1633,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1634,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1635,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1636,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1637,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1638,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
1639,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1640,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1641,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1642,Water,NULL,Shrubland,Water,Non_Wetland,Water
1643,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1644,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1645,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1646,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1647,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
1648,Water,NULL,Grassland,Water,Non_Wetland,Water
1649,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1650,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1651,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1652,Water,NULL,Cropland,NULL,Non_Wetland,Built-up
1653,Water,NULL,Cropland,NULL,Non_Wetland,Water
1654,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1655,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1656,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1657,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1658,Water,NULL,Cropland,Non_Water,Non_Wetland,Water
1659,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1660,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1661,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1662,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1663,Water,NULL,Cropland,Water,Non_Wetland,Water
1664,Water,NULL,Cropland,Water,Non_Wetland,Forest
1665,Water,NULL,Wetland,NULL,Wetland,Grassland
1666,Water,NULL,Wetland,NULL,Wetland,Forest
1667,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1668,Water,NULL,Wetland,Non_Water,Wetland,Cropland
1669,Water,NULL,Wetland,Non_Water,Wetland,Bareland
1670,Water,NULL,Wetland,Non_Water,Wetland,Water
1671,Water,NULL,Wetland,Non_Water,Wetland,Forest
1672,Water,NULL,Wetland,Water,Wetland,Grassland
1673,Water,NULL,Wetland,Water,Wetland,Cropland
1674,Water,NULL,Wetland,Water,Wetland,Bareland
1675,Water,NULL,Wetland,Water,Wetland,Water
1676,Water,NULL,Wetland,Water,Wetland,Forest
1677,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1678,Water,NULL,Bareland,NULL,Non_Wetland,Built-up
1679,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1680,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1681,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
1682,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
1683,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1684,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1685,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1686,Water,NULL,Bareland,Water,Non_Wetland,Water
1687,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1688,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1689,Water,NULL,Built-up,Water,Non_Wetland,Water
1690,Water,NULL,Water,NULL,Water,Grassland
1691,Water,NULL,Water,NULL,Water,Bareland
1692,Water,NULL,Water,NULL,Water,Water
1693,Water,NULL,Water,NULL,Water,Forest
1694,Water,NULL,Water,Non_Water,Water,Grassland
1695,Water,NULL,Water,Non_Water,Water,Water
1696,Water,NULL,Water,Non_Water,Water,Forest
1697,Water,NULL,Water,Water,Water,Grassland
1698,Water,NULL,Water,Water,Water,Cropland
1699,Water,NULL,Water,Water,Water,Wetland
1700,Water,NULL,Water,Water,Water,Bareland
1701,Water,NULL,Water,Water,Water,Water
1702,Water,NULL,Water,Water,Water,Forest
1703,Water,NULL,Forest,NULL,Non_Wetland,NULL
1704,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1705,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1706,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1707,Water,NULL,Forest,NULL,Non_Wetland,Built-up
1708,Water,NULL,Forest,NULL,Non_Wetland,Water
1709,Water,NULL,Forest,NULL,Non_Wetland,Forest
1710,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1711,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
1712,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland
1713,Water,NULL,Forest,Non_Water,Non_Wetland,Water
1714,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1715,Water,NULL,Forest,Water,Non_Wetland,Grassland
1716,Water,NULL,Forest,Water,Non_Wetland,Cropland
1717,Water,NULL,Forest,Water,Non_Wetland,Wetland
1718,Water,NULL,Forest,Water,Non_Wetland,Bareland
1719,Water,NULL,Forest,Water,Non_Wetland,Water
