Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KHV_M_R
324,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
325,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
326,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
327,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
328,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
329,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
330,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
331,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
332,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
333,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
334,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
335,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
336,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
337,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
338,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
339,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
340,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
341,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
342,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
343,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
344,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
345,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
346,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
347,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
348,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
349,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
350,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
351,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
352,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
353,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
354,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
355,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
356,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
357,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
358,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
359,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
360,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
361,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
362,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
363,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
364,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
365,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
366,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
367,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
368,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
369,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
370,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
371,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
372,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
373,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
374,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
375,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
376,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
377,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
378,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
379,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
380,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
381,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
382,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
383,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
384,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
385,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
386,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
387,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
388,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
389,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
390,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
391,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
392,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
393,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
394,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
395,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
396,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
397,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
398,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
399,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
400,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
401,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
402,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
403,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
404,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
405,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
406,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
407,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
408,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
409,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
410,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
411,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
412,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
413,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
414,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
415,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
416,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
417,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
418,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
419,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
420,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
421,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
422,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
423,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
424,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
425,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
426,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
427,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
428,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
429,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
430,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
431,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
432,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
433,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
434,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
435,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
436,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
437,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
438,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
439,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Cropland
440,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Bareland
441,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
442,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
443,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
444,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
445,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
446,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
447,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
448,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
449,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
450,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
451,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
452,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
453,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Cropland
454,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
455,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
456,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
457,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Cropland
458,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
459,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
460,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
461,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
462,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
463,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
464,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
465,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
466,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
467,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
468,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
469,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
470,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
471,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
472,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
473,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Cropland
474,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
475,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
476,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Cropland
477,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Bareland
478,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
479,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
480,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
481,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
482,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
483,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
484,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
485,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
486,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
487,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
488,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
489,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
490,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
491,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Cropland
492,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
493,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
494,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Bareland,Bareland
495,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
496,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
497,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
498,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
499,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
500,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
501,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
502,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
503,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
504,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
505,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
506,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
507,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Cropland
508,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
509,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
510,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
511,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
512,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
513,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
514,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
515,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
516,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
517,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
518,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Grassland
519,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Bareland
520,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Built-up,Water
521,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
522,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Bareland
523,NULL,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Bareland
524,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
525,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
526,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
527,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
528,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
529,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
530,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
531,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
532,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
533,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Cropland
534,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
535,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Cropland
536,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
537,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
538,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
539,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
540,NULL,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
541,NULL,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Forest
542,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
543,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
544,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
545,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
546,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
547,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
548,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Cropland
549,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
550,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
551,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Forest
552,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
553,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
554,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
555,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
556,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
557,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
558,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
559,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
560,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
561,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
562,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
563,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
564,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
565,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
566,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
567,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
568,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
569,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Grassland
570,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Built-up,Grassland
571,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
572,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
573,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
574,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
575,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
576,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
577,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
578,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
579,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Built-up,Grassland
580,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
581,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
582,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
583,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
584,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
585,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Grassland
586,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Bareland
587,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
588,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
589,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
590,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
591,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Built-up,Forest
592,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
593,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
594,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
595,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
596,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Built-up,Grassland
597,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
598,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
599,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
600,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
601,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
602,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
603,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
604,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
605,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
606,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
607,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
608,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
609,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
610,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
611,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
612,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
613,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
614,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
615,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
616,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
617,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
618,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
619,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
620,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
621,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
622,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
623,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Forest
624,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
625,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Bareland
626,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
627,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
628,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
629,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
630,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
631,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
632,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
633,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
634,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
635,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
636,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
637,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
638,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
639,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
640,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
641,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
642,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
643,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
644,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
645,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
646,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
647,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
648,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
649,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
650,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Forest
651,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
652,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
653,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
654,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
655,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
656,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
657,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
658,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
