Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MQD_M_R
5418,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
5419,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
5420,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
5421,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
5422,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
5423,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
5424,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
5425,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
5426,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
5427,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
5428,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
5429,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
5430,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Grassland
5431,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Forest
5432,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
5433,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
5434,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
5435,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
5436,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Grassland
5437,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Water
5438,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
5439,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
5440,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Water
5441,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
5442,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
5443,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
5444,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Grassland
5445,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
5446,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Grassland
5447,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
5448,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
5449,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
5450,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
5451,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5452,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
5453,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
5454,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
5455,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Water
5456,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
5457,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
5458,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
5459,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5460,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
5461,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5462,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5463,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5464,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5465,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5466,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5467,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5468,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
5469,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5470,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
5471,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5472,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
5473,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5474,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
5475,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
5476,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
5477,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
5478,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5479,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
5480,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5481,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5482,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
5483,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
5484,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
5485,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
5486,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
5487,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
5488,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
5489,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Water,Forest
5490,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
5491,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
5492,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Built-up
5493,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
5494,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
5495,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
5496,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
5497,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5498,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
5499,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5500,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
5501,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5502,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
5503,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
5504,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
5505,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
5506,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
5507,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
5508,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
5509,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
5510,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
5511,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
5512,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
5513,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5514,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5515,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5516,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5517,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
5518,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5519,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
5520,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
5521,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
5522,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
5523,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
5524,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
5525,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
5526,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
5527,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
5528,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
5529,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
5530,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
5531,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5532,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
5533,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
5534,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
5535,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
5536,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5537,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5538,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
5539,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
5540,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5541,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
5542,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
5543,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland,Forest,Forest
5544,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5545,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
5546,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5547,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5548,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
5549,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
5550,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
5551,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
5552,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
5553,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
5554,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
5555,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
5556,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
5557,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
5558,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
5559,Forest,Forest,Shrubland,Water,Non_Wetland,Cropland,Grassland,Grassland
5560,Forest,Forest,Shrubland,Water,Non_Wetland,Cropland,Water,Forest
5561,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
5562,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
5563,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
5564,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
5565,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
5566,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
5567,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
5568,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
5569,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
5570,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
5571,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
5572,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
5573,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
5574,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
5575,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5576,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5577,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5578,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
5579,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
5580,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
5581,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
5582,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
5583,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Wetland,Forest
5584,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
5585,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
5586,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5587,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
5588,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
5589,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5590,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5591,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
5592,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
5593,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
5594,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Water
5595,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
5596,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
5597,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
5598,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Water
5599,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
5600,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
5601,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
5602,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
5603,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
5604,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
5605,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
5606,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
5607,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
5608,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
5609,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Grassland
5610,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Water
5611,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
5612,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
5613,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
5614,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
5615,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
5616,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
5617,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
5618,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
5619,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5620,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Grassland
5621,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
5622,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5623,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5624,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
5625,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5626,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
5627,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5628,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5629,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
5630,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
5631,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
5632,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
5633,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Forest
5634,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
5635,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
5636,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
5637,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
5638,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
5639,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
5640,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
5641,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
5642,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
5643,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Water,Grassland
5644,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
5645,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
5646,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
5647,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Forest
5648,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
5649,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
5650,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
5651,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
5652,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
5653,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
5654,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Forest
5655,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Forest,Grassland
5656,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
5657,Forest,Forest,Grassland,Water,Non_Wetland,Water,Grassland,Forest
5658,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
5659,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Water
5660,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
5661,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Grassland
5662,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Forest
5663,Forest,Forest,Grassland,Water,Non_Wetland,Water,Forest,Grassland
5664,Forest,Forest,Grassland,Water,Non_Wetland,Water,Forest,Forest
5665,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Forest,Forest
5666,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
5667,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
5668,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5669,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5670,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5671,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
5672,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5673,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
5674,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5675,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
5676,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5677,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
5678,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
5679,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
5680,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
5681,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
5682,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
5683,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
5684,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
5685,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
5686,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
5687,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
5688,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
5689,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
5690,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
5691,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
5692,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
5693,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
5694,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
5695,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
5696,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
5697,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
5698,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
5699,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
5700,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
5701,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5702,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
5703,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
5704,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
5705,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
5706,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
5707,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Built-up
5708,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
5709,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
5710,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
5711,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
5712,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
5713,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Built-up
5714,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
5715,Forest,Forest,Wetland,NULL,Wetland,Cropland,Grassland,Forest
5716,Forest,Forest,Wetland,NULL,Wetland,Cropland,Wetland,Forest
5717,Forest,Forest,Wetland,NULL,Wetland,Cropland,Water,Forest
5718,Forest,Forest,Wetland,NULL,Wetland,Cropland,Forest,Grassland
5719,Forest,Forest,Wetland,NULL,Wetland,Cropland,Forest,Forest
5720,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
5721,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
5722,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
5723,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
5724,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
5725,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
5726,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5727,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5728,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
5729,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5730,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
5731,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
5732,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
5733,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
5734,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
5735,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
5736,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
5737,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
5738,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
5739,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
5740,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
5741,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
5742,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
5743,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Water
5744,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
5745,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,NULL
5746,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Wetland
5747,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
5748,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
5749,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
5750,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
