Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MLA_M_R
3352,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
3353,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water,Water
3354,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water,Forest
3355,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
3356,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
3357,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
3358,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
3359,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
3360,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
3361,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
3362,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Wetland,Water
3363,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Water,Water
3364,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
3365,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
3366,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
3367,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
3368,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
3369,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
3370,Forest,Water,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
3371,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3372,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
3373,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
3374,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
3375,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
3376,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
3377,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
3378,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3379,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
3380,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Grassland
3381,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3382,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3383,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3384,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3385,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
3386,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3387,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
3388,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
3389,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
3390,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
3391,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3392,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
3393,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
3394,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3395,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
3396,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3397,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
3398,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
3399,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
3400,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
3401,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
3402,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
3403,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
3404,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
3405,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
3406,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
3407,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Grassland
3408,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
3409,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
3410,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
3411,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
3412,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
3413,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
3414,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
3415,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3416,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
3417,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
3418,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3419,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3420,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
3421,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3422,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
3423,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3424,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3425,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3426,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3427,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3428,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3429,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
3430,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3431,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
3432,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
3433,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
3434,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
3435,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
3436,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3437,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3438,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
3439,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3440,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
3441,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
3442,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
3443,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
3444,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
3445,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
3446,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
3447,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
3448,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
3449,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
3450,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
3451,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
3452,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
3453,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
3454,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
3455,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
3456,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
3457,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
3458,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3459,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Wetland
3460,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3461,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3462,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
3463,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
3464,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
3465,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
3466,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
3467,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
3468,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Water
3469,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
3470,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
3471,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
3472,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
3473,Forest,Water,Wetland,Water,Wetland,Built-up,Water,Grassland
3474,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
3475,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
3476,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
3477,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
3478,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
3479,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
3480,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
3481,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
3482,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
3483,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
3484,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
3485,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
3486,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
3487,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Wetland,Forest
3488,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Water,Forest
3489,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Forest,Forest
3490,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
3491,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3492,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
3493,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
3494,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
3495,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3496,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3497,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
3498,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3499,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
3500,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
3501,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
3502,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
3503,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
3504,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
3505,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
3506,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
3507,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3508,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
3509,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
3510,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
3511,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
3512,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
3513,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
3514,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
3515,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
3516,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
3517,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
3518,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3519,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
3520,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
3521,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Water
3522,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3523,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3524,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
3525,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3526,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3527,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
3528,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
3529,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
3530,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
3531,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3532,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3533,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
3534,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
3535,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3536,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
3537,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
3538,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3539,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3540,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
3541,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Water
3542,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
3543,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
3544,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
3545,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
3546,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
3547,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
3548,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
3549,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
3550,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
3551,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
3552,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
3553,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Forest,Water
3554,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
3555,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
3556,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Forest
3557,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
3558,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
3559,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
3560,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
3561,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
3562,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
3563,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
3564,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
3565,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
3566,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
3567,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
3568,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Water
3569,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
3570,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
3571,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
3572,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
3573,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
3574,Forest,Water,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
3575,Forest,Water,Built-up,Non_Water,Non_Wetland,Grassland,Water,Forest
3576,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3577,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Water
3578,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3579,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
3580,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
3581,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Water
3582,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3583,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
3584,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Water
3585,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Water,Forest
3586,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Wetland,Water
3587,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Wetland,Forest
3588,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Forest
3589,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
3590,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Wetland
3591,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
3592,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
3593,Forest,Water,Water,NULL,Water,NULL,Water,Water
3594,Forest,Water,Water,NULL,Water,NULL,Water,Forest
3595,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
3596,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
3597,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
3598,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
3599,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
3600,Forest,Water,Water,NULL,Water,Wetland,Water,Water
3601,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
3602,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
3603,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
3604,Forest,Water,Water,NULL,Water,Water,Wetland,Water
3605,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
3606,Forest,Water,Water,NULL,Water,Water,Water,Grassland
3607,Forest,Water,Water,NULL,Water,Water,Water,Wetland
3608,Forest,Water,Water,NULL,Water,Water,Water,Water
3609,Forest,Water,Water,NULL,Water,Water,Water,Forest
3610,Forest,Water,Water,NULL,Water,Water,Forest,Water
3611,Forest,Water,Water,NULL,Water,Water,Forest,Forest
3612,Forest,Water,Water,NULL,Water,Forest,Water,Water
3613,Forest,Water,Water,NULL,Water,Forest,Water,Forest
3614,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
3615,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
3616,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
3617,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
3618,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
3619,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
3620,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
3621,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
3622,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
3623,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
3624,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
3625,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
3626,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Water
3627,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Forest
3628,Forest,Water,Water,Non_Water,Water,Bareland,Water,Water
3629,Forest,Water,Water,Non_Water,Water,Bareland,Water,Forest
3630,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
3631,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
3632,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
3633,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
3634,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
3635,Forest,Water,Water,Non_Water,Water,Water,Water,Water
3636,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
3637,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
3638,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
3639,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
3640,Forest,Water,Water,Water,Water,NULL,Wetland,Wetland
3641,Forest,Water,Water,Water,Water,NULL,Wetland,Water
3642,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
3643,Forest,Water,Water,Water,Water,NULL,Water,Wetland
3644,Forest,Water,Water,Water,Water,NULL,Water,Water
3645,Forest,Water,Water,Water,Water,NULL,Water,Forest
3646,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
3647,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
3648,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
3649,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
3650,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
3651,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
3652,Forest,Water,Water,Water,Water,Wetland,Water,Water
3653,Forest,Water,Water,Water,Water,Wetland,Water,Forest
3654,Forest,Water,Water,Water,Water,Wetland,Forest,Water
3655,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
3656,Forest,Water,Water,Water,Water,Bareland,Wetland,Forest
3657,Forest,Water,Water,Water,Water,Bareland,Water,Water
3658,Forest,Water,Water,Water,Water,Bareland,Water,Forest
3659,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
3660,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
3661,Forest,Water,Water,Water,Water,Water,Wetland,Water
3662,Forest,Water,Water,Water,Water,Water,Wetland,Forest
3663,Forest,Water,Water,Water,Water,Water,Water,Grassland
3664,Forest,Water,Water,Water,Water,Water,Water,Wetland
3665,Forest,Water,Water,Water,Water,Water,Water,Water
3666,Forest,Water,Water,Water,Water,Water,Water,Forest
3667,Forest,Water,Water,Water,Water,Water,Forest,Water
3668,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
3669,Forest,Water,Water,Water,Water,Forest,Water,Water
3670,Forest,Water,Water,Water,Water,Forest,Water,Forest
3671,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3672,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3673,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
3674,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
3675,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
3676,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3677,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3678,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3679,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3680,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
3681,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3682,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3683,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3684,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
3685,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
3686,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
3687,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3688,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
3689,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3690,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
3691,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3692,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
3693,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
3694,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3695,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
3696,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3697,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
3698,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3699,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3700,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
3701,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
3702,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
3703,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
3704,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3705,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
3706,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
3707,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
3708,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3709,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
3710,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3711,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
3712,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3713,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
3714,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3715,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3716,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3717,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
3718,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3719,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
3720,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
3721,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
