Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MCV_M_R
1074,Forest,Wetland,Water,Non_Water,Water,Forest,Wetland,Forest
1075,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
1076,Forest,Wetland,Water,Water,Water,Grassland,Water,Forest
1077,Forest,Wetland,Water,Water,Water,Water,Water,Forest
1078,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
1079,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1080,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
1081,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
1082,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1083,Forest,Bareland,Wetland,Water,Wetland,Wetland,NULL,Water
1084,Forest,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
1085,Forest,Bareland,Bareland,NULL,Non_Wetland,Cropland,Water,Forest
1086,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1087,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1088,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1089,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1090,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1091,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1092,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1093,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1094,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1095,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1096,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1097,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1098,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
1099,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1100,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1101,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1102,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1103,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1104,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1105,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1106,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
1107,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
1108,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
1109,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1110,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1111,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1112,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1113,Forest,Water,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
1114,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1115,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1116,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1117,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1118,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1119,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1120,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1121,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1122,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1123,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1124,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1125,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1126,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1127,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
1128,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1129,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1130,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1131,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
1132,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
1133,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1134,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1135,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1136,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1137,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1138,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1139,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
1140,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
1141,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
1142,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
1143,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
1144,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
1145,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1146,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1147,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
1148,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1149,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
1150,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
1151,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1152,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1153,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1154,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1155,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1156,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1157,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1158,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1159,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1160,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
1161,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1162,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1163,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1164,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1165,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
1166,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
1167,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1168,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
1169,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1170,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
1171,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
1172,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1173,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
1174,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
1175,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1176,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1177,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1178,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1179,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
1180,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1181,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1182,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
1183,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1184,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1185,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1186,Forest,Water,Cropland,Water,Non_Wetland,Wetland,Water,Forest
1187,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1188,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1189,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
1190,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1191,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1192,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1193,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
1194,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1195,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
1196,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
1197,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1198,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1199,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
1200,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1201,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1202,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1203,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1204,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1205,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1206,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
1207,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1208,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
1209,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
1210,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1211,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1212,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1213,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Water
1214,Forest,Water,Wetland,NULL,Wetland,Water,Water,Bareland
1215,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
1216,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
1217,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
1218,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1219,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
1220,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1221,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
1222,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1223,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
1224,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1225,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1226,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1227,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1228,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1229,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1230,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1231,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
1232,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1233,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1234,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1235,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1236,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1237,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1238,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1239,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1240,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1241,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1242,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1243,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1244,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
1245,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1246,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
1247,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
1248,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1249,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1250,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1251,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
1252,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
1253,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1254,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Bareland
1255,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
1256,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
1257,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1258,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
1259,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1260,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1261,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1262,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1263,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1264,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
1265,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
1266,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1267,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1268,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
1269,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
1270,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1271,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
1272,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
1273,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
1274,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
1275,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
1276,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
1277,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
1278,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
1279,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Forest
1280,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1281,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1282,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1283,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1284,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1285,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
1286,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1287,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1288,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1289,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1290,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1291,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1292,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1293,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
1294,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1295,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1296,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1297,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1298,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1299,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1300,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
1301,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1302,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
1303,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
1304,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1305,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
1306,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1307,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
1308,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
1309,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
1310,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1311,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
1312,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Water
1313,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
1314,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
1315,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
1316,Forest,Water,Water,NULL,Water,NULL,Water,Water
1317,Forest,Water,Water,NULL,Water,NULL,Water,Forest
1318,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
1319,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
1320,Forest,Water,Water,NULL,Water,Grassland,Water,Water
1321,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
1322,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
1323,Forest,Water,Water,NULL,Water,Wetland,Water,Water
1324,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
1325,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
1326,Forest,Water,Water,NULL,Water,Water,Wetland,Water
1327,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
1328,Forest,Water,Water,NULL,Water,Water,Water,Water
1329,Forest,Water,Water,NULL,Water,Water,Water,Forest
1330,Forest,Water,Water,NULL,Water,Water,Forest,Water
1331,Forest,Water,Water,NULL,Water,Water,Forest,Forest
1332,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
1333,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
1334,Forest,Water,Water,NULL,Water,Forest,Water,Water
1335,Forest,Water,Water,NULL,Water,Forest,Water,Forest
1336,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
1337,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1338,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
1339,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
1340,Forest,Water,Water,Non_Water,Water,Grassland,Water,Water
1341,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
1342,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
1343,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
1344,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
1345,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
1346,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
1347,Forest,Water,Water,Non_Water,Water,Water,Water,Water
1348,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
1349,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
1350,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
1351,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Water
1352,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
1353,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
1354,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
1355,Forest,Water,Water,Water,Water,NULL,Wetland,Water
1356,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
1357,Forest,Water,Water,Water,Water,NULL,Water,Water
1358,Forest,Water,Water,Water,Water,NULL,Water,Forest
1359,Forest,Water,Water,Water,Water,NULL,Forest,Water
1360,Forest,Water,Water,Water,Water,NULL,Forest,Forest
1361,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
1362,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
1363,Forest,Water,Water,Water,Water,Grassland,Water,Water
1364,Forest,Water,Water,Water,Water,Grassland,Water,Forest
1365,Forest,Water,Water,Water,Water,Grassland,Forest,Forest
1366,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
1367,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
1368,Forest,Water,Water,Water,Water,Wetland,Water,Water
1369,Forest,Water,Water,Water,Water,Wetland,Water,Forest
1370,Forest,Water,Water,Water,Water,Wetland,Forest,Water
1371,Forest,Water,Water,Water,Water,Water,Wetland,Water
1372,Forest,Water,Water,Water,Water,Water,Wetland,Forest
1373,Forest,Water,Water,Water,Water,Water,Water,Water
1374,Forest,Water,Water,Water,Water,Water,Water,Forest
1375,Forest,Water,Water,Water,Water,Water,Forest,Water
1376,Forest,Water,Water,Water,Water,Water,Forest,Forest
1377,Forest,Water,Water,Water,Water,Forest,Wetland,Water
1378,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
1379,Forest,Water,Water,Water,Water,Forest,Water,Water
1380,Forest,Water,Water,Water,Water,Forest,Water,Forest
1381,Forest,Water,Water,Water,Water,Forest,Forest,Forest
1382,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1383,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1384,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1385,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1386,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
1387,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1388,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1389,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1390,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
1391,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1392,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1393,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1394,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1395,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1396,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1397,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1398,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1399,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1400,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1401,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1402,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1403,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1404,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1405,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1406,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1407,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1408,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1409,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1410,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1411,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1412,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1413,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
1414,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1415,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1416,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1417,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1418,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1419,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1420,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1421,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1422,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
1423,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1424,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1425,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1426,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1427,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1428,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
1429,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1430,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
1431,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1432,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1433,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
1434,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1435,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
1436,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1437,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1438,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1439,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
1440,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1441,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1442,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
1443,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
