Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KQQ_M_R
13653,Water,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
13654,Water,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
13655,Water,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
13656,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
13657,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
13658,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
13659,Water,Forest,Forest,Non_Water,Non_Wetland,Bareland,NULL,Grassland
13660,Water,Forest,Forest,Non_Water,Non_Wetland,Bareland,NULL,Wetland
13661,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
13662,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
13663,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
13664,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
13665,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
13666,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
13667,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
13668,Permanent_ice_and_snow,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Wetland
13669,Permanent_ice_and_snow,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
13670,Permanent_ice_and_snow,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
13671,Permanent_ice_and_snow,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
13672,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
13673,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
13674,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
13675,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13676,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
13677,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
13678,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
13679,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
13680,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
13681,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
13682,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
13683,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
13684,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
13685,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
13686,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
13687,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
13688,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
13689,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13690,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13691,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
13692,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
13693,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
13694,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
13695,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
13696,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
13697,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
13698,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
13699,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
13700,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,Water,Bareland
13701,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
13702,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
13703,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
13704,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
13705,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
13706,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Wetland
13707,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
13708,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
13709,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
13710,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
13711,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
13712,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
13713,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
13714,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
13715,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
13716,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
13717,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
13718,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
13719,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
13720,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
13721,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
13722,Permanent_ice_and_snow,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
13723,Permanent_ice_and_snow,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
13724,Permanent_ice_and_snow,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
13725,Permanent_ice_and_snow,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Wetland
13726,Permanent_ice_and_snow,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
13727,Permanent_ice_and_snow,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
13728,Permanent_ice_and_snow,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Grassland
13729,Permanent_ice_and_snow,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Built-up
13730,Permanent_ice_and_snow,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
13731,Permanent_ice_and_snow,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
13732,Permanent_ice_and_snow,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
13733,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,Water,Water
13734,Permanent_ice_and_snow,NULL,Water,Water,Water,Bareland,Bareland,Bareland
13735,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
13736,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,Water,Water,Wetland
13737,Permanent_ice_and_snow,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
13738,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
13739,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,NULL,Water,Wetland
13740,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,Wetland,Water,Wetland
13741,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,Water,Water,Wetland
13742,Permanent_ice_and_snow,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
13743,Permanent_ice_and_snow,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
13744,Permanent_ice_and_snow,Cropland,Wetland,Non_Water,Wetland,Built-up,Built-up,Wetland
13745,Permanent_ice_and_snow,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
13746,Permanent_ice_and_snow,Cropland,Wetland,Non_Water,Wetland,Water,Water,Water
13747,Permanent_ice_and_snow,Cropland,Wetland,Water,Wetland,Bareland,Water,Wetland
13748,Permanent_ice_and_snow,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
13749,Permanent_ice_and_snow,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
13750,Permanent_ice_and_snow,Cropland,Bareland,NULL,Non_Wetland,Bareland,Water,Water
13751,Permanent_ice_and_snow,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Water
13752,Permanent_ice_and_snow,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Water,Wetland
13753,Permanent_ice_and_snow,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
13754,Permanent_ice_and_snow,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
13755,Permanent_ice_and_snow,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Water,Wetland
13756,Permanent_ice_and_snow,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Wetland
13757,Permanent_ice_and_snow,Cropland,Water,NULL,Water,Water,Water,Water
13758,Permanent_ice_and_snow,Cropland,Water,Water,Water,Water,Water,Wetland
13759,Permanent_ice_and_snow,Cropland,Water,Water,Water,Water,Water,Water
13760,Permanent_ice_and_snow,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
13761,Permanent_ice_and_snow,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
13762,Permanent_ice_and_snow,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
13763,Permanent_ice_and_snow,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
13764,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
13765,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13766,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
13767,Permanent_ice_and_snow,Wetland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
13768,Permanent_ice_and_snow,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13769,Permanent_ice_and_snow,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
13770,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,Water,Wetland
13771,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Bareland,Water,Wetland
13772,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
13773,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
13774,Permanent_ice_and_snow,Wetland,Bareland,NULL,Non_Wetland,NULL,Water,Wetland
13775,Permanent_ice_and_snow,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Water,Wetland
13776,Permanent_ice_and_snow,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Wetland
13777,Permanent_ice_and_snow,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
13778,Permanent_ice_and_snow,Wetland,Bareland,Water,Non_Wetland,NULL,Water,Wetland
13779,Permanent_ice_and_snow,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
13780,Permanent_ice_and_snow,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
13781,Permanent_ice_and_snow,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
13782,Permanent_ice_and_snow,Wetland,Water,Water,Water,Water,Water,Wetland
13783,Permanent_ice_and_snow,Wetland,Water,Water,Water,Water,Water,Water
13784,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
13785,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
13786,Permanent_ice_and_snow,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
13787,Permanent_ice_and_snow,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
13788,Permanent_ice_and_snow,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
13789,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
13790,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
13791,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13792,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
13793,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
13794,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
13795,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
13796,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
13797,Permanent_ice_and_snow,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
13798,Permanent_ice_and_snow,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
13799,Permanent_ice_and_snow,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
13800,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
13801,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
13802,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,Bareland,Built-up,Bareland
13803,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
13804,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
13805,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
13806,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
13807,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
13808,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13809,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
13810,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
13811,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
13812,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
13813,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
13814,Permanent_ice_and_snow,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
13815,Permanent_ice_and_snow,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
13816,Permanent_ice_and_snow,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
13817,Permanent_ice_and_snow,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
13818,Permanent_ice_and_snow,Bareland,Wetland,NULL,NULL,Bareland,Bareland,Bareland
13819,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,Bareland,NULL,Grassland
13820,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
13821,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,NULL,Bareland,Bareland,Bareland
13822,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
13823,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
13824,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,Bareland,Built-up,Grassland
13825,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,Water,Wetland
13826,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
13827,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
13828,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
13829,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
13830,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13831,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
13832,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
13833,Permanent_ice_and_snow,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
13834,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,NULL,Water,Wetland
13835,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
13836,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Water
13837,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
13838,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
13839,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
13840,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
13841,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Wetland
13842,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
13843,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
13844,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
13845,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
13846,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
13847,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
13848,Permanent_ice_and_snow,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
13849,Permanent_ice_and_snow,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
13850,Permanent_ice_and_snow,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
13851,Permanent_ice_and_snow,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
13852,Permanent_ice_and_snow,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
13853,Permanent_ice_and_snow,Bareland,Water,NULL,NULL,Bareland,Bareland,Bareland
13854,Permanent_ice_and_snow,Bareland,Water,NULL,NULL,Bareland,Water,Bareland
13855,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Bareland,Bareland,Bareland
13856,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Bareland,Bareland,Water
13857,Permanent_ice_and_snow,Bareland,Water,Non_Water,Water,Bareland,Bareland,Bareland
13858,Permanent_ice_and_snow,Bareland,Water,Water,NULL,Bareland,Bareland,Bareland
13859,Permanent_ice_and_snow,Bareland,Water,Water,NULL,Bareland,Bareland,Water
13860,Permanent_ice_and_snow,Bareland,Water,Water,NULL,Bareland,Water,Bareland
13861,Permanent_ice_and_snow,Bareland,Water,Water,Water,Bareland,Bareland,Bareland
13862,Permanent_ice_and_snow,Bareland,Water,Water,Water,Bareland,Bareland,Water
13863,Permanent_ice_and_snow,Bareland,Water,Water,Water,Bareland,Water,Bareland
13864,Permanent_ice_and_snow,Bareland,Water,Water,Water,Bareland,Water,Water
13865,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
13866,Permanent_ice_and_snow,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
13867,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
13868,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
13869,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
13870,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
13871,Permanent_ice_and_snow,Built-up,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
13872,Permanent_ice_and_snow,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
13873,Permanent_ice_and_snow,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
13874,Permanent_ice_and_snow,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
13875,Permanent_ice_and_snow,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
13876,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
13877,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
13878,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
13879,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
13880,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13881,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
13882,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
13883,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
13884,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
13885,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
13886,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
13887,Permanent_ice_and_snow,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
13888,Permanent_ice_and_snow,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
13889,Permanent_ice_and_snow,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
13890,Permanent_ice_and_snow,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
13891,Permanent_ice_and_snow,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
13892,Permanent_ice_and_snow,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
13893,Permanent_ice_and_snow,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
13894,Permanent_ice_and_snow,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
13895,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
13896,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
13897,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
13898,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
13899,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
13900,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
13901,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13902,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
13903,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
13904,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
13905,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
13906,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
13907,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
13908,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
13909,Permanent_ice_and_snow,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
13910,Permanent_ice_and_snow,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
13911,Permanent_ice_and_snow,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
13912,Permanent_ice_and_snow,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
13913,Permanent_ice_and_snow,Built-up,Wetland,Water,NULL,Bareland,Bareland,Grassland
13914,Permanent_ice_and_snow,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Grassland
13915,Permanent_ice_and_snow,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Bareland
13916,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13917,Permanent_ice_and_snow,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
13918,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
13919,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
13920,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
13921,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
13922,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
