Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NMK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NMK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NMK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NMK_M_R
2380,Forest,Water,Water,Water,Water,Grassland,Bareland,Grassland
2381,Forest,Water,Water,Water,Water,Grassland,Bareland,Water
2382,Forest,Water,Water,Water,Water,Grassland,Bareland,Forest
2383,Forest,Water,Water,Water,Water,Grassland,Water,Water
2384,Forest,Water,Water,Water,Water,Grassland,Water,Forest
2385,Forest,Water,Water,Water,Water,Grassland,Forest,Water
2386,Forest,Water,Water,Water,Water,Bareland,Wetland,Water
2387,Forest,Water,Water,Water,Water,Bareland,Bareland,Grassland
2388,Forest,Water,Water,Water,Water,Bareland,Bareland,Bareland
2389,Forest,Water,Water,Water,Water,Bareland,Bareland,Water
2390,Forest,Water,Water,Water,Water,Bareland,Bareland,Forest
2391,Forest,Water,Water,Water,Water,Bareland,Water,Water
2392,Forest,Water,Water,Water,Water,Bareland,Water,Forest
2393,Forest,Water,Water,Water,Water,Bareland,Forest,Forest
2394,Forest,Water,Water,Water,Water,Water,Wetland,Water
2395,Forest,Water,Water,Water,Water,Water,Wetland,Forest
2396,Forest,Water,Water,Water,Water,Water,Bareland,Grassland
2397,Forest,Water,Water,Water,Water,Water,Bareland,Bareland
2398,Forest,Water,Water,Water,Water,Water,Bareland,Water
2399,Forest,Water,Water,Water,Water,Water,Bareland,Forest
2400,Forest,Water,Water,Water,Water,Water,Water,Water
2401,Forest,Water,Water,Water,Water,Water,Water,Forest
2402,Forest,Water,Water,Water,Water,Water,Forest,Water
2403,Forest,Water,Water,Water,Water,Water,Forest,Forest
2404,Forest,Water,Water,Water,Water,Forest,Wetland,Water
2405,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
2406,Forest,Water,Water,Water,Water,Forest,Bareland,Grassland
2407,Forest,Water,Water,Water,Water,Forest,Bareland,Bareland
2408,Forest,Water,Water,Water,Water,Forest,Bareland,Water
2409,Forest,Water,Water,Water,Water,Forest,Bareland,Forest
2410,Forest,Water,Water,Water,Water,Forest,Water,Water
2411,Forest,Water,Water,Water,Water,Forest,Water,Forest
2412,Forest,Water,Water,Water,Water,Forest,Forest,Water
2413,Forest,Water,Water,Water,Water,Forest,Forest,Forest
2414,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2415,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2416,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2417,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2418,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2419,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2420,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2421,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2422,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2423,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
2424,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
2425,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Water
2426,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2427,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
2428,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2429,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2430,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
2431,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2432,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2433,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2434,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2435,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
2436,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2437,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2438,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2439,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
2440,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2441,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2442,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
2443,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
2444,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2445,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2446,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2447,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
2448,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2449,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2450,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2451,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
2452,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2453,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
2454,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
2455,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
2456,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2457,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2458,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
2459,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
2460,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2461,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
2462,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
2463,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2464,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2465,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2466,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2467,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,NULL
2468,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
2469,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
2470,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
2471,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
2472,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2473,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2474,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2475,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
2476,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2477,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2478,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
2479,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2480,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2481,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2482,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
2483,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2484,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2485,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
2486,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Water
2487,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2488,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Grassland
2489,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
2490,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
2491,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2492,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2493,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
2494,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2495,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2496,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2497,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2498,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2499,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
2500,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2501,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland,Water
2502,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland,Forest
2503,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
2504,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2505,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
2506,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
2507,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Water
2508,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
2509,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2510,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2511,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Forest
2512,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2513,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2514,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
2515,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2516,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2517,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Bareland,Forest
2518,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
2519,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2520,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
2521,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2522,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2523,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2524,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2525,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2526,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2527,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
2528,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2529,Forest,Water,Forest,Water,Non_Wetland,NULL,Bareland,Water
2530,Forest,Water,Forest,Water,Non_Wetland,NULL,Bareland,Forest
2531,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
2532,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
2533,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
2534,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
2535,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
2536,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
2537,Forest,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
2538,Forest,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Forest
2539,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
2540,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
2541,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Water
2542,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
2543,Forest,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
2544,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
2545,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
2546,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
2547,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
2548,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
2549,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
2550,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Grassland
2551,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2552,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2553,Forest,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
2554,Forest,Water,Forest,Water,Non_Wetland,Water,Bareland,Forest
2555,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
2556,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2557,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
2558,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2559,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Grassland
2560,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
2561,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2562,Forest,Water,Forest,Water,Non_Wetland,Forest,Bareland,Forest
2563,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Grassland
2564,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
2565,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
2566,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Grassland
2567,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Bareland
2568,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
2569,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
2570,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2571,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2572,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
2573,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
2574,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2575,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2576,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Water
2577,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2578,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2579,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Water
2580,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
2581,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2582,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
2583,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
2584,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2585,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Bareland,Grassland
2586,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
2587,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
2588,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2589,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2590,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2591,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2592,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
2593,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2594,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2595,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
2596,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
2597,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
2598,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2599,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2600,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2601,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
2602,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2603,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2604,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2605,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2606,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2607,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2608,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
2609,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2610,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2611,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2612,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2613,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2614,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2615,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
2616,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2617,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2618,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2619,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2620,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2621,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2622,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2623,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2624,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2625,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2626,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
2627,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2628,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
2629,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2630,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2631,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
2632,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2633,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
2634,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2635,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
2636,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
2637,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2638,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
2639,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2640,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
2641,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2642,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2643,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
2644,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2645,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
2646,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2647,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
2648,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
2649,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Wetland
2650,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2651,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
2652,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2653,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2654,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2655,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2656,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2657,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2658,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2659,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
2660,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2661,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2662,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
2663,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2664,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
2665,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Bareland,Grassland
2666,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
2667,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
2668,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
2669,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
2670,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
2671,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
2672,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
2673,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
2674,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Bareland,Grassland
2675,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Bareland,Forest
2676,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Grassland
2677,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2678,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2679,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2680,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2681,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2682,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
2683,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2684,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
2685,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
2686,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2687,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
2688,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2689,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2690,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2691,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2692,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2693,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
2694,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2695,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2696,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
2697,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2698,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2699,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
2700,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2701,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2702,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2703,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2704,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2705,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2706,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2707,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2708,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
2709,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2710,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2711,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
2712,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
2713,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
2714,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2715,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
2716,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2717,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
2718,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,NULL
2719,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
2720,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
2721,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
2722,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
2723,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2724,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2725,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
2726,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
2727,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
2728,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
