Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NRG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NRG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NRG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NRG_M_R
3652,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3653,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
3654,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
3655,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3656,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
3657,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
3658,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
3659,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
3660,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
3661,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
3662,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
3663,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
3664,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
3665,Forest,Water,Wetland,NULL,Wetland,Water,Water,Bareland
3666,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
3667,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
3668,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
3669,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
3670,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
3671,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
3672,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
3673,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
3674,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
3675,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
3676,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
3677,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
3678,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3679,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
3680,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
3681,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3682,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3683,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
3684,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3685,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
3686,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
3687,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3688,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
3689,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
3690,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
3691,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
3692,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
3693,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
3694,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
3695,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
3696,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
3697,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
3698,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
3699,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
3700,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
3701,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
3702,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
3703,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Water
3704,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
3705,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
3706,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
3707,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
3708,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
3709,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
3710,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
3711,Forest,Water,Wetland,Water,Wetland,Forest,Grassland,Water
3712,Forest,Water,Wetland,Water,Wetland,Forest,Grassland,Forest
3713,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
3714,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
3715,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3716,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
3717,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
3718,Forest,Water,Water,NULL,Water,NULL,Water,Forest
3719,Forest,Water,Water,NULL,Water,Grassland,Grassland,Grassland
3720,Forest,Water,Water,NULL,Water,Wetland,Grassland,Forest
3721,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
3722,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
3723,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
3724,Forest,Water,Water,NULL,Water,Wetland,Water,Water
3725,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
3726,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
3727,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
3728,Forest,Water,Water,NULL,Water,Water,Wetland,Water
3729,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
3730,Forest,Water,Water,NULL,Water,Water,Water,Bareland
3731,Forest,Water,Water,NULL,Water,Water,Water,Water
3732,Forest,Water,Water,NULL,Water,Water,Water,Forest
3733,Forest,Water,Water,NULL,Water,Water,Forest,Water
3734,Forest,Water,Water,NULL,Water,Water,Forest,Forest
3735,Forest,Water,Water,NULL,Water,Forest,Grassland,Grassland
3736,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
3737,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
3738,Forest,Water,Water,NULL,Water,Forest,Water,Water
3739,Forest,Water,Water,NULL,Water,Forest,Water,Forest
3740,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
3741,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
3742,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
3743,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Grassland
3744,Forest,Water,Water,Non_Water,Water,Grassland,Water,Grassland
3745,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
3746,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
3747,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
3748,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
3749,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Forest
3750,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
3751,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
3752,Forest,Water,Water,Non_Water,Water,Water,Water,Water
3753,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
3754,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
3755,Forest,Water,Water,Water,Water,NULL,Wetland,Water
3756,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
3757,Forest,Water,Water,Water,Water,NULL,Water,Water
3758,Forest,Water,Water,Water,Water,NULL,Water,Forest
3759,Forest,Water,Water,Water,Water,Grassland,Wetland,Grassland
3760,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
3761,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
3762,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
3763,Forest,Water,Water,Water,Water,Grassland,Water,Water
3764,Forest,Water,Water,Water,Water,Grassland,Water,Forest
3765,Forest,Water,Water,Water,Water,Wetland,Grassland,Grassland
3766,Forest,Water,Water,Water,Water,Wetland,Grassland,Forest
3767,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
3768,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
3769,Forest,Water,Water,Water,Water,Wetland,Water,Water
3770,Forest,Water,Water,Water,Water,Wetland,Water,Forest
3771,Forest,Water,Water,Water,Water,Wetland,Forest,Water
3772,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
3773,Forest,Water,Water,Water,Water,Water,Grassland,Forest
3774,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
3775,Forest,Water,Water,Water,Water,Water,Wetland,Water
3776,Forest,Water,Water,Water,Water,Water,Wetland,Forest
3777,Forest,Water,Water,Water,Water,Water,Water,Grassland
3778,Forest,Water,Water,Water,Water,Water,Water,Bareland
3779,Forest,Water,Water,Water,Water,Water,Water,Water
3780,Forest,Water,Water,Water,Water,Water,Water,Forest
3781,Forest,Water,Water,Water,Water,Water,Forest,Water
3782,Forest,Water,Water,Water,Water,Water,Forest,Forest
3783,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
3784,Forest,Water,Water,Water,Water,Forest,Water,Water
3785,Forest,Water,Water,Water,Water,Forest,Water,Forest
3786,Forest,Water,Water,Water,Water,Forest,Forest,Water
3787,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3788,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3789,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3790,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
3791,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
3792,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
3793,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3794,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3795,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3796,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3797,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
3798,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3799,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3800,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3801,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3802,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3803,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3804,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3805,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3806,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
3807,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Bareland
3808,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
3809,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3810,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3811,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Bareland
3812,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
3813,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3814,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3815,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
3816,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3817,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3818,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
3819,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3820,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3821,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3822,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
3823,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
3824,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
3825,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3826,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
3827,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3828,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
3829,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
3830,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3831,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Water
3832,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3833,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3834,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
3835,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
3836,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3837,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Water
3838,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
3839,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3840,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
3841,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
3842,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
3843,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
3844,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3845,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3846,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
3847,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
3848,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
3849,Forest,Water,Forest,Water,Non_Wetland,NULL,Grassland,Forest
3850,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
3851,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
3852,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
3853,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
3854,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
3855,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
3856,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
3857,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3858,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
3859,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3860,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
3861,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
3862,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
3863,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
3864,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
3865,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
3866,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
3867,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
3868,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
3869,Forest,Water,Forest,Water,Non_Wetland,Forest,Grassland,Forest
3870,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
3871,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
3872,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
3873,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
3874,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
3875,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3876,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3877,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3878,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
3879,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3880,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3881,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3882,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3883,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3884,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3885,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3886,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
3887,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3888,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3889,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
3890,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3891,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3892,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3893,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3894,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
3895,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3896,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3897,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3898,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3899,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3900,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3901,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
3902,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3903,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3904,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3905,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
3906,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3907,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3908,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
3909,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3910,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3911,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3912,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3913,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3914,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3915,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
3916,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3917,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3918,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
3919,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
3920,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3921,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3922,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3923,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3924,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3925,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3926,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3927,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3928,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3929,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3930,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3931,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3932,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3933,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3934,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3935,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
3936,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3937,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
3938,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3939,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3940,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
3941,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3942,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3943,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3944,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
3945,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3946,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3947,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3948,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
3949,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3950,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
3951,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3952,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
3953,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
3954,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3955,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3956,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
3957,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3958,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3959,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3960,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3961,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
3962,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3963,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3964,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
3965,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
3966,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
3967,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
3968,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3969,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3970,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3971,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
3972,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3973,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3974,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3975,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3976,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3977,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3978,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3979,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3980,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3981,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3982,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
3983,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3984,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
3985,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3986,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3987,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3988,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
3989,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3990,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3991,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
3992,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
3993,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
3994,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
3995,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
3996,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3997,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3998,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3999,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
4000,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4001,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4002,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
4003,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
4004,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
4005,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
4006,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
4007,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
4008,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
4009,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4010,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
