Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KBU_M_R
4365,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
4366,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Water,Water
4367,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Water,Forest
4368,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
4369,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
4370,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Water
4371,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4372,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4373,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4374,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
4375,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4376,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
4377,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4378,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4379,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
4380,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
4381,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4382,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
4383,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4384,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4385,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Forest
4386,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4387,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4388,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4389,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
4390,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,NULL,Grassland
4391,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
4392,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
4393,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
4394,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
4395,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
4396,Forest,NULL,Grassland,Water,Non_Wetland,Water,Forest,Water
4397,Forest,NULL,Grassland,Water,Non_Wetland,Forest,NULL,Forest
4398,Forest,NULL,Grassland,Water,Non_Wetland,Forest,Water,Forest
4399,Forest,NULL,Grassland,Water,Non_Wetland,Forest,Forest,Forest
4400,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4401,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4402,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4403,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4404,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
4405,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
4406,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4407,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4408,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4409,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
4410,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
4411,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
4412,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4413,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
4414,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
4415,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
4416,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
4417,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
4418,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
4419,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
4420,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
4421,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
4422,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
4423,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
4424,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
4425,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
4426,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
4427,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
4428,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
4429,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
4430,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
4431,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
4432,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
4433,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
4434,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
4435,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
4436,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
4437,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
4438,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
4439,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
4440,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
4441,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Water
4442,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
4443,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4444,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4445,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
4446,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
4447,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4448,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4449,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4450,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4451,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4452,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4453,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
4454,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
4455,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4456,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
4457,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
4458,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4459,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
4460,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
4461,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
4462,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
4463,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4464,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
4465,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
4466,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4467,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
4468,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4469,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4470,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
4471,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
4472,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
4473,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4474,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4475,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
4476,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4477,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
4478,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
4479,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
4480,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
4481,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
4482,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
4483,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
4484,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
4485,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
4486,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
4487,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
4488,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
4489,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
4490,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
4491,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
4492,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
4493,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
4494,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
4495,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
4496,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4497,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
4498,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
4499,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
4500,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4501,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
4502,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4503,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
4504,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Built-up
4505,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
4506,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
4507,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4508,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Built-up
4509,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
4510,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
4511,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Water
4512,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
4513,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
4514,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Bareland
4515,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Water
4516,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
4517,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4518,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
4519,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
4520,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4521,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4522,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
4523,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4524,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
4525,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
4526,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
4527,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
4528,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
4529,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
4530,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
4531,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
4532,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
4533,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
4534,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
4535,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
4536,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
4537,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4538,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
4539,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
4540,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
4541,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4542,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
4543,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
4544,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
4545,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4546,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
4547,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4548,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4549,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
4550,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
4551,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Water,Forest
4552,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
4553,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Cropland
4554,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
4555,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
4556,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
4557,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
4558,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
4559,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
4560,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Forest
4561,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
4562,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
4563,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
4564,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
4565,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Water
4566,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4567,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4568,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
4569,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4570,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
4571,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Cropland
4572,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
4573,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
4574,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Cropland
4575,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
4576,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
4577,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
4578,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Cropland
4579,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
4580,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Water
4581,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Forest
4582,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
4583,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
4584,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
4585,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Built-up
4586,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Water
4587,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4588,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4589,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4590,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4591,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
4592,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
4593,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
4594,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4595,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
4596,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
4597,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4598,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
4599,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Bareland
4600,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Water
4601,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4602,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
4603,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Forest
4604,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Bareland
4605,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
4606,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
4607,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
4608,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
4609,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
4610,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Cropland
4611,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
4612,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4613,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
4614,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
4615,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4616,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4617,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4618,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4619,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4620,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
4621,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
4622,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4623,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
4624,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Bareland
4625,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Water
4626,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
4627,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4628,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4629,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4630,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
4631,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4632,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4633,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
4634,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4635,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
4636,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
4637,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Cropland
4638,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
4639,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
4640,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
4641,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
4642,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
4643,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
4644,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
4645,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
4646,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
4647,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Bareland,Forest
4648,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Water,Water
4649,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
4650,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Grassland
4651,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
4652,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
4653,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
4654,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
4655,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
4656,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Grassland
4657,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
4658,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water,Cropland
4659,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water,Built-up
4660,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
4661,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water,Forest
4662,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Forest,Water
4663,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Forest,Forest
4664,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
4665,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Water
4666,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Forest
4667,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
4668,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Water
4669,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
4670,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Water
4671,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Forest
4672,Forest,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
4673,Forest,NULL,Cropland,Water,Non_Wetland,Water,Water,Forest
4674,Forest,NULL,Cropland,Water,Non_Wetland,Water,Forest,Water
4675,Forest,NULL,Cropland,Water,Non_Wetland,Forest,NULL,Forest
4676,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Water,Forest
4677,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Forest,Water
4678,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Forest,Forest
4679,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
4680,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
4681,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
4682,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
4683,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
4684,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Cropland
4685,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
4686,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Water
4687,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
4688,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
4689,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
4690,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
4691,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
4692,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4693,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
4694,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
