Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LVR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LVR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LVR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LVR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LVR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LVR_M_R
1290,Bareland,Water,Water,NULL,Water,Grassland
1291,Bareland,Water,Water,NULL,Water,Bareland
1292,Bareland,Water,Water,NULL,Water,Water
1293,Bareland,Water,Water,NULL,Water,Forest
1294,Bareland,Water,Water,Non_Water,Water,Bareland
1295,Bareland,Water,Water,Non_Water,Water,Water
1296,Bareland,Water,Water,Non_Water,Water,Forest
1297,Bareland,Water,Water,Water,Water,Grassland
1298,Bareland,Water,Water,Water,Water,Bareland
1299,Bareland,Water,Water,Water,Water,Water
1300,Bareland,Water,Water,Water,Water,Forest
1301,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1302,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1303,Bareland,Water,Forest,NULL,Non_Wetland,Built-up
1304,Bareland,Water,Forest,NULL,Non_Wetland,Water
1305,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1306,Bareland,Water,Forest,Non_Water,Non_Wetland,Grassland
1307,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland
1308,Bareland,Water,Forest,Non_Water,Non_Wetland,Water
1309,Bareland,Water,Forest,Non_Water,Non_Wetland,Forest
1310,Bareland,Water,Forest,Water,Non_Wetland,Grassland
1311,Bareland,Water,Forest,Water,Non_Wetland,Bareland
1312,Bareland,Water,Forest,Water,Non_Wetland,Water
1313,Bareland,Water,Forest,Water,Non_Wetland,Forest
1314,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
1315,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1316,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1317,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
1318,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
1319,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Water
1320,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1321,Bareland,Forest,Shrubland,Water,Non_Wetland,Forest
1322,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1323,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
1324,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
1325,Bareland,Forest,Grassland,Water,Non_Wetland,Grassland
1326,Bareland,Forest,Grassland,Water,Non_Wetland,Bareland
1327,Bareland,Forest,Grassland,Water,Non_Wetland,Forest
1328,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1329,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1330,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1331,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1332,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Bareland
1333,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Forest
1334,Bareland,Forest,Cropland,Water,Non_Wetland,Grassland
1335,Bareland,Forest,Cropland,Water,Non_Wetland,Bareland
1336,Bareland,Forest,Cropland,Water,Non_Wetland,Forest
1337,Bareland,Forest,Wetland,NULL,Wetland,Forest
1338,Bareland,Forest,Wetland,Non_Water,Wetland,Water
1339,Bareland,Forest,Wetland,Non_Water,Wetland,Forest
1340,Bareland,Forest,Wetland,Water,Wetland,Bareland
1341,Bareland,Forest,Wetland,Water,Wetland,Water
1342,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
1343,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
1344,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1345,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1346,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Water
1347,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Forest
1348,Bareland,Forest,Bareland,Water,Non_Wetland,Grassland
1349,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland
1350,Bareland,Forest,Bareland,Water,Non_Wetland,Water
1351,Bareland,Forest,Bareland,Water,Non_Wetland,Forest
1352,Bareland,Forest,Built-up,NULL,Non_Wetland,Forest
1353,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Bareland
1354,Bareland,Forest,Water,NULL,Water,Water
1355,Bareland,Forest,Water,Water,Water,Bareland
1356,Bareland,Forest,Water,Water,Water,Water
1357,Bareland,Forest,Water,Water,Water,Forest
1358,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1359,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
1360,Bareland,Forest,Forest,NULL,Non_Wetland,Water
1361,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1362,Bareland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1363,Bareland,Forest,Forest,Non_Water,Non_Wetland,Bareland
1364,Bareland,Forest,Forest,Non_Water,Non_Wetland,Water
1365,Bareland,Forest,Forest,Non_Water,Non_Wetland,Forest
1366,Bareland,Forest,Forest,Water,Non_Wetland,Grassland
1367,Bareland,Forest,Forest,Water,Non_Wetland,Bareland
1368,Bareland,Forest,Forest,Water,Non_Wetland,Water
1369,Bareland,Forest,Forest,Water,Non_Wetland,Forest
1370,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1371,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1372,Water,NULL,NULL,NULL,Non_Wetland,Forest
1373,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1374,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1375,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
1376,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1377,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1378,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1379,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1380,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
1381,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1382,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1383,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1384,Water,NULL,Shrubland,Water,Non_Wetland,Water
1385,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1386,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1387,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1388,Water,NULL,Grassland,NULL,Non_Wetland,Water
1389,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1390,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1391,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1392,Water,NULL,Cropland,NULL,Non_Wetland,Water
1393,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1394,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1395,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1396,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1397,Water,NULL,Cropland,Water,Non_Wetland,Forest
1398,Water,NULL,Wetland,NULL,Wetland,Forest
1399,Water,NULL,Wetland,Water,Wetland,Water
1400,Water,NULL,Wetland,Water,Wetland,Forest
1401,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1402,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1403,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1404,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1405,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
1406,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1407,Water,NULL,Bareland,Water,Non_Wetland,Water
1408,Water,NULL,Water,NULL,Water,Grassland
1409,Water,NULL,Water,NULL,Water,Forest
1410,Water,NULL,Water,Non_Water,Water,Water
1411,Water,NULL,Water,Water,Water,Bareland
1412,Water,NULL,Water,Water,Water,Water
1413,Water,NULL,Forest,NULL,Non_Wetland,NULL
1414,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1415,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1416,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1417,Water,NULL,Forest,NULL,Non_Wetland,Water
1418,Water,NULL,Forest,NULL,Non_Wetland,Forest
1419,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland
1420,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1421,Water,NULL,Forest,Water,Non_Wetland,Bareland
1422,Water,NULL,Forest,Water,Non_Wetland,Water
1423,Water,NULL,Forest,Water,Non_Wetland,Forest
1424,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1425,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
1426,Water,Cropland,NULL,NULL,Non_Wetland,Water
1427,Water,Cropland,NULL,NULL,Non_Wetland,Forest
1428,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland
1429,Water,Cropland,NULL,Water,Non_Wetland,Forest
1430,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1431,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1432,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1433,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1434,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1435,Water,Cropland,Shrubland,Water,Non_Wetland,Water
1436,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1437,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1438,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1439,Water,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1440,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
1441,Water,Cropland,Grassland,Water,Non_Wetland,Forest
1442,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1443,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1444,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1445,Water,Cropland,Cropland,NULL,Non_Wetland,Water
1446,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1447,Water,Cropland,Cropland,Water,Non_Wetland,Water
1448,Water,Cropland,Wetland,NULL,Wetland,Forest
1449,Water,Cropland,Wetland,Non_Water,Wetland,Water
1450,Water,Cropland,Wetland,Water,Wetland,Grassland
1451,Water,Cropland,Wetland,Water,Wetland,Bareland
1452,Water,Cropland,Wetland,Water,Wetland,Water
1453,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1454,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
1455,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up
1456,Water,Cropland,Water,NULL,Water,Grassland
1457,Water,Cropland,Water,NULL,Water,Wetland
1458,Water,Cropland,Water,NULL,Water,Water
1459,Water,Cropland,Water,NULL,Water,Forest
1460,Water,Cropland,Water,Non_Water,Water,Water
1461,Water,Cropland,Water,Non_Water,Water,Forest
1462,Water,Cropland,Water,Water,Water,Water
1463,Water,Cropland,Water,Water,Water,Forest
1464,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1465,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1466,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
1467,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
1468,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1469,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1470,Water,Cropland,Forest,Non_Water,Non_Wetland,Water
1471,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
1472,Water,Cropland,Forest,Water,Non_Wetland,Grassland
1473,Water,Cropland,Forest,Water,Non_Wetland,Cropland
1474,Water,Cropland,Forest,Water,Non_Wetland,Water
1475,Water,Cropland,Forest,Water,Non_Wetland,Forest
1476,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1477,Water,Wetland,Wetland,Non_Water,Wetland,Water
1478,Water,Wetland,Wetland,Water,Wetland,Water
1479,Water,Wetland,Bareland,Water,Non_Wetland,Forest
1480,Water,Wetland,Water,Non_Water,Water,Water
1481,Water,Wetland,Water,Water,Water,Grassland
1482,Water,Wetland,Water,Water,Water,Water
1483,Water,Wetland,Water,Water,Water,Forest
1484,Water,Wetland,Forest,Water,Non_Wetland,Forest
1485,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1486,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1487,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest
1488,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1489,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1490,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1491,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
1492,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1493,Water,Bareland,Shrubland,Water,Non_Wetland,Forest
1494,Water,Bareland,Grassland,NULL,Non_Wetland,Water
1495,Water,Bareland,Grassland,Non_Water,Non_Wetland,Water
1496,Water,Bareland,Grassland,Non_Water,Non_Wetland,Forest
1497,Water,Bareland,Grassland,Water,Non_Wetland,Water
1498,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1499,Water,Bareland,Cropland,NULL,Non_Wetland,Water
1500,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
1501,Water,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1502,Water,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1503,Water,Bareland,Cropland,Non_Water,Non_Wetland,Water
1504,Water,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1505,Water,Bareland,Cropland,Water,Non_Wetland,Grassland
1506,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1507,Water,Bareland,Cropland,Water,Non_Wetland,Water
1508,Water,Bareland,Cropland,Water,Non_Wetland,Forest
1509,Water,Bareland,Wetland,NULL,Wetland,Water
1510,Water,Bareland,Wetland,NULL,Wetland,Forest
1511,Water,Bareland,Wetland,Non_Water,Wetland,Bareland
1512,Water,Bareland,Wetland,Non_Water,Wetland,Water
1513,Water,Bareland,Wetland,Non_Water,Wetland,Forest
1514,Water,Bareland,Wetland,Water,Wetland,Bareland
1515,Water,Bareland,Wetland,Water,Wetland,Water
1516,Water,Bareland,Wetland,Water,Wetland,Forest
1517,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1518,Water,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1519,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1520,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
1521,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1522,Water,Bareland,Bareland,Water,Non_Wetland,Water
1523,Water,Bareland,Bareland,Water,Non_Wetland,Forest
1524,Water,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1525,Water,Bareland,Water,NULL,Water,Grassland
1526,Water,Bareland,Water,NULL,Water,Bareland
1527,Water,Bareland,Water,NULL,Water,Water
1528,Water,Bareland,Water,NULL,Water,Forest
1529,Water,Bareland,Water,Non_Water,Water,Bareland
1530,Water,Bareland,Water,Non_Water,Water,Water
1531,Water,Bareland,Water,Non_Water,Water,Forest
1532,Water,Bareland,Water,Water,Water,Grassland
1533,Water,Bareland,Water,Water,Water,Bareland
1534,Water,Bareland,Water,Water,Water,Water
1535,Water,Bareland,Water,Water,Water,Forest
1536,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
1537,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
1538,Water,Bareland,Forest,NULL,Non_Wetland,Water
1539,Water,Bareland,Forest,NULL,Non_Wetland,Forest
1540,Water,Bareland,Forest,Non_Water,Non_Wetland,Bareland
1541,Water,Bareland,Forest,Non_Water,Non_Wetland,Water
1542,Water,Bareland,Forest,Non_Water,Non_Wetland,Forest
1543,Water,Bareland,Forest,Water,Non_Wetland,Bareland
1544,Water,Bareland,Forest,Water,Non_Wetland,Water
1545,Water,Bareland,Forest,Water,Non_Wetland,Forest
1546,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1547,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1548,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1549,Water,Built-up,Shrubland,NULL,Non_Wetland,Water
1550,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1551,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
1552,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1553,Water,Built-up,Shrubland,Water,Non_Wetland,Water
1554,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1555,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
1556,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1557,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
1558,Water,Built-up,Cropland,NULL,Non_Wetland,Water
1559,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1560,Water,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1561,Water,Built-up,Wetland,Non_Water,Wetland,Forest
1562,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up
1563,Water,Built-up,Bareland,Non_Water,Non_Wetland,Water
1564,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
1565,Water,Built-up,Bareland,Water,Non_Wetland,Forest
1566,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
1567,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland
1568,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
1569,Water,Built-up,Water,NULL,Water,Water
1570,Water,Built-up,Water,NULL,Water,Forest
1571,Water,Built-up,Water,Non_Water,Water,Forest
1572,Water,Built-up,Water,Water,Water,Bareland
1573,Water,Built-up,Water,Water,Water,Built-up
1574,Water,Built-up,Water,Water,Water,Water
1575,Water,Built-up,Water,Water,Water,Forest
1576,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
1577,Water,Built-up,Forest,NULL,Non_Wetland,Bareland
1578,Water,Built-up,Forest,NULL,Non_Wetland,Water
1579,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1580,Water,Built-up,Forest,Non_Water,Non_Wetland,Bareland
1581,Water,Built-up,Forest,Non_Water,Non_Wetland,Water
1582,Water,Built-up,Forest,Non_Water,Non_Wetland,Forest
1583,Water,Built-up,Forest,Water,Non_Wetland,Water
1584,Water,Built-up,Forest,Water,Non_Wetland,Forest
1585,Water,Water,NULL,NULL,Non_Wetland,Grassland
1586,Water,Water,NULL,NULL,Non_Wetland,Cropland
1587,Water,Water,NULL,NULL,Non_Wetland,Bareland
1588,Water,Water,NULL,NULL,Non_Wetland,Water
1589,Water,Water,NULL,NULL,Non_Wetland,Forest
1590,Water,Water,NULL,Non_Water,Non_Wetland,Water
1591,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1592,Water,Water,NULL,Water,Non_Wetland,Grassland
1593,Water,Water,NULL,Water,Non_Wetland,Bareland
1594,Water,Water,NULL,Water,Non_Wetland,Water
1595,Water,Water,NULL,Water,Non_Wetland,Forest
1596,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1597,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1598,Water,Water,Shrubland,NULL,Non_Wetland,Water
1599,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1600,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1601,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1602,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1603,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1604,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1605,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1606,Water,Water,Shrubland,Water,Non_Wetland,Water
1607,Water,Water,Shrubland,Water,Non_Wetland,Forest
1608,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1609,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1610,Water,Water,Grassland,NULL,Non_Wetland,Water
1611,Water,Water,Grassland,NULL,Non_Wetland,Forest
1612,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1613,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1614,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1615,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1616,Water,Water,Grassland,Water,Non_Wetland,Grassland
1617,Water,Water,Grassland,Water,Non_Wetland,Bareland
1618,Water,Water,Grassland,Water,Non_Wetland,Water
1619,Water,Water,Grassland,Water,Non_Wetland,Forest
1620,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1621,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1622,Water,Water,Cropland,NULL,Non_Wetland,Built-up
1623,Water,Water,Cropland,NULL,Non_Wetland,Water
1624,Water,Water,Cropland,NULL,Non_Wetland,Forest
1625,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1626,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1627,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1628,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1629,Water,Water,Cropland,Water,Non_Wetland,Grassland
1630,Water,Water,Cropland,Water,Non_Wetland,Bareland
1631,Water,Water,Cropland,Water,Non_Wetland,Water
1632,Water,Water,Cropland,Water,Non_Wetland,Forest
1633,Water,Water,Wetland,NULL,Wetland,Grassland
1634,Water,Water,Wetland,NULL,Wetland,Bareland
1635,Water,Water,Wetland,NULL,Wetland,Water
1636,Water,Water,Wetland,NULL,Wetland,Forest
1637,Water,Water,Wetland,Non_Water,Wetland,Grassland
1638,Water,Water,Wetland,Non_Water,Wetland,Bareland
1639,Water,Water,Wetland,Non_Water,Wetland,Water
1640,Water,Water,Wetland,Non_Water,Wetland,Forest
1641,Water,Water,Wetland,Water,Wetland,Grassland
1642,Water,Water,Wetland,Water,Wetland,Bareland
1643,Water,Water,Wetland,Water,Wetland,Water
1644,Water,Water,Wetland,Water,Wetland,Forest
1645,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1646,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1647,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1648,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1649,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1650,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1651,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
1652,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1653,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1654,Water,Water,Bareland,NULL,Non_Wetland,Water
1655,Water,Water,Bareland,NULL,Non_Wetland,Forest
1656,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1657,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1658,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1659,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1660,Water,Water,Bareland,Water,Non_Wetland,Grassland
1661,Water,Water,Bareland,Water,Non_Wetland,Bareland
1662,Water,Water,Bareland,Water,Non_Wetland,Water
1663,Water,Water,Bareland,Water,Non_Wetland,Forest
1664,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1665,Water,Water,Built-up,NULL,Non_Wetland,Water
1666,Water,Water,Built-up,NULL,Non_Wetland,Forest
1667,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1668,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1669,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1670,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1671,Water,Water,Built-up,Water,Non_Wetland,Bareland
1672,Water,Water,Built-up,Water,Non_Wetland,Water
1673,Water,Water,Water,NULL,Water,Grassland
1674,Water,Water,Water,NULL,Water,Bareland
1675,Water,Water,Water,NULL,Water,Water
1676,Water,Water,Water,NULL,Water,Forest
1677,Water,Water,Water,Non_Water,Water,Grassland
1678,Water,Water,Water,Non_Water,Water,Bareland
1679,Water,Water,Water,Non_Water,Water,Water
1680,Water,Water,Water,Non_Water,Water,Forest
1681,Water,Water,Water,Water,Water,Grassland
1682,Water,Water,Water,Water,Water,Bareland
1683,Water,Water,Water,Water,Water,Water
1684,Water,Water,Water,Water,Water,Forest
1685,Water,Water,Forest,NULL,Non_Wetland,Grassland
1686,Water,Water,Forest,NULL,Non_Wetland,Cropland
1687,Water,Water,Forest,NULL,Non_Wetland,Wetland
1688,Water,Water,Forest,NULL,Non_Wetland,Bareland
1689,Water,Water,Forest,NULL,Non_Wetland,Water
1690,Water,Water,Forest,NULL,Non_Wetland,Forest
1691,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1692,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1693,Water,Water,Forest,Non_Water,Non_Wetland,Water
1694,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1695,Water,Water,Forest,Water,Non_Wetland,Grassland
1696,Water,Water,Forest,Water,Non_Wetland,Bareland
1697,Water,Water,Forest,Water,Non_Wetland,Water
1698,Water,Water,Forest,Water,Non_Wetland,Forest
1699,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1700,Water,Forest,NULL,NULL,Non_Wetland,Bareland
1701,Water,Forest,NULL,NULL,Non_Wetland,Forest
1702,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1703,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1704,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
1705,Water,Forest,Shrubland,NULL,Non_Wetland,Water
1706,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1707,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1708,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
1709,Water,Forest,Shrubland,Water,Non_Wetland,Forest
1710,Water,Forest,Grassland,NULL,Non_Wetland,NULL
1711,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1712,Water,Forest,Grassland,NULL,Non_Wetland,Bareland
1713,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1714,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1715,Water,Forest,Cropland,NULL,Non_Wetland,Bareland
1716,Water,Forest,Cropland,NULL,Non_Wetland,Built-up
1717,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1718,Water,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1719,Water,Forest,Cropland,Non_Water,Non_Wetland,Bareland
1720,Water,Forest,Cropland,Non_Water,Non_Wetland,Forest
1721,Water,Forest,Cropland,Water,Non_Wetland,Bareland
1722,Water,Forest,Cropland,Water,Non_Wetland,Water
1723,Water,Forest,Cropland,Water,Non_Wetland,Forest
1724,Water,Forest,Wetland,NULL,Wetland,Forest
1725,Water,Forest,Wetland,Non_Water,Wetland,Grassland
1726,Water,Forest,Wetland,Non_Water,Wetland,Forest
1727,Water,Forest,Wetland,Water,Wetland,Grassland
1728,Water,Forest,Wetland,Water,Wetland,Water
1729,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
1730,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1731,Water,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1732,Water,Forest,Bareland,Non_Water,Non_Wetland,Water
1733,Water,Forest,Bareland,Water,Non_Wetland,Bareland
1734,Water,Forest,Bareland,Water,Non_Wetland,Forest
1735,Water,Forest,Built-up,NULL,Non_Wetland,Built-up
1736,Water,Forest,Water,NULL,Water,Grassland
1737,Water,Forest,Water,NULL,Water,Forest
1738,Water,Forest,Water,Water,Water,Grassland
1739,Water,Forest,Water,Water,Water,Bareland
