Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_25MBP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_25MBP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_25MBP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_25MBP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_25MBP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_25MBP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_25MBP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_25MBP_M_R
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,Built-up
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
341,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
342,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
343,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
344,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
345,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
346,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
347,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
348,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
349,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
350,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
351,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Cropland
352,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
353,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
354,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
355,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
356,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
357,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
358,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
359,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
360,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
361,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
362,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
363,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
364,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
365,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
366,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,NULL
367,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
368,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
369,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
370,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
371,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
372,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
373,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
374,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
375,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
376,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
377,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
378,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
379,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
380,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
381,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
382,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Wetland
383,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Water
384,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
385,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
386,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Water,Built-up
387,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
388,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
389,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
390,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
391,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
392,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
393,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
394,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
395,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
396,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
397,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
398,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
399,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
400,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
401,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
402,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
403,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
404,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
405,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
406,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
407,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
408,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
409,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
410,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,NULL
411,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
412,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Cropland
413,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Bareland
414,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Built-up
415,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
416,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
417,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
418,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
419,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
420,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
421,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
422,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
423,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
424,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
425,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
426,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
427,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
428,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
429,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
430,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
431,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
432,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
433,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
434,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
435,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
436,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Cropland
437,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Wetland
438,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
439,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
440,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
441,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
442,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
443,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
444,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
445,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
446,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
447,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
448,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
449,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
450,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
451,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
452,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
453,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
454,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
455,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Bareland
456,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
457,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
458,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
459,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Built-up,Grassland
460,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Built-up,Forest
461,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
462,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
463,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
464,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
465,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
466,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
467,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
468,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,NULL
469,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
470,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Cropland
471,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Built-up
472,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
473,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
474,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
475,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
476,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
477,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
478,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
479,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
480,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Wetland
481,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
482,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
483,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
484,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
485,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
486,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Wetland
487,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
488,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
489,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
490,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
491,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest,Grassland
492,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
493,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
494,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
495,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
496,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
497,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
498,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,NULL,Grassland
499,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
500,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
501,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
502,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
503,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
504,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
505,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
506,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
507,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
508,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
509,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
510,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
511,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
512,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
513,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
514,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
515,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
516,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
517,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
518,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
519,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
520,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
521,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
522,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
523,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
524,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
525,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Wetland
526,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
527,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
528,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
529,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
530,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
531,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
532,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
533,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
534,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
535,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
536,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
537,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
538,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
539,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
540,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
541,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
542,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
543,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
544,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
545,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
546,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
547,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
548,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
549,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
550,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
552,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
553,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
554,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
555,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
556,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
557,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
558,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
559,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
560,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
561,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
562,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
563,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
564,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
565,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
566,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
567,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
568,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
569,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
570,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
571,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
572,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
573,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
574,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
575,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
576,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Built-up
577,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
578,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
579,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
580,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
581,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
582,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
583,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
584,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
585,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
586,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
587,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
588,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
589,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
590,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
591,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
592,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
593,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
594,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
595,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
596,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
597,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
598,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
599,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
600,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
601,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
602,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
603,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
604,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
605,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
606,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
607,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
608,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
609,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
610,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
611,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
612,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
613,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
614,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
615,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Water
616,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
617,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
618,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
619,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
620,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
621,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
622,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
623,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
624,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,NULL
625,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
626,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
627,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,NULL
628,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
629,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,NULL
630,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
631,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
632,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
633,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
634,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
635,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
636,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
637,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
638,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
639,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
640,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
641,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
642,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
643,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
644,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
645,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
646,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
647,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
648,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
649,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
650,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
651,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
652,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
653,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
654,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
655,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
