Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LEH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LEH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LEH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LEH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LEH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LEH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LEH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LEH_M_R
4331,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
4332,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
4333,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
4334,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
4335,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4336,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
4337,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
4338,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
4339,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4340,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
4341,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4342,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
4343,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4344,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4345,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4346,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4347,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
4348,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4349,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
4350,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
4351,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
4352,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
4353,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
4354,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
4355,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
4356,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
4357,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
4358,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
4359,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
4360,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
4361,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
4362,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Forest
4363,Forest,NULL,Water,NULL,Water,Water,Grassland,Bareland
4364,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
4365,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
4366,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
4367,Forest,NULL,Water,Water,Water,NULL,NULL,Water
4368,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
4369,Forest,NULL,Water,Water,Water,Bareland,Grassland,Grassland
4370,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4371,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4372,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
4373,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
4374,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
4375,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
4376,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4377,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4378,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4379,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4380,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4381,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
4382,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4383,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4384,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4385,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4386,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
4387,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
4388,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4389,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
4390,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
4391,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4392,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4393,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4394,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
4395,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
4396,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
4397,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4398,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
4399,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
4400,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4401,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
4402,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4403,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4404,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
4405,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
4406,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
4407,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4408,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
4409,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
4410,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4411,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
4412,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
4413,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
4414,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4415,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4416,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4417,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
4418,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4419,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
4420,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
4421,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
4422,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
4423,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
4424,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4425,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4426,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4427,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
4428,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4429,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
4430,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
4431,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
4432,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
4433,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
4434,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
4435,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
4436,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
4437,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
4438,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
4439,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
4440,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
4441,Forest,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
4442,Forest,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
4443,Forest,NULL,Forest,Water,Non_Wetland,Water,Grassland,Forest
4444,Forest,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Forest
4445,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4446,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4447,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4448,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4449,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4450,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4451,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4452,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
4453,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4454,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4455,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
4456,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4457,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4458,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
4459,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4460,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4461,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4462,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4463,Forest,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4464,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4465,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
4466,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4467,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4468,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4469,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4470,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4471,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4472,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4473,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4474,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
4475,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4476,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
4477,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
4478,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4479,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
4480,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
4481,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4482,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4483,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
4484,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
4485,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4486,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4487,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4488,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4489,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
4490,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
4491,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4492,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4493,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4494,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4495,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4496,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
4497,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4498,Forest,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
4499,Forest,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
4500,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4501,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4502,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4503,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
4504,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4505,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4506,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4507,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4508,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4509,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4510,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4511,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4512,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4513,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
4514,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4515,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4516,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4517,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
4518,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4519,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4520,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
4521,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
4522,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4523,Forest,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
4524,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
4525,Forest,Cropland,Wetland,Water,Wetland,Forest,Grassland,Forest
4526,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
4527,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
4528,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4529,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
4530,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4531,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
4532,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
4533,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4534,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
4535,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4536,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4537,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4538,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4539,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4540,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
4541,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
4542,Forest,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
4543,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
4544,Forest,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
4545,Forest,Cropland,Water,NULL,Water,Water,Grassland,Grassland
4546,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4547,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
4548,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
4549,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4550,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4551,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4552,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4553,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4554,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
4555,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4556,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4557,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4558,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
4559,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
4560,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
4561,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4562,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
4563,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4564,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
4565,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
4566,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4567,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4568,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
4569,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
4570,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4571,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
4572,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4573,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Water
4574,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Forest
4575,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4576,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4577,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4578,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4579,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
4580,Forest,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
4581,Forest,Cropland,Forest,Water,Non_Wetland,Water,NULL,Bareland
4582,Forest,Cropland,Forest,Water,Non_Wetland,Forest,Grassland,Forest
4583,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4584,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4585,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
4586,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
4587,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
4588,Forest,Wetland,Water,Water,Water,NULL,NULL,Bareland
4589,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4590,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4591,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4592,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4593,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4594,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
4595,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
4596,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
4597,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
4598,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
4599,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
4600,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
4601,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
4602,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
4603,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
4604,Forest,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
4605,Forest,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
4606,Forest,Bareland,Water,NULL,Water,NULL,NULL,Water
4607,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
4608,Forest,Bareland,Water,Water,Water,NULL,NULL,Forest
4609,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
4610,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4611,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
4612,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4613,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4614,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4615,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4616,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4617,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4618,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
4619,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
4620,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4621,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
4622,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4623,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4624,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
4625,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
4626,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
4627,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4628,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4629,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
4630,Forest,Built-up,NULL,Water,Non_Wetland,Grassland,NULL,Forest
4631,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4632,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
4633,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4634,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4635,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4636,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4637,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4638,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4639,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4640,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
4641,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
4642,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
4643,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4644,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
4645,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4646,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
4647,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4648,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4649,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4650,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4651,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
4652,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4653,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
4654,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4655,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
4656,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
4657,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
4658,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4659,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4660,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4661,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4662,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
4663,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
