Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LZH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LZH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LZH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LZH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LZH_M_R
6430,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6431,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
6432,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
6433,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
6434,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6435,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
6436,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
6437,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
6438,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
6439,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
6440,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
6441,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
6442,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
6443,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6444,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6445,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
6446,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
6447,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
6448,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
6449,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6450,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6451,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6452,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
6453,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6454,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6455,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6456,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6457,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
6458,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6459,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
6460,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
6461,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
6462,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
6463,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
6464,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
6465,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
6466,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
6467,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
6468,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
6469,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
6470,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
6471,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6472,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
6473,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6474,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
6475,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
6476,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
6477,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
6478,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
6479,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
6480,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
6481,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6482,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
6483,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6484,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6485,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6486,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6487,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
6488,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6489,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Cropland
6490,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
6491,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6492,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
6493,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
6494,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
6495,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
6496,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
6497,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
6498,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
6499,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
6500,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6501,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6502,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
6503,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
6504,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
6505,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
6506,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
6507,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6508,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
6509,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
6510,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6511,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
6512,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
6513,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
6514,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
6515,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
6516,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
6517,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
6518,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6519,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6520,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
6521,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6522,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
6523,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
6524,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Cropland
6525,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
6526,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
6527,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
6528,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
6529,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
6530,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
6531,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
6532,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Forest
6533,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
6534,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
6535,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
6536,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
6537,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
6538,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
6539,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
6540,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
6541,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
6542,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
6543,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
6544,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
6545,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
6546,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
6547,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6548,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
6549,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6550,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6551,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6552,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6553,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6554,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
6555,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
6556,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6557,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
6558,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
6559,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6560,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6561,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6562,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
6563,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6564,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6565,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6566,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6567,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6568,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6569,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
6570,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6571,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
6572,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
6573,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Water
6574,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
6575,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6576,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
6577,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
6578,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
6579,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6580,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
6581,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
6582,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
6583,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6584,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6585,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6586,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
6587,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6588,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6589,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
6590,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
6591,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
6592,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
6593,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
6594,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
6595,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
6596,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
6597,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
6598,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
6599,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6600,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
6601,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
6602,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6603,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
6604,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
6605,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
6606,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
6607,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
6608,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6609,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
6610,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
6611,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
6612,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6613,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6614,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6615,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6616,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6617,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
6618,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6619,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
6620,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
6621,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
6622,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
6623,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
6624,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6625,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
6626,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
6627,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
6628,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Wetland,Forest
6629,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
6630,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
6631,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
6632,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
6633,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Forest
6634,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6635,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
6636,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6637,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
6638,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
6639,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6640,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
6641,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
6642,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
6643,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
6644,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
6645,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6646,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
6647,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
6648,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6649,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6650,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6651,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
6652,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
6653,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
6654,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6655,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6656,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
6657,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
6658,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
6659,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
6660,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Water,Forest
6661,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
6662,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Water
6663,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
6664,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Water
6665,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Forest
6666,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
6667,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
6668,Forest,Forest,Cropland,Water,Non_Wetland,Water,Wetland,Water
6669,Forest,Forest,Cropland,Water,Non_Wetland,Water,Wetland,Forest
6670,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Water
6671,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
6672,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
6673,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
6674,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
6675,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
6676,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
6677,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
6678,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
6679,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
6680,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
6681,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6682,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6683,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
6684,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
6685,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
6686,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Built-up
6687,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
6688,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
6689,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
6690,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Water
6691,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
6692,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
6693,Forest,Forest,Wetland,NULL,Wetland,Cropland,Water,Forest
6694,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
6695,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
6696,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
6697,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
6698,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
6699,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6700,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6701,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
6702,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6703,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
6704,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
6705,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
6706,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
6707,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
6708,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
6709,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
6710,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
6711,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
6712,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
6713,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
6714,Forest,Forest,Wetland,NULL,Wetland,Built-up,Wetland,Grassland
6715,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Water
6716,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
6717,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
6718,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
6719,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
6720,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
6721,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
6722,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
6723,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
6724,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
6725,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
6726,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
6727,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
6728,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
6729,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
6730,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
6731,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
6732,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
6733,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
6734,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
6735,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
6736,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
6737,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
6738,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Wetland
6739,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
6740,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
6741,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
6742,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,NULL
6743,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
6744,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
6745,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
6746,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
6747,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
6748,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Cropland
6749,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
6750,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
6751,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
6752,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
6753,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
6754,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
6755,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
6756,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
6757,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
6758,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
6759,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,NULL
6760,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
6761,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
6762,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
