Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MZT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MZT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MZT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MZT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MZT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MZT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MZT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MZT_M_R
8874,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8875,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
8876,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
8877,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
8878,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
8879,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
8880,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
8881,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
8882,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
8883,Forest,Wetland,Grassland,Water,Non_Wetland,Cropland,Water,Grassland
8884,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
8885,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
8886,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
8887,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
8888,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
8889,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
8890,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Wetland
8891,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
8892,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
8893,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
8894,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
8895,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
8896,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
8897,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
8898,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
8899,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
8900,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Grassland
8901,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Wetland
8902,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Water
8903,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
8904,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
8905,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
8906,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
8907,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
8908,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
8909,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
8910,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
8911,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
8912,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Forest
8913,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
8914,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
8915,Forest,Wetland,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
8916,Forest,Wetland,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
8917,Forest,Wetland,Wetland,NULL,Wetland,Cropland,Wetland,Forest
8918,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
8919,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
8920,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
8921,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
8922,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Water
8923,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
8924,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
8925,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
8926,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
8927,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
8928,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
8929,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
8930,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
8931,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
8932,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Forest
8933,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
8934,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
8935,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
8936,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
8937,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
8938,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
8939,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
8940,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
8941,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
8942,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
8943,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Water
8944,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
8945,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,Grassland
8946,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,Wetland
8947,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
8948,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
8949,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
8950,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
8951,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
8952,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
8953,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
8954,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
8955,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
8956,Forest,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Forest
8957,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Grassland
8958,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Wetland
8959,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Water
8960,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
8961,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Wetland
8962,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
8963,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
8964,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
8965,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
8966,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
8967,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
8968,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
8969,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
8970,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
8971,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
8972,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
8973,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
8974,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
8975,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
8976,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
8977,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
8978,Forest,Wetland,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
8979,Forest,Wetland,Wetland,Non_Water,Wetland,Cropland,Wetland,Wetland
8980,Forest,Wetland,Wetland,Non_Water,Wetland,Cropland,Wetland,Forest
8981,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
8982,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
8983,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
8984,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
8985,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
8986,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
8987,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
8988,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
8989,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
8990,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
8991,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
8992,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
8993,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
8994,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
8995,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
8996,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
8997,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
8998,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
8999,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
9000,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
9001,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
9002,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
9003,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
9004,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
9005,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
9006,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
9007,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
9008,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Bareland
9009,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
9010,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
9011,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Grassland,Grassland
9012,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
9013,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
9014,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
9015,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Wetland
9016,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
9017,Forest,Wetland,Wetland,Water,Wetland,NULL,Grassland,Grassland
9018,Forest,Wetland,Wetland,Water,Wetland,NULL,Grassland,Forest
9019,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Grassland
9020,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Wetland
9021,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Water
9022,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
9023,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Wetland
9024,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
9025,Forest,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
9026,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
9027,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
9028,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
9029,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
9030,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
9031,Forest,Wetland,Wetland,Water,Wetland,Cropland,Wetland,Grassland
9032,Forest,Wetland,Wetland,Water,Wetland,Cropland,Wetland,Wetland
9033,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
9034,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
9035,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Forest
9036,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
9037,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
9038,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Bareland
9039,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
9040,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
9041,Forest,Wetland,Wetland,Water,Wetland,Wetland,Bareland,Grassland
9042,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
9043,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
9044,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
9045,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
9046,Forest,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
9047,Forest,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Wetland
9048,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
9049,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
9050,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
9051,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
9052,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
9053,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
9054,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
9055,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
9056,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
9057,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
9058,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
9059,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Grassland
9060,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Wetland
9061,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
9062,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
9063,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Wetland
9064,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Grassland
9065,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
9066,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
9067,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9068,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
9069,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9070,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
9071,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
9072,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
9073,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
9074,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9075,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
9076,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9077,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9078,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
9079,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
9080,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
9081,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,NULL,Forest
9082,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
9083,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
9084,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Water
9085,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
9086,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
9087,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9088,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9089,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9090,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9091,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
9092,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
9093,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
9094,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
9095,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
9096,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
9097,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
9098,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
9099,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
9100,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
9101,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
9102,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,Wetland,Grassland
9103,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,Wetland,Wetland
9104,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
9105,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
9106,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
9107,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
9108,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
9109,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
9110,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
9111,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
9112,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Forest
9113,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
9114,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
9115,Forest,Wetland,Bareland,Water,Non_Wetland,Forest,Wetland,Grassland
9116,Forest,Wetland,Bareland,Water,Non_Wetland,Forest,Wetland,Wetland
9117,Forest,Wetland,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
9118,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
9119,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
9120,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
9121,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
9122,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
9123,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
9124,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
9125,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Grassland
9126,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Wetland
9127,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
9128,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
9129,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
9130,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Water
9131,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
9132,Forest,Wetland,Water,NULL,Water,Wetland,Water,Grassland
9133,Forest,Wetland,Water,NULL,Water,Wetland,Water,Wetland
9134,Forest,Wetland,Water,NULL,Water,Wetland,Water,Water
9135,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
9136,Forest,Wetland,Water,NULL,Water,Water,Wetland,Grassland
9137,Forest,Wetland,Water,NULL,Water,Water,Wetland,Wetland
9138,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
9139,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
9140,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
9141,Forest,Wetland,Water,NULL,Water,Water,Water,Water
9142,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
9143,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Grassland
9144,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Forest
9145,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Wetland
9146,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Forest
9147,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Wetland
9148,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Forest
9149,Forest,Wetland,Water,Non_Water,Water,Grassland,Wetland,Wetland
9150,Forest,Wetland,Water,Non_Water,Water,Wetland,Grassland,Wetland
9151,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
9152,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
9153,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
9154,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
9155,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
9156,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
9157,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Water
9158,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
9159,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
9160,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
9161,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Water
9162,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
9163,Forest,Wetland,Water,Non_Water,Water,Water,Water,Grassland
9164,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
9165,Forest,Wetland,Water,Non_Water,Water,Water,Water,Bareland
9166,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
9167,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
9168,Forest,Wetland,Water,Non_Water,Water,Forest,Wetland,Forest
9169,Forest,Wetland,Water,Water,Water,NULL,Grassland,Wetland
9170,Forest,Wetland,Water,Water,Water,NULL,Wetland,Grassland
9171,Forest,Wetland,Water,Water,Water,NULL,Wetland,Wetland
9172,Forest,Wetland,Water,Water,Water,NULL,Wetland,Water
9173,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
9174,Forest,Wetland,Water,Water,Water,NULL,Water,Wetland
9175,Forest,Wetland,Water,Water,Water,NULL,Water,Water
9176,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
9177,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
9178,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Wetland
9179,Forest,Wetland,Water,Water,Water,Grassland,Water,Water
9180,Forest,Wetland,Water,Water,Water,Wetland,NULL,Water
9181,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Grassland
9182,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Wetland
9183,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
9184,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
9185,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Bareland
9186,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Water
9187,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
9188,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
9189,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
9190,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
9191,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
9192,Forest,Wetland,Water,Water,Water,Bareland,Wetland,Wetland
9193,Forest,Wetland,Water,Water,Water,Bareland,Wetland,Water
9194,Forest,Wetland,Water,Water,Water,Bareland,Water,Wetland
9195,Forest,Wetland,Water,Water,Water,Bareland,Water,Water
9196,Forest,Wetland,Water,Water,Water,Bareland,Water,Forest
9197,Forest,Wetland,Water,Water,Water,Water,NULL,Water
9198,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
9199,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
9200,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
9201,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
9202,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
9203,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
9204,Forest,Wetland,Water,Water,Water,Water,Water,Bareland
9205,Forest,Wetland,Water,Water,Water,Water,Water,Water
9206,Forest,Wetland,Water,Water,Water,Water,Water,Forest
9207,Forest,Wetland,Water,Water,Water,Water,Forest,Wetland
9208,Forest,Wetland,Water,Water,Water,Forest,Wetland,Grassland
9209,Forest,Wetland,Water,Water,Water,Forest,Wetland,Wetland
9210,Forest,Wetland,Water,Water,Water,Forest,Wetland,Water
9211,Forest,Wetland,Water,Water,Water,Forest,Wetland,Forest
9212,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
9213,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9214,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
9215,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9216,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
9217,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
9218,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
9219,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9220,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9221,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
9222,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
9223,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
