Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MFS_M_R
6565,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
6566,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
6567,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
6568,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
6569,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6570,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
6571,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
6572,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
6573,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
6574,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6575,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
6576,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
6577,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
6578,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
6579,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Water
6580,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
6581,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6582,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
6583,Forest,Water,Grassland,NULL,Non_Wetland,Built-up,Wetland,Water
6584,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
6585,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
6586,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
6587,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
6588,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
6589,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
6590,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
6591,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
6592,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
6593,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
6594,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
6595,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
6596,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6597,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
6598,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6599,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
6600,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
6601,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Water
6602,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
6603,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
6604,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
6605,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
6606,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
6607,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
6608,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
6609,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
6610,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water,Water
6611,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water,Forest
6612,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
6613,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
6614,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
6615,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
6616,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Bareland,Forest
6617,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
6618,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
6619,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
6620,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Water,Forest
6621,Forest,Water,Grassland,Water,Non_Wetland,Built-up,Wetland,Water
6622,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
6623,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
6624,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
6625,Forest,Water,Grassland,Water,Non_Wetland,Water,Bareland,Grassland
6626,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
6627,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
6628,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
6629,Forest,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
6630,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
6631,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
6632,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
6633,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
6634,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
6635,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
6636,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
6637,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
6638,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
6639,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
6640,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6641,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
6642,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
6643,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
6644,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
6645,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
6646,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
6647,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
6648,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
6649,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
6650,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6651,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6652,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
6653,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6654,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
6655,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
6656,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
6657,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
6658,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
6659,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
6660,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
6661,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
6662,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
6663,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
6664,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
6665,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
6666,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
6667,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
6668,Forest,Water,Wetland,NULL,Wetland,Built-up,Bareland,Grassland
6669,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
6670,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
6671,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Water
6672,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
6673,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
6674,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
6675,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
6676,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
6677,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
6678,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
6679,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
6680,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
6681,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
6682,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
6683,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
6684,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
6685,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
6686,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
6687,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
6688,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
6689,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
6690,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
6691,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
6692,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
6693,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
6694,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
6695,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
6696,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
6697,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
6698,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
6699,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
6700,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
6701,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
6702,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
6703,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
6704,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
6705,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
6706,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
6707,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
6708,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
6709,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
6710,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
6711,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
6712,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
6713,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
6714,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Water
6715,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
6716,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
6717,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
6718,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
6719,Forest,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
6720,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
6721,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
6722,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
6723,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
6724,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
6725,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
6726,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
6727,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
6728,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
6729,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
6730,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
6731,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
6732,Forest,Water,Wetland,Water,Wetland,NULL,Bareland,Forest
6733,Forest,Water,Wetland,Water,Wetland,NULL,Water,Grassland
6734,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
6735,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
6736,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
6737,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
6738,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
6739,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
6740,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
6741,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
6742,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
6743,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
6744,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
6745,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
6746,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
6747,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
6748,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
6749,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
6750,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
6751,Forest,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
6752,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
6753,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
6754,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
6755,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
6756,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
6757,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
6758,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
6759,Forest,Water,Wetland,Water,Wetland,Built-up,Wetland,Grassland
6760,Forest,Water,Wetland,Water,Wetland,Built-up,Wetland,Wetland
6761,Forest,Water,Wetland,Water,Wetland,Built-up,Water,Grassland
6762,Forest,Water,Wetland,Water,Wetland,Built-up,Water,Wetland
6763,Forest,Water,Wetland,Water,Wetland,Built-up,Water,Water
6764,Forest,Water,Wetland,Water,Wetland,Built-up,Water,Forest
6765,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
6766,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
6767,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
6768,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
6769,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
6770,Forest,Water,Wetland,Water,Wetland,Water,Bareland,Forest
6771,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
6772,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
6773,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
6774,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
6775,Forest,Water,Wetland,Water,Wetland,Water,Forest,Grassland
6776,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
6777,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
6778,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
6779,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
6780,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
6781,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
6782,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Water
6783,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Forest
6784,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Wetland,Water
6785,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Water,Forest
6786,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
6787,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
6788,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
6789,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
6790,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
6791,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6792,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
6793,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
6794,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
6795,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6796,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
6797,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
6798,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
6799,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
6800,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
6801,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6802,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
6803,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
6804,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
6805,Forest,Water,Bareland,NULL,Non_Wetland,Built-up,Wetland,Grassland
6806,Forest,Water,Bareland,NULL,Non_Wetland,Built-up,Water,Forest
6807,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
6808,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
6809,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
6810,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
6811,Forest,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
6812,Forest,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
6813,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
6814,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
6815,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
6816,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
6817,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
6818,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
6819,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
6820,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
6821,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
6822,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
6823,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
6824,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
6825,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6826,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Water
6827,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6828,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
6829,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6830,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
6831,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6832,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6833,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
6834,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
6835,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
6836,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
6837,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
6838,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
6839,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
6840,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
6841,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
6842,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
6843,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
6844,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Water
6845,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
6846,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
6847,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
6848,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
6849,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
6850,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
6851,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
6852,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Wetland
6853,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
6854,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
6855,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Grassland
6856,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
6857,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
6858,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
6859,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
6860,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
6861,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
6862,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
6863,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
6864,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
6865,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
6866,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
6867,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
6868,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
6869,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
6870,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Forest
6871,Forest,Water,Bareland,Water,Non_Wetland,Built-up,Wetland,Wetland
6872,Forest,Water,Bareland,Water,Non_Wetland,Built-up,Built-up,Forest
6873,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
6874,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
6875,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
6876,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
6877,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
6878,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
6879,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
6880,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Water
6881,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
6882,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
6883,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
6884,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
6885,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
6886,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
6887,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
6888,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
6889,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
6890,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
6891,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
6892,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
6893,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
6894,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
6895,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
6896,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Bareland,Water
6897,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Bareland,Forest
6898,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
6899,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
6900,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
6901,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
6902,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
6903,Forest,Water,Built-up,Water,Non_Wetland,Built-up,Water,Grassland
6904,Forest,Water,Built-up,Water,Non_Wetland,Built-up,Water,Forest
6905,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
6906,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Forest
6907,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
6908,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
6909,Forest,Water,Water,NULL,Water,NULL,Wetland,Grassland
6910,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
6911,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
6912,Forest,Water,Water,NULL,Water,NULL,Water,Grassland
6913,Forest,Water,Water,NULL,Water,NULL,Water,Water
6914,Forest,Water,Water,NULL,Water,NULL,Water,Forest
6915,Forest,Water,Water,NULL,Water,Grassland,Grassland,Forest
6916,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
6917,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
6918,Forest,Water,Water,NULL,Water,Grassland,Water,Grassland
6919,Forest,Water,Water,NULL,Water,Grassland,Water,Water
6920,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
6921,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
6922,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
6923,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
