Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KPV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KPV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KPV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KPV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KPV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KPV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KPV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KPV_M_R
1368,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1369,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1370,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1371,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1372,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1373,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1374,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1375,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1376,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1377,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1378,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1379,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1380,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1381,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1382,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1383,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1384,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1385,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1386,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1387,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1388,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1389,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1390,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1391,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1392,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1393,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1394,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1395,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1396,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1397,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1398,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1399,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1400,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1401,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1402,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1403,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1404,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1405,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1406,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1407,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1408,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1409,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1410,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1411,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1412,Bareland,Cropland,Water,Water,Water,NULL,NULL,Water
1413,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1414,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1415,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1416,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1417,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1418,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1419,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1420,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1421,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1422,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1423,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1424,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1425,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1426,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1427,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1428,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1429,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1430,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1431,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1432,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1433,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1434,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1435,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1436,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1437,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1438,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1439,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1440,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1441,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1442,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1443,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1444,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1445,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1446,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1447,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1448,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1449,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1450,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1451,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1452,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1453,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,NULL
1454,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1455,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1456,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1457,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1458,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1459,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1460,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1461,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1462,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1463,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1464,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1465,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1466,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1467,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1468,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1469,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1470,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1471,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1472,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1473,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1474,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1475,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1476,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1477,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1478,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1479,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1480,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1481,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1482,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1483,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1484,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1485,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1486,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Cropland
1487,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1488,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1489,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1490,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1491,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1492,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1493,Bareland,Bareland,Water,Water,Water,NULL,NULL,Cropland
1494,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1495,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
1496,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1497,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1498,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1499,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1500,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1501,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1502,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1503,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1504,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1505,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1506,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1507,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1508,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1509,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1510,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1511,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1512,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1513,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1514,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1515,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1516,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1517,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1518,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1519,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1520,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1521,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1522,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1523,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1524,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1525,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1526,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1527,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1528,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1529,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1530,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1531,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1532,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1533,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1534,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1535,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1536,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1537,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1538,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1539,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1540,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1541,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1542,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1543,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1544,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1545,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1546,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1547,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1548,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1549,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1550,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1551,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1552,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1553,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1554,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1555,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1556,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1557,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1558,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1559,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1560,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1561,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1562,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1563,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1564,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1565,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1566,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1567,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1568,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1569,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1570,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1571,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1572,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1573,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1574,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1575,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1576,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1577,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1578,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
1579,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1580,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1581,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1582,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1583,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1584,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1585,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1586,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1587,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1588,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1589,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1590,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1591,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1592,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1593,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1594,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1595,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1596,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1597,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1598,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1599,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1600,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1601,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1602,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1603,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1604,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1605,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1606,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1607,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1608,Bareland,Water,Water,NULL,Water,NULL,NULL,NULL
1609,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
1610,Bareland,Water,Water,NULL,Water,NULL,NULL,Cropland
1611,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1612,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1613,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
1614,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Cropland
1615,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1616,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
1617,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1618,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
1619,Bareland,Water,Water,Water,Water,NULL,NULL,Cropland
1620,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1621,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1622,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1623,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1624,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1625,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1626,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1627,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1628,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1629,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1630,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1631,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1632,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1633,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1634,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1635,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1636,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1637,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1638,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1639,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1640,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1641,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1642,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1643,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1644,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1645,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1646,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1647,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1648,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1649,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1650,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1651,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1652,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1653,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1654,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1655,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1656,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1657,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1658,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1659,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1660,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1661,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1662,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1663,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1664,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1665,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1666,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1667,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1668,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1669,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1670,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1671,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1672,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1673,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1674,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1675,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1676,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1677,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1678,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1679,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1680,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1681,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1682,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1683,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1684,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1685,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1686,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
1687,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1688,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1689,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1690,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1691,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1692,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1693,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1694,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1695,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1696,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1697,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1698,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1699,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
