Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KBA_M_R
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Wetland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Built-up
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Forest
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Bareland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Built-up
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
433,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
434,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
435,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
436,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
437,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
438,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
439,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
440,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
441,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
442,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
443,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
444,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
445,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
446,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
447,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
448,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
449,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
450,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
451,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
452,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
453,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
454,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
455,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
456,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
457,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
458,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
459,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
460,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
461,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
462,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
463,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
464,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
465,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
466,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
467,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
468,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
469,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
470,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
471,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
472,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Cropland
473,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
474,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
475,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
476,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
477,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
478,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
489,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
490,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
491,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Cropland
492,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
493,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
494,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
496,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
497,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
498,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
499,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,NULL
500,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
501,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
502,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
503,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,NULL
504,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
505,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
506,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
507,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,NULL
508,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
509,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
510,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
511,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
512,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
513,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
514,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
515,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
516,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,NULL
517,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
518,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
519,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
520,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
521,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
522,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
523,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
524,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
525,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
526,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
527,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Water
528,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
529,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
530,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
531,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
532,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
533,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
534,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
535,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
536,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
537,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
538,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
539,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
540,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
541,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Cropland
542,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
543,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
544,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
545,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Built-up
546,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
547,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
548,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
549,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
550,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
551,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
552,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
553,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
554,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
555,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
556,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
557,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
558,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
559,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
560,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
561,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
562,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
563,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
564,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
565,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
566,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
567,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
568,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
569,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
570,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
571,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
572,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
573,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
574,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
575,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
576,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
577,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
578,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
579,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
580,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
581,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
582,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
583,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
584,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
585,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
586,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
587,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
588,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Bareland
589,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
590,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
591,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
592,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
593,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
594,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
595,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
596,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
597,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
598,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
599,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
600,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
601,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
602,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
603,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
604,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
605,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
606,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
607,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Built-up
608,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
609,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
610,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
611,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
612,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
613,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
614,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
615,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
616,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
617,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
618,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
619,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
620,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
621,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
622,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
623,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,NULL
624,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
625,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
626,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
627,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
628,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
629,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
630,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest,Grassland
631,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
632,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
633,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
634,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
635,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
636,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,NULL
637,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
638,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Forest
639,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
640,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
641,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
642,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
643,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
644,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
645,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
646,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
647,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
648,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
649,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
650,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
651,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Grassland,Grassland
652,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Wetland,Grassland
653,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
654,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
655,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,NULL,Grassland
