Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LBM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LBM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LBM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LBM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LBM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LBM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LBM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LBM_M_R
4912,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4913,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4914,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4915,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4916,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
4917,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4918,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
4919,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
4920,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4921,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4922,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4923,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4924,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4925,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
4926,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4927,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4928,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
4929,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
4930,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4931,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
4932,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
4933,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
4934,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
4935,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
4936,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Bareland
4937,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
4938,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
4939,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
4940,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
4941,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
4942,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
4943,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
4944,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
4945,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
4946,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4947,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4948,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4949,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4950,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4951,Forest,Cropland,Forest,Water,Non_Wetland,Grassland,NULL,Forest
4952,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
4953,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
4954,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4955,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Forest
4956,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
4957,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4958,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Built-up
4959,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4960,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
4961,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4962,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
4963,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
4964,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4965,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
4966,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
4967,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
4968,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
4969,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
4970,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Water
4971,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4972,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
4973,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
4974,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
4975,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
4976,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
4977,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4978,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4979,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4980,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4981,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
4982,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4983,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
4984,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
4985,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
4986,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
4987,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
4988,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
4989,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
4990,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Water
4991,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
4992,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
4993,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Water
4994,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
4995,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
4996,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
4997,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Wetland
4998,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Water
4999,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Forest
5000,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
5001,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
5002,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
5003,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
5004,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
5005,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5006,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
5007,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5008,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
5009,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
5010,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5011,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5012,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
5013,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
5014,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
5015,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
5016,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
5017,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5018,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5019,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5020,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
5021,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
5022,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
5023,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
5024,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
5025,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
5026,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
5027,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5028,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5029,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
5030,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5031,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
5032,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5033,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
5034,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
5035,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
5036,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
5037,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
5038,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
5039,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
5040,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
5041,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
5042,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
5043,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
5044,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
5045,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
5046,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
5047,Forest,Wetland,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
5048,Forest,Wetland,Wetland,NULL,Wetland,Cropland,Wetland,Forest
5049,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
5050,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
5051,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
5052,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5053,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5054,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
5055,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5056,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
5057,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
5058,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
5059,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
5060,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
5061,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
5062,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
5063,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
5064,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
5065,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
5066,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
5067,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
5068,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
5069,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,NULL
5070,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
5071,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
5072,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
5073,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
5074,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
5075,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
5076,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
5077,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,NULL
5078,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
5079,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
5080,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
5081,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Water
5082,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
5083,Forest,Wetland,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
5084,Forest,Wetland,Wetland,Non_Water,Wetland,Cropland,Wetland,Forest
5085,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
5086,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
5087,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
5088,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
5089,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
5090,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
5091,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
5092,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
5093,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
5094,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
5095,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
5096,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
5097,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
5098,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
5099,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
5100,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
5101,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
5102,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,NULL
5103,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
5104,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
5105,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
5106,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
5107,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
5108,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
5109,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Water
5110,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
5111,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,NULL
5112,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
5113,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
5114,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
5115,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
5116,Forest,Wetland,Wetland,Water,Wetland,Cropland,Wetland,Grassland
5117,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
5118,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
5119,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
5120,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
5121,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
5122,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
5123,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
5124,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
5125,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
5126,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
5127,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
5128,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
5129,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
5130,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
5131,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
5132,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
5133,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Grassland
5134,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
5135,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
5136,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
5137,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
5138,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
5139,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
5140,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
5141,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5142,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland,Wetland,Water
5143,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
5144,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
5145,Forest,Wetland,Water,NULL,Water,NULL,Water,Forest
5146,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Grassland
5147,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Forest
5148,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
5149,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
5150,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Water
5151,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
5152,Forest,Wetland,Water,NULL,Water,Wetland,Water,Grassland
5153,Forest,Wetland,Water,NULL,Water,Wetland,Water,Wetland
5154,Forest,Wetland,Water,NULL,Water,Wetland,Water,Water
5155,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
5156,Forest,Wetland,Water,NULL,Water,Water,Wetland,Grassland
5157,Forest,Wetland,Water,NULL,Water,Water,Wetland,Wetland
5158,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
5159,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
5160,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
5161,Forest,Wetland,Water,NULL,Water,Water,Water,Water
5162,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
5163,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Forest
5164,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
5165,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Forest
5166,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Forest
5167,Forest,Wetland,Water,Non_Water,Water,Grassland,Water,Grassland
5168,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
5169,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
5170,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
5171,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
5172,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
5173,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
5174,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Water
5175,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
5176,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
5177,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
5178,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Water
5179,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
5180,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
5181,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
5182,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
5183,Forest,Wetland,Water,Non_Water,Water,Forest,Wetland,Forest
5184,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Forest
5185,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
5186,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
5187,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Forest
5188,Forest,Wetland,Water,Water,Water,Grassland,Water,Water
5189,Forest,Wetland,Water,Water,Water,Grassland,Water,Forest
5190,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
5191,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
5192,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Water
5193,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
5194,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
5195,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
5196,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
5197,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
5198,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
5199,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
5200,Forest,Wetland,Water,Water,Water,Water,Wetland,Bareland
5201,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
5202,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
5203,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
5204,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
5205,Forest,Wetland,Water,Water,Water,Water,Water,Water
5206,Forest,Wetland,Water,Water,Water,Water,Water,Forest
5207,Forest,Wetland,Water,Water,Water,Forest,Wetland,Forest
5208,Forest,Wetland,Water,Water,Water,Forest,Water,Water
5209,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
5210,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
5211,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
5212,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5213,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
5214,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5215,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5216,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
5217,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5218,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5219,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
5220,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5221,Forest,Wetland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
5222,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5223,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
5224,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5225,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5226,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
5227,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5228,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
5229,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
5230,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
5231,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5232,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
5233,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
5234,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
5235,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
5236,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
5237,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
5238,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
5239,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
5240,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
5241,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5242,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Grassland
5243,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
5244,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5245,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
5246,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
5247,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,NULL
5248,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5249,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5250,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5251,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5252,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5253,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
5254,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
5255,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
