Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MGD_M_R
16579,Forest,Water,Wetland,Water,NULL,Bareland,Built-up,Grassland
16580,Forest,Water,Wetland,Water,NULL,Bareland,Water,Grassland
16581,Forest,Water,Wetland,Water,NULL,Bareland,Water,Wetland
16582,Forest,Water,Wetland,Water,NULL,Bareland,Water,Bareland
16583,Forest,Water,Wetland,Water,NULL,Bareland,Water,Water
16584,Forest,Water,Wetland,Water,NULL,Bareland,Water,Forest
16585,Forest,Water,Wetland,Water,NULL,Bareland,Forest,Water
16586,Forest,Water,Wetland,Water,NULL,Bareland,Forest,Forest
16587,Forest,Water,Wetland,Water,NULL,Water,Wetland,Forest
16588,Forest,Water,Wetland,Water,NULL,Water,Water,Grassland
16589,Forest,Water,Wetland,Water,NULL,Water,Water,Wetland
16590,Forest,Water,Wetland,Water,NULL,Water,Water,Water
16591,Forest,Water,Wetland,Water,NULL,Water,Water,Forest
16592,Forest,Water,Wetland,Water,NULL,Water,Forest,Forest
16593,Forest,Water,Wetland,Water,NULL,Forest,Water,Wetland
16594,Forest,Water,Wetland,Water,NULL,Forest,Water,Water
16595,Forest,Water,Wetland,Water,NULL,Forest,Water,Forest
16596,Forest,Water,Wetland,Water,NULL,Forest,Forest,Forest
16597,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Wetland
16598,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
16599,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
16600,Forest,Water,Wetland,Water,Wetland,NULL,Water,Wetland
16601,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
16602,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
16603,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Water
16604,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
16605,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
16606,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
16607,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
16608,Forest,Water,Wetland,Water,Wetland,Grassland,Bareland,Grassland
16609,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
16610,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
16611,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
16612,Forest,Water,Wetland,Water,Wetland,Cropland,Wetland,Forest
16613,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
16614,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
16615,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
16616,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
16617,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
16618,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
16619,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
16620,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
16621,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Wetland
16622,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Water
16623,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
16624,Forest,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
16625,Forest,Water,Wetland,Water,Wetland,Bareland,Grassland,Bareland
16626,Forest,Water,Wetland,Water,Wetland,Bareland,Grassland,Forest
16627,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
16628,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Built-up
16629,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
16630,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
16631,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
16632,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
16633,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Built-up
16634,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
16635,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
16636,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
16637,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
16638,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
16639,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
16640,Forest,Water,Wetland,Water,Wetland,Bareland,Forest,Water
16641,Forest,Water,Wetland,Water,Wetland,Bareland,Forest,Forest
16642,Forest,Water,Wetland,Water,Wetland,Water,NULL,Forest
16643,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
16644,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
16645,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
16646,Forest,Water,Wetland,Water,Wetland,Water,Bareland,Forest
16647,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
16648,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
16649,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
16650,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
16651,Forest,Water,Wetland,Water,Wetland,Water,Forest,Grassland
16652,Forest,Water,Wetland,Water,Wetland,Water,Forest,Wetland
16653,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
16654,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
16655,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Wetland
16656,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
16657,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
16658,Forest,Water,Wetland,Water,Wetland,Forest,Bareland,Forest
16659,Forest,Water,Wetland,Water,Wetland,Forest,Water,Grassland
16660,Forest,Water,Wetland,Water,Wetland,Forest,Water,Wetland
16661,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
16662,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
16663,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
16664,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
16665,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Wetland
16666,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
16667,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
16668,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
16669,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
16670,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
16671,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
16672,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
16673,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
16674,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
16675,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
16676,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
16677,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
16678,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
16679,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
16680,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
16681,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
16682,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
16683,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
16684,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
16685,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
16686,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
16687,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
16688,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
16689,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
16690,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
16691,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Wetland
16692,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Built-up
16693,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
16694,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
16695,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
16696,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
16697,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
16698,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
16699,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
16700,Forest,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
16701,Forest,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Water
16702,Forest,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
16703,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
16704,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
16705,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
16706,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
16707,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
16708,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
16709,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
16710,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
16711,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
16712,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
16713,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
16714,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
16715,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
16716,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
16717,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
16718,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
16719,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
16720,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
16721,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
16722,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
16723,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Forest
16724,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
16725,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
16726,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
16727,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Forest
16728,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
16729,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
16730,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Water
16731,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
16732,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
16733,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
16734,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
16735,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
16736,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
16737,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
16738,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
16739,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
16740,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Forest
16741,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
16742,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
16743,Forest,Water,Bareland,Water,Non_Wetland,Forest,Forest,Water
16744,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
16745,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
16746,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Water
16747,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
16748,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
16749,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
16750,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
16751,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
16752,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Water
16753,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
16754,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
16755,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
16756,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
16757,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
16758,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
16759,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
16760,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
16761,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Water
16762,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
16763,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
16764,Forest,Water,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
16765,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
16766,Forest,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Water
16767,Forest,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Grassland
16768,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
16769,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Water
16770,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
16771,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Water,Forest
16772,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
16773,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Forest,Forest
16774,Forest,Water,Built-up,Water,Non_Wetland,Grassland,Water,Forest
16775,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
16776,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
16777,Forest,Water,Built-up,Water,Non_Wetland,Water,Bareland,Grassland
16778,Forest,Water,Built-up,Water,Non_Wetland,Forest,Water,Water
16779,Forest,Water,Water,NULL,NULL,NULL,Wetland,Forest
16780,Forest,Water,Water,NULL,NULL,NULL,Water,Water
16781,Forest,Water,Water,NULL,NULL,NULL,Water,Forest
16782,Forest,Water,Water,NULL,NULL,Grassland,Water,Forest
16783,Forest,Water,Water,NULL,NULL,Wetland,Grassland,Water
16784,Forest,Water,Water,NULL,NULL,Wetland,Wetland,Forest
16785,Forest,Water,Water,NULL,NULL,Wetland,Bareland,Forest
16786,Forest,Water,Water,NULL,NULL,Wetland,Water,Water
16787,Forest,Water,Water,NULL,NULL,Wetland,Water,Forest
16788,Forest,Water,Water,NULL,NULL,Bareland,Water,Water
16789,Forest,Water,Water,NULL,NULL,Bareland,Water,Forest
16790,Forest,Water,Water,NULL,NULL,Water,Wetland,Forest
16791,Forest,Water,Water,NULL,NULL,Water,Water,Wetland
16792,Forest,Water,Water,NULL,NULL,Water,Water,Water
16793,Forest,Water,Water,NULL,NULL,Water,Water,Forest
16794,Forest,Water,Water,NULL,NULL,Water,Forest,Forest
16795,Forest,Water,Water,NULL,NULL,Forest,Wetland,Forest
16796,Forest,Water,Water,NULL,NULL,Forest,Water,Wetland
16797,Forest,Water,Water,NULL,NULL,Forest,Water,Water
16798,Forest,Water,Water,NULL,NULL,Forest,Water,Forest
16799,Forest,Water,Water,NULL,NULL,Forest,Forest,Water
16800,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
16801,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
16802,Forest,Water,Water,NULL,Water,NULL,Water,Water
16803,Forest,Water,Water,NULL,Water,NULL,Water,Forest
16804,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
16805,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
16806,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
16807,Forest,Water,Water,NULL,Water,Wetland,Grassland,Forest
16808,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
16809,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
16810,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
16811,Forest,Water,Water,NULL,Water,Wetland,Bareland,Forest
16812,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
16813,Forest,Water,Water,NULL,Water,Wetland,Water,Water
16814,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
16815,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
16816,Forest,Water,Water,NULL,Water,Bareland,Grassland,Forest
16817,Forest,Water,Water,NULL,Water,Bareland,Wetland,Grassland
16818,Forest,Water,Water,NULL,Water,Bareland,Wetland,Water
16819,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
16820,Forest,Water,Water,NULL,Water,Bareland,Bareland,Forest
16821,Forest,Water,Water,NULL,Water,Bareland,Water,Water
16822,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
16823,Forest,Water,Water,NULL,Water,Bareland,Forest,Forest
16824,Forest,Water,Water,NULL,Water,Water,Wetland,Water
16825,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
16826,Forest,Water,Water,NULL,Water,Water,Bareland,Forest
16827,Forest,Water,Water,NULL,Water,Water,Water,Wetland
16828,Forest,Water,Water,NULL,Water,Water,Water,Water
16829,Forest,Water,Water,NULL,Water,Water,Water,Forest
16830,Forest,Water,Water,NULL,Water,Water,Forest,Water
16831,Forest,Water,Water,NULL,Water,Water,Forest,Forest
16832,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
16833,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
16834,Forest,Water,Water,NULL,Water,Forest,Water,Water
16835,Forest,Water,Water,NULL,Water,Forest,Water,Forest
16836,Forest,Water,Water,NULL,Water,Forest,Forest,Water
16837,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
16838,Forest,Water,Water,Non_Water,NULL,NULL,Wetland,Water
16839,Forest,Water,Water,Non_Water,NULL,NULL,Wetland,Forest
16840,Forest,Water,Water,Non_Water,NULL,NULL,Water,Wetland
16841,Forest,Water,Water,Non_Water,NULL,NULL,Water,Forest
16842,Forest,Water,Water,Non_Water,NULL,Wetland,Wetland,Forest
16843,Forest,Water,Water,Non_Water,NULL,Wetland,Water,Water
16844,Forest,Water,Water,Non_Water,NULL,Wetland,Water,Forest
16845,Forest,Water,Water,Non_Water,NULL,Bareland,Water,Wetland
16846,Forest,Water,Water,Non_Water,NULL,Bareland,Water,Forest
16847,Forest,Water,Water,Non_Water,NULL,Water,Wetland,Water
16848,Forest,Water,Water,Non_Water,NULL,Water,Wetland,Forest
16849,Forest,Water,Water,Non_Water,NULL,Water,Water,Wetland
16850,Forest,Water,Water,Non_Water,NULL,Water,Water,Water
16851,Forest,Water,Water,Non_Water,NULL,Water,Water,Forest
16852,Forest,Water,Water,Non_Water,NULL,Forest,Wetland,Water
16853,Forest,Water,Water,Non_Water,NULL,Forest,Wetland,Forest
16854,Forest,Water,Water,Non_Water,NULL,Forest,Water,Water
16855,Forest,Water,Water,Non_Water,NULL,Forest,Water,Forest
16856,Forest,Water,Water,Non_Water,NULL,Forest,Forest,Forest
16857,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
16858,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
16859,Forest,Water,Water,Non_Water,Water,NULL,Water,Grassland
16860,Forest,Water,Water,Non_Water,Water,NULL,Water,Wetland
16861,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
16862,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
16863,Forest,Water,Water,Non_Water,Water,NULL,Forest,Water
16864,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
16865,Forest,Water,Water,Non_Water,Water,Grassland,Water,Grassland
16866,Forest,Water,Water,Non_Water,Water,Wetland,Grassland,Grassland
16867,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
16868,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
16869,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
16870,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
16871,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
16872,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
16873,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Forest
16874,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Forest
16875,Forest,Water,Water,Non_Water,Water,Bareland,Bareland,Grassland
16876,Forest,Water,Water,Non_Water,Water,Bareland,Water,Water
16877,Forest,Water,Water,Non_Water,Water,Bareland,Water,Forest
16878,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
16879,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
16880,Forest,Water,Water,Non_Water,Water,Water,Bareland,Grassland
16881,Forest,Water,Water,Non_Water,Water,Water,Bareland,Forest
16882,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
16883,Forest,Water,Water,Non_Water,Water,Water,Water,Water
16884,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
16885,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
16886,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
16887,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Water
16888,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
16889,Forest,Water,Water,Non_Water,Water,Forest,Water,Wetland
16890,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
16891,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
16892,Forest,Water,Water,Non_Water,Water,Forest,Forest,Water
16893,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
16894,Forest,Water,Water,Water,NULL,NULL,Wetland,Forest
16895,Forest,Water,Water,Water,NULL,NULL,Water,Wetland
16896,Forest,Water,Water,Water,NULL,NULL,Water,Water
16897,Forest,Water,Water,Water,NULL,NULL,Water,Forest
16898,Forest,Water,Water,Water,NULL,Grassland,Water,Forest
16899,Forest,Water,Water,Water,NULL,Wetland,Wetland,Wetland
16900,Forest,Water,Water,Water,NULL,Wetland,Wetland,Water
16901,Forest,Water,Water,Water,NULL,Wetland,Wetland,Forest
16902,Forest,Water,Water,Water,NULL,Wetland,Water,Wetland
16903,Forest,Water,Water,Water,NULL,Wetland,Water,Water
16904,Forest,Water,Water,Water,NULL,Wetland,Water,Forest
16905,Forest,Water,Water,Water,NULL,Bareland,Wetland,Forest
16906,Forest,Water,Water,Water,NULL,Bareland,Water,Water
16907,Forest,Water,Water,Water,NULL,Bareland,Water,Forest
16908,Forest,Water,Water,Water,NULL,Water,Wetland,Wetland
16909,Forest,Water,Water,Water,NULL,Water,Wetland,Water
16910,Forest,Water,Water,Water,NULL,Water,Wetland,Forest
16911,Forest,Water,Water,Water,NULL,Water,Water,Grassland
16912,Forest,Water,Water,Water,NULL,Water,Water,Wetland
16913,Forest,Water,Water,Water,NULL,Water,Water,Water
16914,Forest,Water,Water,Water,NULL,Water,Water,Forest
16915,Forest,Water,Water,Water,NULL,Forest,Wetland,Water
16916,Forest,Water,Water,Water,NULL,Forest,Wetland,Forest
16917,Forest,Water,Water,Water,NULL,Forest,Water,Wetland
16918,Forest,Water,Water,Water,NULL,Forest,Water,Water
16919,Forest,Water,Water,Water,NULL,Forest,Water,Forest
16920,Forest,Water,Water,Water,NULL,Forest,Forest,Forest
16921,Forest,Water,Water,Water,Water,NULL,Wetland,Wetland
16922,Forest,Water,Water,Water,Water,NULL,Wetland,Water
16923,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
16924,Forest,Water,Water,Water,Water,NULL,Bareland,Forest
16925,Forest,Water,Water,Water,Water,NULL,Water,Wetland
16926,Forest,Water,Water,Water,Water,NULL,Water,Water
16927,Forest,Water,Water,Water,Water,NULL,Water,Forest
16928,Forest,Water,Water,Water,Water,NULL,Forest,Water
16929,Forest,Water,Water,Water,Water,NULL,Forest,Forest
16930,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
16931,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
16932,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
16933,Forest,Water,Water,Water,Water,Grassland,Water,Water
16934,Forest,Water,Water,Water,Water,Grassland,Water,Forest
16935,Forest,Water,Water,Water,Water,Grassland,Forest,Forest
16936,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
16937,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
16938,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
16939,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
16940,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
16941,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
16942,Forest,Water,Water,Water,Water,Wetland,Water,Water
16943,Forest,Water,Water,Water,Water,Wetland,Water,Forest
16944,Forest,Water,Water,Water,Water,Wetland,Forest,Water
16945,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
16946,Forest,Water,Water,Water,Water,Bareland,Wetland,Water
16947,Forest,Water,Water,Water,Water,Bareland,Wetland,Forest
16948,Forest,Water,Water,Water,Water,Bareland,Water,Grassland
16949,Forest,Water,Water,Water,Water,Bareland,Water,Wetland
16950,Forest,Water,Water,Water,Water,Bareland,Water,Water
16951,Forest,Water,Water,Water,Water,Bareland,Water,Forest
16952,Forest,Water,Water,Water,Water,Bareland,Forest,Water
16953,Forest,Water,Water,Water,Water,Bareland,Forest,Forest
16954,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
16955,Forest,Water,Water,Water,Water,Water,Wetland,Water
16956,Forest,Water,Water,Water,Water,Water,Wetland,Forest
16957,Forest,Water,Water,Water,Water,Water,Bareland,Grassland
16958,Forest,Water,Water,Water,Water,Water,Bareland,Forest
16959,Forest,Water,Water,Water,Water,Water,Water,Grassland
16960,Forest,Water,Water,Water,Water,Water,Water,Wetland
16961,Forest,Water,Water,Water,Water,Water,Water,Water
16962,Forest,Water,Water,Water,Water,Water,Water,Forest
16963,Forest,Water,Water,Water,Water,Water,Forest,Water
16964,Forest,Water,Water,Water,Water,Water,Forest,Forest
16965,Forest,Water,Water,Water,Water,Forest,Wetland,Water
16966,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
