Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLA_M_R
330,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
331,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
332,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
333,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
334,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
335,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
336,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
337,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
338,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
339,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
340,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Cropland
341,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
342,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
343,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,NULL
344,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
345,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Wetland
346,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
347,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
348,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
349,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,NULL
350,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
351,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
352,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
353,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
354,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,NULL
355,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
356,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
357,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
358,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,NULL
359,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
360,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,NULL
361,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
362,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,NULL
363,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
364,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
365,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
366,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
367,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
368,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,NULL
369,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Grassland
370,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Wetland
371,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,NULL
372,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Wetland
373,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
374,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
375,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,NULL
376,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
377,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
378,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
379,NULL,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Wetland
380,NULL,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Water
381,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Wetland
382,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
383,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
384,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
385,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
386,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Grassland
387,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Wetland
388,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Water
389,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
390,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
391,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Forest
392,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Forest
393,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,NULL
394,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
395,NULL,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
396,NULL,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Wetland
397,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,NULL
398,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Grassland
399,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Wetland
400,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Forest
401,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
402,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Water
403,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
404,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Wetland
405,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Water
406,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
407,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
408,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Bareland
409,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,NULL
410,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Bareland
411,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Water
412,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
414,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
419,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
420,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
421,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
422,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
427,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
428,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
429,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
430,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
435,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
436,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
437,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
438,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
442,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
443,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
444,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
448,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
450,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
454,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
455,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
456,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
459,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Cropland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Water
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,NULL
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,NULL
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Cropland
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
618,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
619,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
620,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
621,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
622,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
623,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
624,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
625,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
626,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
627,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
628,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
629,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
630,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
631,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
632,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
633,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
634,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
635,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
636,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
637,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
638,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
639,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
640,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
641,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
642,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
643,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
644,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
645,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
646,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
647,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
648,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
649,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
650,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
651,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
652,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
653,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
654,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
655,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
656,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
657,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
