Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KTG_M_R
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
366,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
367,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
368,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
369,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
370,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
371,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
372,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
373,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
374,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
375,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
376,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
377,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
378,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
379,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
380,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
381,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
382,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
383,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
384,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
385,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
386,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
387,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
388,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
389,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
390,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
391,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
392,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
393,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
394,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
395,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
396,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
397,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
398,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
399,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
400,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
401,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
402,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
403,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
404,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Grassland,Grassland
405,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
406,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
407,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
408,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
409,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
410,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
411,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
412,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
413,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
414,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
415,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
416,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
417,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
418,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
419,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
420,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
421,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
422,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
423,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
424,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
425,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
426,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
427,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
428,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
429,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
430,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
431,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
432,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
433,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
434,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
435,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
436,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
437,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
438,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
439,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
440,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
441,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
442,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
443,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
444,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
445,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
446,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
447,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
448,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
449,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
450,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
451,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
452,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
453,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
454,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
455,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
456,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
457,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
458,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
459,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
460,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
461,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
462,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
463,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
464,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
465,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
466,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
467,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
468,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
469,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
470,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
471,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
472,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
473,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
474,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
475,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
476,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
477,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
478,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
479,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
480,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
481,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
482,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
483,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
484,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
485,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
486,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
487,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
488,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
489,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
490,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
491,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
492,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
493,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
494,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
495,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
496,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
497,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
498,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
499,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
500,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
501,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
502,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
503,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
504,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
505,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
506,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
507,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
508,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
509,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
510,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
511,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
512,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
513,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
514,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
515,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
516,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
517,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
518,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
519,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
520,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
521,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
522,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
523,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
524,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
525,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
526,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
527,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
528,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
529,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
530,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
531,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
532,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
533,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
534,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
535,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
536,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
537,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
538,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
539,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
540,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
541,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
542,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
543,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
544,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
545,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
546,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
547,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
548,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
549,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
550,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
551,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
552,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
553,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
554,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
555,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
556,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
557,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
558,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
559,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
560,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
561,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
562,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
563,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
564,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
565,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
566,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
567,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
568,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
569,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
570,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
571,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
572,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
573,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
574,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
575,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
576,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
577,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
578,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
579,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
580,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
581,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
582,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
583,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
584,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
585,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
586,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
587,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
588,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
589,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
590,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
591,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
592,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
593,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
594,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
595,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
596,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
597,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
598,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
599,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
600,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
601,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
602,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
603,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Cropland
604,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
605,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
606,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
607,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
608,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
609,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
610,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
611,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
612,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
613,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
614,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
615,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
616,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Forest
617,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
618,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
619,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
620,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
621,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
622,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
623,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
624,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
625,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
626,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
627,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
628,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
629,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
630,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
631,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
632,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
633,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
634,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
635,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
636,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
637,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
638,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
639,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
640,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
641,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
642,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
643,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
644,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
645,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
646,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
647,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
648,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
649,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
650,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
651,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
652,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
653,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
654,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
