Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MUV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MUV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MUV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MUV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MUV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MUV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MUV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MUV_M_R
330,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Built-up
331,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
332,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Water
333,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,NULL
334,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
335,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Cropland
336,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
337,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Water
338,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
339,NULL,NULL,NULL,Water,Non_Wetland,Built-up,NULL,Grassland
340,NULL,NULL,NULL,Water,Non_Wetland,Built-up,Built-up,Wetland
341,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
342,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Wetland
343,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
344,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,NULL
345,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
346,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Wetland
347,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Bareland
348,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Water
349,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Forest
350,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,NULL
351,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
352,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Wetland
353,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Bareland
354,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
355,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
356,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
357,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
358,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
359,NULL,NULL,NULL,Water,Non_Wetland,Forest,Grassland,Wetland
360,NULL,NULL,NULL,Water,Non_Wetland,Forest,Grassland,Water
361,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
362,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
367,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
368,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
369,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
370,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
375,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
376,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
377,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
382,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
383,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
384,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
385,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
389,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
390,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
393,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
394,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
395,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
398,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
399,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
400,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Wetland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Cropland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Wetland
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,Grassland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Cropland
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
571,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
572,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
573,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
574,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
575,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
576,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
577,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
578,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
579,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Built-up
580,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
581,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
582,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
583,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
584,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
585,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
586,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
587,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
591,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
592,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
593,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
594,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
595,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
596,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
597,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
603,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
604,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Bareland
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
609,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Built-up,NULL
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Built-up
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Built-up
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Built-up
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,NULL
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
633,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
634,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Cropland
635,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
636,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
637,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
638,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
639,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
640,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
641,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
642,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Water
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
647,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
648,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
649,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Grassland,Wetland
650,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
651,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Water,Grassland
652,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
653,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
