Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MRB_M_R
21735,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
21736,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
21737,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
21738,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
21739,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
21740,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
21741,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
21742,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
21743,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
21744,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
21745,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
21746,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
21747,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
21748,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
21749,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
21750,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
21751,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
21752,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
21753,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
21754,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
21755,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
21756,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
21757,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
21758,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
21759,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
21760,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
21761,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
21762,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
21763,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Forest
21764,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
21765,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
21766,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
21767,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
21768,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
21769,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
21770,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
21771,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
21772,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
21773,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Grassland
21774,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
21775,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
21776,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Grassland,Forest
21777,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
21778,Forest,Water,Bareland,Water,Non_Wetland,Grassland,NULL,Grassland
21779,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
21780,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
21781,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
21782,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Grassland,Forest
21783,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
21784,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
21785,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
21786,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
21787,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
21788,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
21789,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
21790,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Forest,Grassland
21791,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Forest,Water
21792,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
21793,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
21794,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
21795,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
21796,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Forest,Forest
21797,Forest,Water,Bareland,Water,Non_Wetland,Built-up,Grassland,Grassland
21798,Forest,Water,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
21799,Forest,Water,Bareland,Water,Non_Wetland,Water,Grassland,Forest
21800,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
21801,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
21802,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
21803,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
21804,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
21805,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
21806,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
21807,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
21808,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Grassland
21809,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
21810,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
21811,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
21812,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
21813,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
21814,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
21815,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
21816,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
21817,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
21818,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
21819,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
21820,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
21821,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
21822,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
21823,Forest,Water,Built-up,NULL,Non_Wetland,Cropland,Forest,Forest
21824,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
21825,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
21826,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
21827,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
21828,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
21829,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
21830,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
21831,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
21832,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
21833,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Wetland
21834,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Water
21835,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
21836,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
21837,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Forest,Water
21838,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
21839,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
21840,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
21841,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
21842,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
21843,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
21844,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
21845,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
21846,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
21847,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
21848,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
21849,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
21850,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
21851,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
21852,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
21853,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
21854,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
21855,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
21856,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
21857,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
21858,Forest,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
21859,Forest,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
21860,Forest,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
21861,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
21862,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Wetland
21863,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
21864,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
21865,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
21866,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Wetland
21867,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
21868,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
21869,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
21870,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
21871,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
21872,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
21873,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Water
21874,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
21875,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
21876,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Water
21877,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
21878,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Forest,Grassland
21879,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Forest,Forest
21880,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
21881,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
21882,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Forest
21883,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
21884,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
21885,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
21886,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Forest,Grassland
21887,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Forest,Forest
21888,Forest,Water,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
21889,Forest,Water,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
21890,Forest,Water,Built-up,Water,Non_Wetland,Grassland,Water,Forest
21891,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Grassland,Grassland
21892,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
21893,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Wetland
21894,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Water
21895,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
21896,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
21897,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Water,Wetland
21898,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Water,Water
21899,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Water,Forest
21900,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Forest,Forest
21901,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
21902,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
21903,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Water,Forest
21904,Forest,Water,Built-up,Water,Non_Wetland,Built-up,Wetland,Forest
21905,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
21906,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Wetland
21907,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
21908,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Forest
21909,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
21910,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Wetland
21911,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
21912,Forest,Water,Built-up,Water,Non_Wetland,Water,Forest,Forest
21913,Forest,Water,Water,NULL,Water,NULL,Grassland,Forest
21914,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
21915,Forest,Water,Water,NULL,Water,NULL,Water,Water
21916,Forest,Water,Water,NULL,Water,NULL,Water,Forest
21917,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
21918,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
21919,Forest,Water,Water,NULL,Water,Grassland,Water,Grassland
21920,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
21921,Forest,Water,Water,NULL,Water,Grassland,Forest,Grassland
21922,Forest,Water,Water,NULL,Water,Grassland,Forest,Forest
21923,Forest,Water,Water,NULL,Water,Cropland,Water,Forest
21924,Forest,Water,Water,NULL,Water,Wetland,NULL,Forest
21925,Forest,Water,Water,NULL,Water,Wetland,Grassland,Grassland
21926,Forest,Water,Water,NULL,Water,Wetland,Grassland,Forest
21927,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
21928,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
21929,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
21930,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
21931,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
21932,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
21933,Forest,Water,Water,NULL,Water,Wetland,Water,Water
21934,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
21935,Forest,Water,Water,NULL,Water,Wetland,Forest,Grassland
21936,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
21937,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
21938,Forest,Water,Water,NULL,Water,Bareland,Water,Water
21939,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
21940,Forest,Water,Water,NULL,Water,Bareland,Forest,Grassland
21941,Forest,Water,Water,NULL,Water,Water,Grassland,Grassland
21942,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
21943,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
21944,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
21945,Forest,Water,Water,NULL,Water,Water,Wetland,Water
21946,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
21947,Forest,Water,Water,NULL,Water,Water,Bareland,Forest
21948,Forest,Water,Water,NULL,Water,Water,Water,Grassland
21949,Forest,Water,Water,NULL,Water,Water,Water,Wetland
21950,Forest,Water,Water,NULL,Water,Water,Water,Water
21951,Forest,Water,Water,NULL,Water,Water,Water,Forest
21952,Forest,Water,Water,NULL,Water,Water,Forest,Grassland
21953,Forest,Water,Water,NULL,Water,Water,Forest,Wetland
21954,Forest,Water,Water,NULL,Water,Water,Forest,Water
21955,Forest,Water,Water,NULL,Water,Water,Forest,Forest
21956,Forest,Water,Water,NULL,Water,Forest,Grassland,Forest
21957,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
21958,Forest,Water,Water,NULL,Water,Forest,Water,Forest
21959,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
21960,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
21961,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
21962,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
21963,Forest,Water,Water,Non_Water,Water,Grassland,Water,Grassland
21964,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
21965,Forest,Water,Water,Non_Water,Water,Wetland,Grassland,Grassland
21966,Forest,Water,Water,Non_Water,Water,Wetland,Grassland,Forest
21967,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
21968,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
21969,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
21970,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
21971,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
21972,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
21973,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
21974,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
21975,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Grassland
21976,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Forest
21977,Forest,Water,Water,Non_Water,Water,Bareland,Water,Forest
21978,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
21979,Forest,Water,Water,Non_Water,Water,Water,Wetland,Wetland
21980,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
21981,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
21982,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
21983,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
21984,Forest,Water,Water,Non_Water,Water,Water,Water,Water
21985,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
21986,Forest,Water,Water,Non_Water,Water,Water,Forest,Grassland
21987,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
21988,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
21989,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
21990,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
21991,Forest,Water,Water,Water,Water,NULL,Water,Water
21992,Forest,Water,Water,Water,Water,NULL,Water,Forest
21993,Forest,Water,Water,Water,Water,NULL,Forest,Forest
21994,Forest,Water,Water,Water,Water,Grassland,Wetland,Grassland
21995,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
21996,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
21997,Forest,Water,Water,Water,Water,Grassland,Water,Wetland
21998,Forest,Water,Water,Water,Water,Grassland,Water,Water
21999,Forest,Water,Water,Water,Water,Grassland,Water,Forest
22000,Forest,Water,Water,Water,Water,Cropland,Water,Forest
22001,Forest,Water,Water,Water,Water,Wetland,NULL,Forest
22002,Forest,Water,Water,Water,Water,Wetland,Grassland,Grassland
22003,Forest,Water,Water,Water,Water,Wetland,Grassland,Wetland
22004,Forest,Water,Water,Water,Water,Wetland,Grassland,Water
22005,Forest,Water,Water,Water,Water,Wetland,Grassland,Forest
22006,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
22007,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
22008,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
22009,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
22010,Forest,Water,Water,Water,Water,Wetland,Bareland,Forest
22011,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
22012,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
22013,Forest,Water,Water,Water,Water,Wetland,Water,Bareland
22014,Forest,Water,Water,Water,Water,Wetland,Water,Water
22015,Forest,Water,Water,Water,Water,Wetland,Water,Forest
22016,Forest,Water,Water,Water,Water,Wetland,Forest,Grassland
22017,Forest,Water,Water,Water,Water,Wetland,Forest,Wetland
22018,Forest,Water,Water,Water,Water,Wetland,Forest,Water
22019,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
22020,Forest,Water,Water,Water,Water,Bareland,Grassland,Grassland
22021,Forest,Water,Water,Water,Water,Bareland,Wetland,Forest
22022,Forest,Water,Water,Water,Water,Bareland,Water,Grassland
22023,Forest,Water,Water,Water,Water,Bareland,Water,Water
22024,Forest,Water,Water,Water,Water,Bareland,Water,Forest
22025,Forest,Water,Water,Water,Water,Bareland,Forest,Water
22026,Forest,Water,Water,Water,Water,Bareland,Forest,Forest
22027,Forest,Water,Water,Water,Water,Built-up,Water,Grassland
22028,Forest,Water,Water,Water,Water,Water,NULL,Wetland
22029,Forest,Water,Water,Water,Water,Water,NULL,Forest
22030,Forest,Water,Water,Water,Water,Water,Grassland,Grassland
22031,Forest,Water,Water,Water,Water,Water,Grassland,Wetland
22032,Forest,Water,Water,Water,Water,Water,Grassland,Water
22033,Forest,Water,Water,Water,Water,Water,Grassland,Forest
22034,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
22035,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
22036,Forest,Water,Water,Water,Water,Water,Wetland,Water
22037,Forest,Water,Water,Water,Water,Water,Wetland,Forest
22038,Forest,Water,Water,Water,Water,Water,Bareland,Forest
22039,Forest,Water,Water,Water,Water,Water,Water,Grassland
22040,Forest,Water,Water,Water,Water,Water,Water,Wetland
22041,Forest,Water,Water,Water,Water,Water,Water,Bareland
22042,Forest,Water,Water,Water,Water,Water,Water,Water
22043,Forest,Water,Water,Water,Water,Water,Water,Forest
22044,Forest,Water,Water,Water,Water,Water,Forest,Grassland
22045,Forest,Water,Water,Water,Water,Water,Forest,Wetland
22046,Forest,Water,Water,Water,Water,Water,Forest,Water
22047,Forest,Water,Water,Water,Water,Water,Forest,Forest
22048,Forest,Water,Water,Water,Water,Forest,Grassland,Forest
22049,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
22050,Forest,Water,Water,Water,Water,Forest,Water,Forest
22051,Forest,Water,Water,Water,Water,Forest,Forest,Forest
22052,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
22053,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
22054,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
22055,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
22056,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
22057,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
22058,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
22059,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
22060,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
22061,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
22062,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
22063,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
22064,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
22065,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
22066,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
22067,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
22068,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
22069,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
22070,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
22071,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
22072,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
22073,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
22074,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
22075,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
22076,Forest,Water,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
22077,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
22078,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
22079,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
22080,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
22081,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
22082,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
22083,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
22084,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Built-up
22085,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
22086,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
22087,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Water
22088,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
22089,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
22090,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
22091,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
22092,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
22093,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
22094,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
22095,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
22096,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
22097,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
22098,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
22099,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
22100,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
22101,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
22102,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
