Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KQS_M_R
10410,Forest,Cropland,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
10411,Forest,Cropland,NULL,Water,Non_Wetland,NULL,Water,Grassland
10412,Forest,Cropland,NULL,Water,Non_Wetland,Water,NULL,Water
10413,Forest,Cropland,NULL,Water,Non_Wetland,Water,NULL,Forest
10414,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
10415,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
10416,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
10417,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
10418,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
10419,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
10420,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
10421,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
10422,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
10423,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
10424,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
10425,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
10426,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
10427,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
10428,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
10429,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
10430,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
10431,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
10432,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
10433,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
10434,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
10435,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
10436,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
10437,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10438,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10439,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
10440,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
10441,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
10442,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10443,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
10444,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
10445,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
10446,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
10447,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
10448,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
10449,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
10450,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
10451,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
10452,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
10453,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
10454,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
10455,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
10456,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10457,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
10458,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
10459,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
10460,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
10461,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
10462,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
10463,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
10464,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
10465,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
10466,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
10467,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
10468,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
10469,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
10470,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
10471,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
10472,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
10473,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
10474,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Water
10475,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
10476,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
10477,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
10478,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
10479,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
10480,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
10481,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
10482,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
10483,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
10484,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
10485,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
10486,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
10487,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
10488,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10489,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
10490,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
10491,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10492,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10493,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10494,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
10495,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
10496,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
10497,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
10498,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
10499,Forest,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Water
10500,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
10501,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
10502,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
10503,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10504,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
10505,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
10506,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
10507,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
10508,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
10509,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
10510,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
10511,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
10512,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
10513,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
10514,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
10515,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
10516,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
10517,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
10518,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
10519,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
10520,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
10521,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
10522,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
10523,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
10524,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
10525,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
10526,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
10527,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
10528,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
10529,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10530,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10531,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
10532,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
10533,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
10534,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
10535,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10536,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
10537,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
10538,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
10539,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
10540,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
10541,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
10542,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
10543,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
10544,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
10545,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
10546,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
10547,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
10548,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
10549,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
10550,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
10551,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
10552,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10553,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
10554,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
10555,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
10556,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
10557,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
10558,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
10559,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
10560,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
10561,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
10562,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
10563,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
10564,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
10565,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
10566,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
10567,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
10568,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
10569,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
10570,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Water
10571,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Forest
10572,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
10573,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
10574,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
10575,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
10576,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Built-up,Water
10577,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
10578,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Forest
10579,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
10580,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
10581,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
10582,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
10583,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
10584,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Water,Forest
10585,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
10586,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
10587,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
10588,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
10589,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10590,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
10591,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
10592,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10593,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
10594,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10595,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
10596,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10597,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
10598,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
10599,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
10600,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
10601,Forest,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
10602,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
10603,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
10604,Forest,Cropland,Wetland,NULL,Wetland,NULL,Water,Grassland
10605,Forest,Cropland,Wetland,NULL,Wetland,NULL,Water,Water
10606,Forest,Cropland,Wetland,NULL,Wetland,NULL,Water,Forest
10607,Forest,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
10608,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
10609,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
10610,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Water,Grassland
10611,Forest,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Forest
10612,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Water,Forest
10613,Forest,Cropland,Wetland,NULL,Wetland,Water,Water,Grassland
10614,Forest,Cropland,Wetland,NULL,Wetland,Water,Water,Forest
10615,Forest,Cropland,Wetland,NULL,Wetland,Water,Forest,Forest
10616,Forest,Cropland,Wetland,NULL,Wetland,Forest,NULL,Forest
10617,Forest,Cropland,Wetland,NULL,Wetland,Forest,Water,Forest
10618,Forest,Cropland,Wetland,NULL,Wetland,Forest,Forest,Forest
10619,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
10620,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
10621,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Water
10622,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Forest
10623,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
10624,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
10625,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
10626,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
10627,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
10628,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Water,Forest
10629,Forest,Cropland,Wetland,Non_Water,Wetland,Forest,Water,Forest
10630,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
10631,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
10632,Forest,Cropland,Wetland,Water,Wetland,NULL,Grassland,Water
10633,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
10634,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
10635,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
10636,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
10637,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
10638,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Forest
10639,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
10640,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10641,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
10642,Forest,Cropland,Bareland,NULL,Non_Wetland,Water,NULL,Forest
10643,Forest,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
10644,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
10645,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,Grassland,Water
10646,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,Water,Forest
10647,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
10648,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
10649,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
10650,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
10651,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
10652,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
10653,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
10654,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
10655,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
10656,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Forest
10657,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
10658,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
10659,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
10660,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
10661,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
10662,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
10663,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
10664,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
10665,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
10666,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
10667,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
10668,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
10669,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
10670,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
10671,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
10672,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
10673,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
10674,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
10675,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
10676,Forest,Cropland,Built-up,NULL,Non_Wetland,Water,NULL,Water
10677,Forest,Cropland,Built-up,NULL,Non_Wetland,Water,NULL,Forest
10678,Forest,Cropland,Built-up,NULL,Non_Wetland,Water,Water,Forest
10679,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
10680,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
10681,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Water,Forest
10682,Forest,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
10683,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
10684,Forest,Cropland,Water,NULL,Water,NULL,Water,Forest
10685,Forest,Cropland,Water,NULL,Water,Wetland,Water,Forest
10686,Forest,Cropland,Water,Non_Water,Water,NULL,Water,Forest
10687,Forest,Cropland,Water,Water,Water,NULL,NULL,Forest
10688,Forest,Cropland,Water,Water,Water,Grassland,NULL,Forest
10689,Forest,Cropland,Water,Water,Water,Water,Grassland,Water
10690,Forest,Cropland,Water,Water,Water,Water,Water,Water
10691,Forest,Cropland,Water,Water,Water,Water,Water,Forest
10692,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
10693,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
10694,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
10695,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
10696,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
10697,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
10698,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
10699,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
10700,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Forest
10701,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
10702,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
10703,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
10704,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
10705,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
10706,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
10707,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
10708,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
10709,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
10710,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
10711,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
10712,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
10713,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
10714,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
10715,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
10716,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
10717,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
10718,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
10719,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
10720,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
10721,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
10722,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
10723,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
10724,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
10725,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
10726,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
10727,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
10728,Forest,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Water
10729,Forest,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Forest
10730,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
10731,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Water,Water
10732,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Water,Forest
10733,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Forest
10734,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
10735,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
10736,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
