Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MTS_M_R
12722,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
12723,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12724,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
12725,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Built-up
12726,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
12727,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
12728,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
12729,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
12730,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
12731,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
12732,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
12733,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
12734,Forest,Built-up,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
12735,Forest,Built-up,Wetland,NULL,Wetland,NULL,Grassland,Forest
12736,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
12737,Forest,Built-up,Wetland,NULL,Wetland,NULL,Bareland,Forest
12738,Forest,Built-up,Wetland,NULL,Wetland,NULL,Water,Grassland
12739,Forest,Built-up,Wetland,NULL,Wetland,NULL,Water,Forest
12740,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
12741,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
12742,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
12743,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
12744,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
12745,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
12746,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
12747,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Water,Forest
12748,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Grassland
12749,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Forest
12750,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,NULL
12751,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
12752,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Forest
12753,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
12754,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
12755,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
12756,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
12757,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
12758,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Water
12759,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
12760,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Grassland
12761,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Water,Grassland
12762,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
12763,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Grassland
12764,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Forest
12765,Forest,Built-up,Wetland,NULL,Wetland,Bareland,NULL,Grassland
12766,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
12767,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
12768,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Forest
12769,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
12770,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Forest
12771,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
12772,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
12773,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Forest
12774,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Water,Grassland
12775,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Water,Forest
12776,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Grassland
12777,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Forest
12778,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Grassland
12779,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Forest
12780,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Grassland
12781,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Forest
12782,Forest,Built-up,Wetland,NULL,Wetland,Water,Grassland,Grassland
12783,Forest,Built-up,Wetland,NULL,Wetland,Water,Grassland,Forest
12784,Forest,Built-up,Wetland,NULL,Wetland,Water,Wetland,Grassland
12785,Forest,Built-up,Wetland,NULL,Wetland,Water,Wetland,Bareland
12786,Forest,Built-up,Wetland,NULL,Wetland,Water,Wetland,Forest
12787,Forest,Built-up,Wetland,NULL,Wetland,Water,Water,Grassland
12788,Forest,Built-up,Wetland,NULL,Wetland,Water,Water,Forest
12789,Forest,Built-up,Wetland,NULL,Wetland,Forest,Grassland,Forest
12790,Forest,Built-up,Wetland,NULL,Wetland,Forest,Wetland,Forest
12791,Forest,Built-up,Wetland,NULL,Wetland,Forest,Bareland,Forest
12792,Forest,Built-up,Wetland,NULL,Wetland,Forest,Water,Forest
12793,Forest,Built-up,Wetland,NULL,Wetland,Forest,Forest,Forest
12794,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
12795,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Forest
12796,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
12797,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
12798,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
12799,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
12800,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Water,Forest
12801,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
12802,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
12803,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
12804,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
12805,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
12806,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
12807,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
12808,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Built-up,Grassland
12809,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Built-up,Forest
12810,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
12811,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Forest
12812,Forest,Built-up,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
12813,Forest,Built-up,Wetland,Non_Water,Wetland,Built-up,Bareland,Grassland
12814,Forest,Built-up,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
12815,Forest,Built-up,Wetland,Non_Water,Wetland,Water,Wetland,Forest
12816,Forest,Built-up,Wetland,Non_Water,Wetland,Water,Water,Grassland
12817,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,Forest,Forest
12818,Forest,Built-up,Wetland,Water,Wetland,Grassland,Grassland,Grassland
12819,Forest,Built-up,Wetland,Water,Wetland,Grassland,Wetland,Grassland
12820,Forest,Built-up,Wetland,Water,Wetland,Grassland,Wetland,Forest
12821,Forest,Built-up,Wetland,Water,Wetland,Grassland,Bareland,Grassland
12822,Forest,Built-up,Wetland,Water,Wetland,Grassland,Bareland,Forest
12823,Forest,Built-up,Wetland,Water,Wetland,Grassland,Water,Forest
12824,Forest,Built-up,Wetland,Water,Wetland,Wetland,Grassland,Grassland
12825,Forest,Built-up,Wetland,Water,Wetland,Wetland,Grassland,Forest
12826,Forest,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Grassland
12827,Forest,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Wetland
12828,Forest,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Forest
12829,Forest,Built-up,Wetland,Water,Wetland,Wetland,Bareland,Grassland
12830,Forest,Built-up,Wetland,Water,Wetland,Wetland,Bareland,Wetland
12831,Forest,Built-up,Wetland,Water,Wetland,Wetland,Bareland,Forest
12832,Forest,Built-up,Wetland,Water,Wetland,Wetland,Built-up,Grassland
12833,Forest,Built-up,Wetland,Water,Wetland,Wetland,Water,Grassland
12834,Forest,Built-up,Wetland,Water,Wetland,Wetland,Water,Forest
12835,Forest,Built-up,Wetland,Water,Wetland,Wetland,Forest,Grassland
12836,Forest,Built-up,Wetland,Water,Wetland,Wetland,Forest,Forest
12837,Forest,Built-up,Wetland,Water,Wetland,Bareland,Wetland,Grassland
12838,Forest,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Grassland
12839,Forest,Built-up,Wetland,Water,Wetland,Bareland,Water,Grassland
12840,Forest,Built-up,Wetland,Water,Wetland,Bareland,Water,Forest
12841,Forest,Built-up,Wetland,Water,Wetland,Built-up,Water,Grassland
12842,Forest,Built-up,Wetland,Water,Wetland,Water,Grassland,Grassland
12843,Forest,Built-up,Wetland,Water,Wetland,Water,Wetland,Grassland
12844,Forest,Built-up,Wetland,Water,Wetland,Water,Wetland,Wetland
12845,Forest,Built-up,Wetland,Water,Wetland,Water,Wetland,Forest
12846,Forest,Built-up,Wetland,Water,Wetland,Water,Bareland,Grassland
12847,Forest,Built-up,Wetland,Water,Wetland,Water,Water,Grassland
12848,Forest,Built-up,Wetland,Water,Wetland,Water,Water,Wetland
12849,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
12850,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
12851,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Forest
12852,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Forest
12853,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Forest,Bareland
12854,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
12855,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
12856,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
12857,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12858,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
12859,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
12860,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
12861,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12862,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
12863,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12864,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Built-up,Forest
12865,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
12866,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
12867,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
12868,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
12869,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12870,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
12871,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
12872,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
12873,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
12874,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
12875,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Built-up,Grassland
12876,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Built-up,Forest
12877,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
12878,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
12879,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Forest,Built-up
12880,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
12881,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12882,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
12883,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
12884,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
12885,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12886,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12887,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
12888,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
12889,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Forest
12890,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
12891,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
12892,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Forest,Bareland
12893,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
12894,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
12895,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
12896,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
12897,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
12898,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
12899,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
12900,Forest,Built-up,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
12901,Forest,Built-up,Bareland,Water,Non_Wetland,Wetland,Bareland,Grassland
12902,Forest,Built-up,Bareland,Water,Non_Wetland,Wetland,Water,Forest
12903,Forest,Built-up,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
12904,Forest,Built-up,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
12905,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
12906,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
12907,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
12908,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
12909,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
12910,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
12911,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
12912,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
12913,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
12914,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
12915,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
12916,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
12917,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
12918,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
12919,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
12920,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
12921,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
12922,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
12923,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
12924,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
12925,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
12926,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
12927,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
12928,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
12929,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
12930,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
12931,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
12932,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
12933,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
12934,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
12935,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
12936,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
12937,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
12938,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
12939,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
12940,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
12941,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
12942,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
12943,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
12944,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
12945,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
12946,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
12947,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
12948,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
12949,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
12950,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
12951,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
12952,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
12953,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
12954,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
12955,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
12956,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
12957,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
12958,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12959,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
12960,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
12961,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
12962,Forest,Built-up,Water,NULL,Water,Grassland,Grassland,Grassland
12963,Forest,Built-up,Water,NULL,Water,Wetland,Wetland,Grassland
12964,Forest,Built-up,Water,NULL,Water,Wetland,Wetland,Forest
12965,Forest,Built-up,Water,NULL,Water,Wetland,Water,Forest
12966,Forest,Built-up,Water,NULL,Water,Bareland,Forest,Forest
12967,Forest,Built-up,Water,Non_Water,Water,Wetland,Wetland,Forest
12968,Forest,Built-up,Water,Non_Water,Water,Wetland,Water,Grassland
12969,Forest,Built-up,Water,Water,Water,Wetland,Grassland,Grassland
12970,Forest,Built-up,Water,Water,Water,Wetland,Wetland,Grassland
12971,Forest,Built-up,Water,Water,Water,Wetland,Wetland,Forest
12972,Forest,Built-up,Water,Water,Water,Wetland,Water,Grassland
12973,Forest,Built-up,Water,Water,Water,Wetland,Water,Forest
12974,Forest,Built-up,Water,Water,Water,Bareland,Water,Forest
12975,Forest,Built-up,Water,Water,Water,Water,Grassland,Grassland
12976,Forest,Built-up,Water,Water,Water,Water,Water,Grassland
12977,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
12978,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
12979,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
12980,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
12981,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
12982,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
12983,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
12984,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
12985,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
12986,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
12987,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
12988,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
12989,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Built-up
12990,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
12991,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
12992,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
12993,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
12994,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
12995,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
12996,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
12997,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Forest
12998,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
12999,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
13000,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
13001,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Built-up
13002,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
13003,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
13004,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
13005,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
13006,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Built-up
13007,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
13008,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Grassland
13009,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
13010,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
13011,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Forest
13012,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
13013,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
13014,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
13015,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
13016,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
13017,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
13018,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
13019,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
13020,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
13021,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Forest
13022,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
13023,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
13024,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
13025,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
13026,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
13027,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
13028,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
13029,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
13030,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
13031,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
13032,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
13033,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Forest
13034,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
13035,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
13036,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
13037,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
13038,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Forest
13039,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
13040,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
13041,Forest,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
13042,Forest,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
13043,Forest,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
13044,Forest,Built-up,Forest,Water,Non_Wetland,NULL,Water,Forest
13045,Forest,Built-up,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
13046,Forest,Built-up,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
13047,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
13048,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
13049,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Water
13050,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
13051,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
