Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MWA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MWA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MWA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MWA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MWA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MWA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MWA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MWA_M_R
1067,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1068,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1069,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1070,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1071,Forest,Cropland,Water,Water,Water,NULL,NULL,Water
1072,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1073,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1074,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1075,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1076,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1077,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1078,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1079,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1080,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1081,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1082,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1083,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1084,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1085,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1086,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1087,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1088,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1089,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1090,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1091,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1092,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1093,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1094,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1095,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1096,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1097,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1098,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1099,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1100,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1101,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1102,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1103,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1104,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1105,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1106,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1107,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1108,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1109,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1110,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1111,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1112,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1113,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1114,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1115,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1116,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1117,Forest,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1118,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1119,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1120,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1121,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1122,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1123,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1124,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1125,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1126,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1127,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1128,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1129,Forest,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1130,Forest,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1131,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1132,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1133,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
1134,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
1135,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1136,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1137,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1138,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1139,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
1140,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
1141,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
1142,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
1143,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1144,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1145,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1146,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1147,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1148,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1149,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1150,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1151,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1152,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1153,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1154,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1155,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1156,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1157,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1158,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1159,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1160,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
1161,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1162,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1163,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1164,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1165,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1166,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1167,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1168,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1169,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1170,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1171,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1172,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1173,Forest,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1174,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1175,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1176,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1177,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1178,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1179,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1180,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1181,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1182,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1183,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
1184,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1185,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1186,Forest,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1187,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1188,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1189,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
1190,Forest,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
1191,Forest,Built-up,Water,Water,Water,NULL,NULL,Forest
1192,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1193,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1194,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1195,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1196,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
1197,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1198,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1199,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1200,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1201,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1202,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1203,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1204,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1205,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1206,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1207,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1208,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1209,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1210,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1211,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1212,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1213,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1214,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1215,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1216,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1217,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1218,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1219,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1220,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1221,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1222,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1223,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1224,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1225,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1226,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1227,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1228,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1229,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1230,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1231,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1232,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1233,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1234,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1235,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1236,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1237,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1238,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1239,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1240,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1241,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1242,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1243,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1244,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1245,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1246,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1247,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1248,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1249,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1250,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1251,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1252,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1253,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1254,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1255,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1256,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1257,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
1258,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
1259,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1260,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1261,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1262,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1263,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
1264,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
1265,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
1266,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
1267,Forest,Water,Water,Water,Water,NULL,NULL,Water
1268,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1269,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1270,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1271,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1272,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1273,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1274,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1275,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1276,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1277,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1278,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1279,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1280,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1281,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1282,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1283,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1284,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1285,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1286,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1287,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1288,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1289,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1290,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1291,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1292,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1293,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1294,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1295,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1296,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1297,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1298,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1299,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1300,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1301,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1302,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1303,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1304,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1305,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1306,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1307,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1308,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1309,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1310,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1311,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1312,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1313,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1314,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1315,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1316,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1317,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1318,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1319,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1320,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1321,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1322,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1323,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1324,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1325,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1326,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1327,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1328,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1329,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1330,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1331,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1332,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1333,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1334,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
1335,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1336,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1337,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1338,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1339,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1340,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1341,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1342,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1343,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
1344,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1345,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1346,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1347,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1348,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1349,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1350,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1351,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1352,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1353,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1354,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1355,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1356,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1357,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1358,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1359,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1360,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1361,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1362,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1363,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
1364,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1365,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1366,Forest,Forest,Water,NULL,Water,NULL,NULL,Wetland
1367,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1368,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1369,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1370,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1371,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
1372,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1373,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
1374,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
1375,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1376,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1377,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1378,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1379,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1380,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1381,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1382,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1383,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1384,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1385,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1386,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1387,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1388,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1389,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
