Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NQK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NQK_M_R
9581,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
9582,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9583,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
9584,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
9585,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
9586,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9587,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
9588,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
9589,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9590,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
9591,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
9592,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
9593,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
9594,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
9595,Forest,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
9596,Forest,Cropland,Wetland,Water,Wetland,Water,Wetland,Wetland
9597,Forest,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
9598,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
9599,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
9600,Forest,Cropland,Water,Water,Water,Water,Water,Wetland
9601,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
9602,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9603,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
9604,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
9605,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
9606,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
9607,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
9608,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
9609,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
9610,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
9611,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
9612,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
9613,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
9614,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
9615,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9616,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9617,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9618,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
9619,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9620,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
9621,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
9622,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
9623,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9624,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
9625,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Water,Forest
9626,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
9627,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
9628,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9629,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
9630,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
9631,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
9632,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9633,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9634,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
9635,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
9636,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
9637,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
9638,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
9639,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
9640,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
9641,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
9642,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
9643,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
9644,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
9645,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
9646,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9647,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
9648,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
9649,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
9650,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
9651,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9652,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
9653,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9654,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
9655,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9656,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9657,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
9658,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
9659,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,NULL
9660,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
9661,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
9662,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
9663,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
9664,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
9665,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
9666,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
9667,Forest,Wetland,Shrubland,Water,Non_Wetland,Cropland,Wetland,Forest
9668,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
9669,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
9670,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
9671,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
9672,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
9673,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
9674,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
9675,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
9676,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
9677,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
9678,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
9679,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
9680,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9681,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9682,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
9683,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
9684,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
9685,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
9686,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9687,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
9688,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
9689,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9690,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
9691,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
9692,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9693,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
9694,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
9695,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
9696,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
9697,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
9698,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
9699,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
9700,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
9701,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
9702,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
9703,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
9704,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
9705,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
9706,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
9707,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
9708,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
9709,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
9710,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
9711,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
9712,Forest,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Forest
9713,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
9714,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
9715,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
9716,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
9717,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,NULL
9718,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
9719,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
9720,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
9721,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
9722,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
9723,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
9724,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
9725,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
9726,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
9727,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
9728,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
9729,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
9730,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
9731,Forest,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
9732,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
9733,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
9734,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
9735,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
9736,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
9737,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Forest
9738,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
9739,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
9740,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
9741,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
9742,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
9743,Forest,Wetland,Wetland,Water,Wetland,Water,NULL,Wetland
9744,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Grassland
9745,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
9746,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
9747,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
9748,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
9749,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
9750,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
9751,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
9752,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
9753,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
9754,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
9755,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
9756,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
9757,Forest,Wetland,Water,Non_Water,Water,Water,Grassland,Wetland
9758,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
9759,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Forest
9760,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
9761,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
9762,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
9763,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
9764,Forest,Wetland,Water,Water,Water,Water,Grassland,Wetland
9765,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
9766,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
9767,Forest,Wetland,Water,Water,Water,Water,Water,Water
9768,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9769,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
9770,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
9771,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
9772,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
9773,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
9774,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9775,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9776,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
9777,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
9778,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
9779,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
9780,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
9781,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
9782,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
9783,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
9784,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
9785,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
9786,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
9787,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
9788,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
9789,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
9790,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
9791,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
9792,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
9793,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
9794,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9795,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9796,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
9797,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9798,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
9799,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9800,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9801,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9802,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
9803,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
9804,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
9805,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
9806,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Forest
9807,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
9808,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9809,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
9810,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9811,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
9812,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9813,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9814,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
9815,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9816,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9817,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9818,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
9819,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9820,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
9821,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9822,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
9823,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
9824,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
9825,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
9826,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
9827,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
9828,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9829,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
9830,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
9831,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
9832,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9833,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
9834,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
9835,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
9836,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
9837,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
9838,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9839,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9840,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
9841,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
9842,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
9843,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
9844,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
9845,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9846,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
9847,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
9848,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
9849,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
9850,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
9851,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
9852,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
9853,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
9854,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
9855,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9856,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9857,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9858,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9859,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9860,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
9861,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
9862,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
9863,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
9864,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
9865,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
9866,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
9867,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
9868,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
9869,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9870,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9871,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
9872,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
9873,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9874,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
9875,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
9876,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
9877,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
9878,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
9879,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
9880,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
9881,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
9882,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
9883,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
9884,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
9885,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
9886,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
9887,Forest,Built-up,Water,NULL,Water,Wetland,Grassland,Forest
9888,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9889,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9890,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9891,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
9892,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9893,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9894,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
9895,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
9896,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
9897,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
9898,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
9899,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
9900,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
9901,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
9902,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
9903,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
9904,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
