Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KNE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KNE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KNE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KNE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KNE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KNE_M_R
1350,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1351,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1352,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1353,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1354,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1355,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1356,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1357,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1358,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1359,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1360,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1361,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1362,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1363,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1364,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1365,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1366,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1367,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1368,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1369,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1370,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1371,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1372,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1373,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1374,Bareland,Water,Water,NULL,Water,NULL,NULL,NULL
1375,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
1376,Bareland,Water,Water,NULL,Water,NULL,NULL,Wetland
1377,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1378,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1379,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
1380,Bareland,Water,Water,Non_Water,Water,NULL,NULL,NULL
1381,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1382,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1383,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1384,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
1385,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1386,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1387,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1388,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1389,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1390,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1391,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1392,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1393,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1394,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1395,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1396,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1397,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1398,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1399,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1400,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1401,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1402,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1403,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1404,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1405,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1406,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1407,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1408,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1409,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1410,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1411,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1412,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1413,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1414,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1415,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1416,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1417,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1418,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1419,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1420,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1421,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1422,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1423,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1424,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1425,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1426,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1427,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1428,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1429,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1430,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1431,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1432,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1433,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1434,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1435,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1436,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1437,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1438,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1439,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1440,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1441,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1442,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1443,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1444,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1445,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1446,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1447,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
1448,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1449,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1450,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1451,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1452,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1453,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1454,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1455,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1456,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1457,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1458,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1459,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1460,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1461,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1462,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1463,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1464,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1465,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1466,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1467,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1468,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1469,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1470,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1471,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1472,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1473,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1474,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1475,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1476,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1477,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1478,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1479,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1480,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1481,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1482,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1483,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1484,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1485,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1486,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1487,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1488,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1489,Bareland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1490,Bareland,Forest,Water,NULL,Water,NULL,NULL,NULL
1491,Bareland,Forest,Water,NULL,Water,NULL,NULL,Grassland
1492,Bareland,Forest,Water,NULL,Water,NULL,NULL,Wetland
1493,Bareland,Forest,Water,NULL,Water,NULL,NULL,Bareland
1494,Bareland,Forest,Water,NULL,Water,NULL,NULL,Water
1495,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
1496,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,NULL
1497,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
1498,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Water
1499,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1500,Bareland,Forest,Water,Water,Water,NULL,NULL,NULL
1501,Bareland,Forest,Water,Water,Water,NULL,NULL,Bareland
1502,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
1503,Bareland,Forest,Water,Water,Water,NULL,NULL,Forest
1504,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1505,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1506,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1507,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1508,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1509,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1510,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1511,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1512,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1513,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1514,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,NULL
1515,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1516,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1517,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1518,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1519,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1520,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1521,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
1522,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1523,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1524,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1525,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1526,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1527,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1528,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1529,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1530,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1531,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1532,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1533,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1534,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1535,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1536,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1537,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1538,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1539,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1540,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1541,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1542,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1543,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1544,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1545,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1546,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1547,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1548,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1549,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1550,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1551,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1552,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1553,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1554,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1555,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1556,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1557,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1558,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1559,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1560,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1561,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1562,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1563,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1564,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1565,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1566,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1567,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1568,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1569,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1570,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1571,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1572,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1573,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
1574,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1575,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1576,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1577,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1578,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1579,Water,NULL,Water,Water,Water,NULL,NULL,Water
1580,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1581,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1582,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1583,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1584,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1585,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1586,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1587,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1588,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1589,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1590,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1591,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1592,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1593,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1594,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1595,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1596,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1597,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1598,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1599,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1600,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1601,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1602,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1603,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1604,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1605,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1606,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1607,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1608,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1609,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1610,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1611,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1612,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1613,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1614,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1615,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1616,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1617,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1618,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1619,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1620,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1621,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1622,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1623,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1624,Water,Cropland,Water,NULL,Water,NULL,NULL,NULL
1625,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1626,Water,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1627,Water,Cropland,Water,NULL,Water,NULL,NULL,Forest
1628,Water,Cropland,Water,Water,Water,NULL,NULL,Water
1629,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1630,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1631,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1632,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1633,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1634,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1635,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1636,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1637,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1638,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1639,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1640,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1641,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1642,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1643,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1644,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1645,Water,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1646,Water,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1647,Water,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1648,Water,Wetland,Water,NULL,Water,NULL,NULL,Bareland
1649,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
1650,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1651,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
1652,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1653,Water,Wetland,Water,Water,Water,NULL,NULL,Bareland
1654,Water,Wetland,Water,Water,Water,NULL,NULL,Water
1655,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1656,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1657,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1658,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1659,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1660,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1661,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1662,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1663,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1664,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1665,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1666,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1667,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1668,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1669,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1670,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1671,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1672,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1673,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1674,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1675,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1676,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1677,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1678,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1679,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1680,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1681,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1682,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1683,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1684,Water,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1685,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,NULL
1686,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1687,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1688,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1689,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1690,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1691,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1692,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1693,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1694,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1695,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
