Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KMT_M_R
330,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Cropland
331,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
332,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
333,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
334,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Built-up,Grassland
335,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
336,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Cropland
337,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
338,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
339,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
340,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
341,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Grassland
342,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Wetland
343,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
344,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Wetland
345,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
346,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
347,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Forest
348,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Forest
349,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
350,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
351,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
352,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
353,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
354,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
355,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
360,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
361,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
362,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
363,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
368,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
369,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
370,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
375,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
376,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
377,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
378,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Bareland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Built-up
383,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
384,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
385,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
389,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
390,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
391,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
395,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
396,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
400,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
401,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
402,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
407,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Built-up
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Cropland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Cropland
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
618,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
619,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Bareland
620,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
621,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
622,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
623,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
624,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
625,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
626,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
627,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
628,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
629,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
630,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
631,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
632,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
633,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
634,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
635,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
636,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
637,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
638,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
639,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
640,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
641,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
642,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
643,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
644,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
645,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
646,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
647,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
648,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
649,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
650,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
651,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
652,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
653,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
654,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
655,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
656,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
657,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
