Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KLC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KLC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KLC_M_R
1332,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1333,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1334,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1335,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1336,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1337,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1338,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1339,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1340,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1341,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1342,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1343,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1344,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1345,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1346,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1347,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1348,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1349,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1350,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1351,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1352,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1353,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1354,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1355,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1356,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1357,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1358,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1359,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1360,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1361,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1362,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1363,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1364,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1365,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1366,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1367,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1368,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1369,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1370,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
1371,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1372,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1373,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1374,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1375,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1376,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1377,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1378,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1379,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1380,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1381,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1382,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1383,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1384,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1385,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1386,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1387,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1388,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1389,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1390,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1391,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1392,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1393,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1394,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1395,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1396,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1397,Bareland,Water,Water,NULL,Water,NULL,NULL,NULL
1398,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
1399,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1400,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1401,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
1402,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1403,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Cropland
1404,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1405,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
1406,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1407,Bareland,Water,Water,Water,Water,NULL,NULL,Cropland
1408,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1409,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1410,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
1411,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1412,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1413,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1414,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1415,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1416,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1417,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1418,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1419,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1420,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1421,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1422,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1423,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1424,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1425,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1426,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1427,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1428,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1429,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1430,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1431,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1432,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1433,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1434,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1435,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1436,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1437,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1438,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1439,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1440,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1441,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1442,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1443,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1444,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1445,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1446,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1447,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1448,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1449,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1450,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1451,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1452,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1453,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1454,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1455,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1456,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1457,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1458,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1459,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1460,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1461,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1462,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1463,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1464,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1465,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1466,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1467,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1468,Bareland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,NULL
1469,Bareland,Forest,Water,NULL,Water,NULL,NULL,NULL
1470,Bareland,Forest,Water,NULL,Water,NULL,NULL,Bareland
1471,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
1472,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1473,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1474,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1475,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1476,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1477,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1478,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1479,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1480,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1481,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1482,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1483,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1484,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1485,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1486,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1487,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1488,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1489,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1490,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1491,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1492,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1493,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1494,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1495,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1496,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1497,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1498,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1499,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1500,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1501,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1502,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1503,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1504,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1505,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1506,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1507,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1508,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1509,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1510,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1511,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1512,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1513,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1514,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1515,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1516,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1517,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1518,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1519,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1520,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1521,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1522,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1523,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1524,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1525,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1526,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1527,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1528,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1529,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1530,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1531,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1532,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1533,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1534,Water,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1535,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1536,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1537,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1538,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1539,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1540,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1541,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1542,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1543,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
1544,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1545,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1546,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1547,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1548,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1549,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1550,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1551,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1552,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1553,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1554,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1555,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1556,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1557,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1558,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1559,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1560,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1561,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1562,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1563,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1564,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1565,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1566,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1567,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1568,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1569,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1570,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1571,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1572,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
1573,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1574,Water,NULL,Water,NULL,Water,NULL,NULL,Cropland
1575,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1576,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1577,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1578,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1579,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1580,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1581,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1582,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1583,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1584,Water,NULL,Water,Water,Water,NULL,NULL,Water
1585,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1586,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1587,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1588,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1589,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1590,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1591,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1592,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1593,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1594,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1595,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1596,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1597,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1598,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1599,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1600,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1601,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1602,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1603,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1604,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1605,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1606,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1607,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1608,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1609,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1610,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
1611,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1612,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1613,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1614,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1615,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1616,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1617,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1618,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1619,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1620,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1621,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1622,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1623,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1624,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1625,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1626,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1627,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1628,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1629,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1630,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1631,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1632,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1633,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1634,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1635,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1636,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1637,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1638,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1639,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1640,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1641,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1642,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1643,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1644,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1645,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1646,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1647,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1648,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
1649,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1650,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1651,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1652,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1653,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1654,Water,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1655,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1656,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1657,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1658,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1659,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1660,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1661,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1662,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1663,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1664,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1665,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1666,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1667,Water,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1668,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1669,Water,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1670,Water,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1671,Water,Cropland,Water,NULL,Water,NULL,NULL,Forest
1672,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
1673,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Water
1674,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1675,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1676,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
