Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KMG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KMG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KMG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KMG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KMG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KMG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KMG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KMG_M_R
341,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
342,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
343,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
344,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
345,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
346,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
347,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
348,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,NULL
349,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
350,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
351,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
352,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
353,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
354,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
355,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
356,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
357,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
358,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
359,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
360,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
361,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
362,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
363,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
364,NULL,Wetland,Water,Water,Water,NULL,NULL,Wetland
365,NULL,Wetland,Water,Water,Water,NULL,NULL,Water
366,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
367,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
368,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
369,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
370,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
371,NULL,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
372,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
373,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
374,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
375,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
376,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
377,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
378,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
379,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
380,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
381,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
382,NULL,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
383,NULL,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
384,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
385,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
386,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
387,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
388,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
389,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
390,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
391,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
392,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
393,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
394,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
395,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
396,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
397,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
398,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
399,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
400,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
401,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
402,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
403,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
404,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
405,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
406,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
407,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
408,NULL,Bareland,Water,NULL,Water,NULL,NULL,Bareland
409,NULL,Bareland,Water,NULL,Water,NULL,NULL,Water
410,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
411,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
412,NULL,Bareland,Water,Water,Water,NULL,NULL,Grassland
413,NULL,Bareland,Water,Water,Water,NULL,NULL,Water
414,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
415,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
416,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
417,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
418,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
419,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
420,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
421,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
422,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
423,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
424,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
425,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
426,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
427,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
428,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
429,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
430,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
431,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
432,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
433,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
434,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
435,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
436,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
437,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
438,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
439,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
440,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
441,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
442,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
443,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
444,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
445,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
446,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
447,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
448,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
449,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
450,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
451,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
452,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
453,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
454,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
455,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
456,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
457,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
458,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
459,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
460,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Water
461,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Forest
462,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
463,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
464,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
465,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
466,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
467,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
468,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
469,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
470,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
471,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
472,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
473,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
474,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
475,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
476,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
477,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
478,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
479,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
480,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
481,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
482,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
483,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
484,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
485,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
486,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
487,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
488,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
489,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
490,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
491,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
492,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
493,NULL,Built-up,Water,NULL,Water,NULL,NULL,Cropland
494,NULL,Built-up,Water,NULL,Water,NULL,NULL,Bareland
495,NULL,Built-up,Water,NULL,Water,NULL,NULL,Built-up
496,NULL,Built-up,Water,NULL,Water,NULL,NULL,Water
497,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
498,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Bareland
499,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
500,NULL,Built-up,Water,Water,Water,NULL,NULL,Forest
501,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
502,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
503,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
504,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
505,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
506,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
507,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
508,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
509,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
510,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
511,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
512,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
513,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
514,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
515,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
516,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
517,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
518,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
519,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
520,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
521,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
522,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
523,NULL,Water,Water,NULL,Water,NULL,NULL,Forest
524,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
525,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
526,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
527,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
528,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
529,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
530,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
531,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
532,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
533,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
534,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
535,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
536,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
537,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
538,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
539,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
540,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
541,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
542,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
543,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
544,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
545,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
546,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
547,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
548,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
549,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
550,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
551,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
552,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
553,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
554,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
555,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
556,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
557,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
558,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
559,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
560,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
561,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
562,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
563,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
564,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
565,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
566,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
567,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
568,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
569,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
570,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
571,NULL,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
572,NULL,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
573,NULL,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
574,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
575,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
576,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
577,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
578,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Built-up
579,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
580,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
581,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
582,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
583,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
584,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
585,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
586,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
587,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
588,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
589,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Water
590,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
591,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
592,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
593,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
594,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
595,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
596,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
597,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
598,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
599,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
600,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
601,NULL,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
602,NULL,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
603,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
604,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
605,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
606,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
607,NULL,Forest,Water,NULL,Water,NULL,NULL,NULL
608,NULL,Forest,Water,NULL,Water,NULL,NULL,Grassland
609,NULL,Forest,Water,NULL,Water,NULL,NULL,Cropland
610,NULL,Forest,Water,NULL,Water,NULL,NULL,Water
611,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
612,NULL,Forest,Water,Non_Water,Water,NULL,NULL,NULL
613,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
614,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
615,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Forest
616,NULL,Forest,Water,Water,Water,NULL,NULL,Grassland
617,NULL,Forest,Water,Water,Water,NULL,NULL,Water
618,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
619,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
620,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
621,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
622,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
623,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
624,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
625,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
626,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
627,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
628,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
629,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
630,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
631,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
632,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,NULL
633,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
634,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
635,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
636,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
637,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
638,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
639,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
640,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
641,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
642,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
643,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
644,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
645,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
646,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
647,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
648,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
649,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
650,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
651,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
652,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
653,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
654,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
655,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
656,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
657,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
658,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
659,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
660,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
661,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
662,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
663,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
664,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
665,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
666,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
667,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
668,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
669,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
670,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
671,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
672,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
673,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
674,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
675,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
676,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
677,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
678,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
679,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
680,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
681,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
682,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
683,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
684,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
685,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
686,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
687,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
